,Tunnel,Marché,Référence prix,Coefficient,freq_totale,nbr_equipe,Source Cell,Formula Type
810,Nanterre Centre,MEC,949,1.0,0.5,0.5,G29,direct
811,Nanterre Centre,MEC,956,1.0,0.0,0.5,G30,direct
812,Nanterre Centre,MEC,963,1.0,0.5,0.5,G31,direct
813,Nanterre Centre,MEC,969,1.0,0.5,0.5,G32,direct
814,Nanterre Centre,MEC,975,1.0,0.0,0.5,G33,direct
815,Nanterre Centre,MEC,982,1.0,1.0,1.0,G34,direct
816,Nanterre Centre,MEC,401,1.0,0.5,6.0,G35,direct
817,Nanterre Centre,MEC,402,1.0,0.5,6.0,G36,direct
818,Nanterre Centre,Onduleur,ONP001,1.0,1.0,1.0,G37,direct
819,Nanterre Centre,Onduleur,ONP002,1.0,1.0,1.0,G38,direct
820,Nanterre Centre,Onduleur,ONP003,1.0,1.0,1.0,G39,direct
821,Nanterre Centre,Onduleur,ONP004,1.0,1.0,0,G40,direct
822,Nanterre Centre,Onduleur,ONP005,1.0,0.5,3.0,G41,direct
823,Nanterre Centre,Détection,DEP008,1.0,4.0,2.0,G42,direct
824,Nanterre Centre,Détection,DEP027,1.0,1.0,4.0,G43,direct
825,Nanterre Centre,Détection,DEP101,1.0,1.0,1.0,G44,direct
826,Nanterre Centre,Détection,DEP200,1.0,1.0,26.0,G45,direct
827,Nanterre Centre,Détection,DEP201,1.0,1.0,0,G46,direct
828,Nanterre Centre,Détection,DEP202,1.0,1.0,0,G47,direct
829,Nanterre Centre,Détection,DEP203,1.0,1.0,8.0,G48,direct
830,Nanterre Centre,Détection,DEP204,1.0,1.0,0,G49,direct
831,Nanterre Centre,Détection,DEP205,1.0,1.0,0,G50,direct
832,Nanterre Centre,Détection,DEP206,1.0,1.0,0,G51,direct
833,Nanterre Centre,Ventilation,VPO201,1.0,1.0,0,G52,direct
834,Nanterre Centre,Ventilation,VPT300,1.0,1.0,0.0,G53,direct
835,Nanterre Centre,Ventilation,VPT301,1.0,1.0,39.0,G54,direct
836,Nanterre Centre,Ventilation,VPT302,1.0,1.0,0.0,G55,direct
837,Nanterre Centre,Ventilation,VPT304,1.0,1.0,0.0,G56,direct
838,Nanterre Centre,Ventilation,VPT305,1.0,1.0,0.0,G57,direct
839,Nanterre Centre,Vidéo,VI MP 120,1.0,1.0,1.0,G58,direct
840,Nanterre Centre,Vidéo,VI MP 121,1.0,1.0,1.0,G59,direct
841,Nanterre Centre,Vidéo,VI MP 320,1.0,2.0,1.0,G60,direct
842,Nanterre Centre,Vidéo,VI MP 321,1.0,2.0,1.0,G61,direct
843,Nanterre Centre,Vidéo,VI MP 410,1.0,1.0,1.0,G62,direct
844,Nanterre Centre,Pompage,INP307,1.0,1.0,1.0,G63,direct
845,Nanterre Centre,Pompage,POE600,1.0,1.0,0.0,G65,direct
846,Nanterre Centre,Pompage,INP500,1.0,1.0,1.0,G67,direct
847,Nanterre Centre,Pompage,INP600,1.0,1.0,0.0,G68,direct
848,Nanterre Centre,Pompage,INP700,1.0,1.0,0,G69,direct
849,Nanterre Centre,Pompage,INP800,1.0,1.0,0.0,G70,direct
850,Nanterre Centre,Pompage,INP900,1.0,1.0,0.0,G71,direct
851,Nanterre Centre,Pompage,INP901,1.0,1.0,2.0,G72,direct
852,Nanterre échangeur,Bâtiment,VJO010,1.0,6.0,0,G3,sum_2
853,Nanterre échangeur,Bâtiment,VJO011,,,,,
854,Nanterre échangeur,Bâtiment,VNO010,1.0,6.0,0,G4,sum_2
855,Nanterre échangeur,Bâtiment,VNO011,,,,,
856,Nanterre échangeur,Bâtiment,MPO010,1.0,1.0,0,G5,sum_2
857,Nanterre échangeur,Bâtiment,MPO011,,,,,
858,Nanterre échangeur,Propreté,POL006,1.0,2.0,1.0,G6,direct
859,Nanterre échangeur,ContReg,CRC106,1.0,1.0,1.0,G7,direct
860,Nanterre échangeur,ContReg,CRC107,1.0,0.5,1.0,G8,direct
861,Nanterre échangeur,ContReg,CRO103,1.0,1.0,0.5,G9,sum_10
862,Nanterre échangeur,ContReg,CRO104,,,,,
863,Nanterre échangeur,ContReg,CRO105,,,,,
864,Nanterre échangeur,ContReg,CRO106,,,,,
865,Nanterre échangeur,ContReg,CRO107,,,,,
866,Nanterre échangeur,ContReg,CRO108,,,,,
867,Nanterre échangeur,ContReg,CRO109,,,,,
868,Nanterre échangeur,ContReg,CRO110,,,,,
869,Nanterre échangeur,ContReg,CRO111,,,,,
870,Nanterre échangeur,ContReg,CRO112,,,,,
871,Nanterre échangeur,ContReg,CRC101,1.0,1.0,0.0,G10,direct
872,Nanterre échangeur,ContReg,CRC102,1.0,1.0,32.0,G11,direct
873,Nanterre échangeur,ContReg,CRC103,1.0,1.0,0.0,G12,direct
874,Nanterre échangeur,Eclairage,ECPO01,1.0,2.0,1.0,G13,sum_2
875,Nanterre échangeur,Eclairage,ECPO02,,,,,
876,Nanterre échangeur,Eclairage,ECPO10,1.0,2.0,1.0,G14,sum_2
877,Nanterre échangeur,Eclairage,ECPO12,,,,,
878,Nanterre échangeur,Eclairage,ECPO50,1.0,0.4,1.0,G15,sum_6
879,Nanterre échangeur,Eclairage,ECPO51,,,,,
880,Nanterre échangeur,Eclairage,ECPO52,,,,,
881,Nanterre échangeur,Eclairage,ECPO53,,,,,
882,Nanterre échangeur,Eclairage,ECPO54,,,,,
883,Nanterre échangeur,Eclairage,ECPO55,,,,,
884,Nanterre échangeur,AEV,AEFO10,1.0,2.0,1.0,G16,sum_2
885,Nanterre échangeur,AEV,AEFO11,,,,,
886,Nanterre échangeur,AEV,AEPO10,1.0,2.0,1.0,G17,sum_2
887,Nanterre échangeur,AEV,AEPO11,,,,,
888,Nanterre échangeur,AEV,AEV08,1.0,1.0,22.0,G18,direct
889,Nanterre échangeur,Automate,AUPR07,1.0,1.0,0.5,G19,direct
890,Nanterre échangeur,Automate,AUPR08,1.0,1.0,0.5,G20,direct
891,Nanterre échangeur,Automate,AUPR47,1.0,1.0,3.0,G21,direct
892,Nanterre échangeur,Automate,AUPR48,1.0,1.0,0,G22,direct
893,Nanterre échangeur,PAU/TSE,RAU-PO02,1.0,1.0,1.0,G23,direct
894,Nanterre échangeur,PAU/TSE,TSE-PO02,1.0,1.0,1.0,G24,direct
895,Nanterre échangeur,MEC,912,1.0,0.5,1.0,G25,direct
896,Nanterre échangeur,MEC,919,1.0,0.5,1.0,G26,direct
897,Nanterre échangeur,MEC,926,1.0,0.0,1.0,G27,direct
898,Nanterre échangeur,MEC,942,1.0,0.5,1.0,G28,direct
899,Nanterre échangeur,MEC,949,1.0,0.5,1.0,G29,direct
900,Nanterre échangeur,MEC,956,1.0,0.0,1.0,G30,direct
901,Nanterre échangeur,MEC,963,1.0,0.5,1.0,G31,direct
902,Nanterre échangeur,MEC,969,1.0,0.5,1.0,G32,direct
903,Nanterre échangeur,MEC,975,1.0,0.0,1.0,G33,direct
904,Nanterre échangeur,MEC,985,1.0,1.0,1.0,G34,direct
905,Nanterre échangeur,MEC,401,1.0,0.5,6.0,G35,direct
906,Nanterre échangeur,MEC,402,1.0,0.5,6.0,G36,direct
907,Nanterre échangeur,Onduleur,ONP001,1.0,1.0,1.0,G37,direct
908,Nanterre échangeur,Onduleur,ONP002,1.0,1.0,1.0,G38,direct
909,Nanterre échangeur,Onduleur,ONP003,1.0,1.0,1.0,G39,direct
910,Nanterre échangeur,Onduleur,ONP004,1.0,1.0,0,G40,direct
911,Nanterre échangeur,Onduleur,ONP005,1.0,0.5,3.0,G41,direct
912,Nanterre échangeur,Détection,DEP007,1.0,4.0,2.0,G42,direct
913,Nanterre échangeur,Détection,DEP027,1.0,1.0,4.0,G43,direct
914,Nanterre échangeur,Détection,DEP100,1.0,1.0,1.0,G44,direct
915,Nanterre échangeur,Détection,DEP200,1.0,1.0,26.0,G45,direct
916,Nanterre échangeur,Détection,DEP201,1.0,1.0,0,G46,direct
917,Nanterre échangeur,Détection,DEP202,1.0,1.0,0,G47,direct
918,Nanterre échangeur,Détection,DEP203,1.0,1.0,8.0,G48,direct
919,Nanterre échangeur,Détection,DEP204,1.0,1.0,0,G49,direct
920,Nanterre échangeur,Détection,DEP205,1.0,1.0,0,G50,direct
921,Nanterre échangeur,Détection,DEP206,1.0,1.0,0,G51,direct
922,Nanterre échangeur,Ventilation,VPO201,1.0,1.0,0,G52,direct
923,Nanterre échangeur,Ventilation,VPT300,1.0,1.0,0.0,G53,direct
924,Nanterre échangeur,Ventilation,VPT301,1.0,1.0,39.0,G54,direct
925,Nanterre échangeur,Ventilation,VPT302,1.0,1.0,0.0,G55,direct
926,Nanterre échangeur,Ventilation,VPT304,1.0,1.0,0.0,G56,direct
927,Nanterre échangeur,Ventilation,VPT305,1.0,1.0,0.0,G57,direct
928,Nanterre échangeur,Vidéo,VI MP 202,1.0,1.0,1.0,G58,direct
929,Nanterre échangeur,Vidéo,VI MP 119,1.0,1.0,1.0,G59,direct
930,Nanterre échangeur,Vidéo,VI MP 346,1.0,2.0,1.0,G60,direct
931,Nanterre échangeur,Vidéo,VI MP 319,1.0,2.0,1.0,G61,direct
932,Nanterre échangeur,Vidéo,VI MP 423,1.0,1.0,1.0,G62,direct
933,Nanterre échangeur,Pompage,INP305,1.0,1.0,1.0,G63,direct
934,Nanterre échangeur,Pompage,POP307,1.0,3.0,1.0,G64,sum_4
935,Nanterre échangeur,Pompage,POP308,,,,,
936,Nanterre échangeur,Pompage,POP309,,,,,
937,Nanterre échangeur,Pompage,POP310,,,,,
938,Nanterre échangeur,Pompage,POE600,1.0,1.0,0.0,G65,direct
939,Nanterre échangeur,Pompage,POE307,1.0,1.0,2.0,G66,sum_4
940,Nanterre échangeur,Pompage,POE308,,,,,
941,Nanterre échangeur,Pompage,POE309,,,,,
942,Nanterre échangeur,Pompage,POE310,,,,,
943,Nanterre échangeur,Pompage,INP500,1.0,1.0,1.0,G67,direct
944,Nanterre échangeur,Pompage,INP600,1.0,1.0,0.0,G68,direct
945,Nanterre échangeur,Pompage,INP700,1.0,1.0,0,G69,direct
946,Nanterre échangeur,Pompage,INP800,1.0,1.0,0.0,G70,direct
947,Nanterre échangeur,Pompage,INP900,1.0,1.0,0.0,G71,direct
948,Nanterre échangeur,Pompage,INP901,1.0,1.0,2.0,G72,direct
949,Neuilly,Bâtiment,VJO010,1.0,6.0,0,G3,sum_2
950,Neuilly,Bâtiment,VJO011,,,,,
951,Neuilly,Bâtiment,VNO010,1.0,6.0,0,G4,sum_2
952,Neuilly,Bâtiment,VNO011,,,,,
953,Neuilly,Bâtiment,MPO010,1.0,1.0,0,G5,sum_2
954,Neuilly,Bâtiment,MPO011,,,,,
955,Neuilly,Propreté,POL008,1.0,2.0,2.0,G6,direct
956,Neuilly,ContReg,CRC106,1.0,1.0,1.0,G7,direct
957,Neuilly,ContReg,CRC107,1.0,0.5,1.0,G8,direct
958,Neuilly,ContReg,CRO102,1.0,1.0,2.0,G9,direct
959,Neuilly,ContReg,CRC101,1.0,1.0,0.0,G10,direct
960,Neuilly,ContReg,CRC102,1.0,1.0,2.0,G11,direct
961,Neuilly,ContReg,CRC103,1.0,1.0,0.0,G12,direct
962,Neuilly,Eclairage,ECPO06,1.0,2.0,2.0,G13,direct
963,Neuilly,Eclairage,ECPO20,1.0,2.0,2.0,G14,direct
964,Neuilly,Eclairage,ECPO59,1.0,0.4,2.0,G15,sum_3
965,Neuilly,Eclairage,ECPO60,,,,,
966,Neuilly,Eclairage,ECPO61,,,,,
967,Neuilly,AEV,AEFO16,1.0,2.0,2.0,G16,direct
968,Neuilly,AEV,AEPO16,1.0,2.0,2.0,G17,direct
969,Neuilly,AEV,AEV08,1.0,1.0,6.0,G18,direct
970,Neuilly,Automate,AUPR01,1.0,1.0,1.0,G19,direct
971,Neuilly,Automate,AUPR02,1.0,1.0,1.0,G20,direct
972,Neuilly,Automate,AUPR47,1.0,1.0,0,G21,direct
973,Neuilly,Automate,AUPR48,1.0,1.0,0,G22,direct
974,Neuilly,PAU/TSE,RAU-PO04,1.0,1.0,1.0,G23,direct
975,Neuilly,PAU/TSE,TSE-PO04,1.0,1.0,1.0,G24,direct
976,Neuilly,MEC,913,1.0,0.5,1.0,G25,direct
977,Neuilly,MEC,920,1.0,0.5,1.0,G26,direct
978,Neuilly,MEC,927,1.0,0.0,1.0,G27,direct
979,Neuilly,MEC,943,1.0,0.5,1.0,G28,direct
980,Neuilly,MEC,950,1.0,0.5,1.0,G29,direct
981,Neuilly,MEC,957,1.0,0.0,1.0,G30,direct
982,Neuilly,MEC,964,1.0,0.5,1.0,G31,direct
983,Neuilly,MEC,970,1.0,0.5,1.0,G32,direct
984,Neuilly,MEC,976,1.0,0.0,1.0,G33,direct
985,Neuilly,MEC,983,1.0,1.0,1.0,G34,direct
986,Neuilly,MEC,401,1.0,0.5,0,G35,direct
987,Neuilly,MEC,402,1.0,0.5,0,G36,direct
988,Neuilly,Onduleur,ONP001,1.0,1.0,0,G37,direct
989,Neuilly,Onduleur,ONP002,1.0,1.0,2.0,G38,direct
990,Neuilly,Onduleur,ONP003,1.0,1.0,0,G39,direct
991,Neuilly,Onduleur,ONP004,1.0,1.0,0,G40,direct
992,Neuilly,Onduleur,ONP005,1.0,0.5,2.0,G41,direct
993,Neuilly,Détection,DEP009,1.0,4.0,2.0,G42,direct
994,Neuilly,Détection,DEP027,1.0,1.0,0,G43,direct
995,Neuilly,Détection,DEP100,1.0,1.0,1.0,G44,direct
996,Neuilly,Détection,DEP200,1.0,1.0,20.0,G45,direct
997,Neuilly,Détection,DEP201,1.0,1.0,1.0,G46,direct
998,Neuilly,Détection,DEP202,1.0,1.0,0,G47,direct
999,Neuilly,Détection,DEP203,1.0,1.0,1.0,G48,direct
1000,Neuilly,Détection,DEP204,1.0,1.0,0,G49,direct
1001,Neuilly,Détection,DEP205,1.0,1.0,0,G50,direct
1002,Neuilly,Détection,DEP206,1.0,1.0,8.0,G51,direct
1003,Neuilly,Ventilation,VPO202,1.0,1.0,1.0,G52,direct
1004,Neuilly,Ventilation,VPT300,1.0,1.0,0.0,G53,direct
1005,Neuilly,Ventilation,VPT301,1.0,1.0,0.0,G54,direct
1006,Neuilly,Ventilation,VPT302,1.0,1.0,0.0,G55,direct
1007,Neuilly,Ventilation,VPT304,1.0,1.0,0.0,G56,direct
1008,Neuilly,Ventilation,VPT305,1.0,1.0,0.0,G57,direct
1009,Neuilly,Vidéo,VI MP 116,1.0,1.0,1.0,G58,direct
1010,Neuilly,Vidéo,VI MP 117,1.0,1.0,1.0,G59,direct
1011,Neuilly,Vidéo,VI MP 316,1.0,2.0,1.0,G60,direct
1012,Neuilly,Vidéo,VI MP 317,1.0,2.0,1.0,G61,direct
1013,Neuilly,Vidéo,VI MP 408,1.0,1.0,1.0,G62,direct
1014,Neuilly,Pompage,POE600,1.0,1.0,0.0,G65,direct
1015,Neuilly,Pompage,INP500,1.0,1.0,0,G67,direct
1016,Neuilly,Pompage,INP600,1.0,1.0,0.0,G68,direct
1017,Neuilly,Pompage,INP700,1.0,1.0,0,G69,direct
1018,Neuilly,Pompage,INP800,1.0,1.0,0.0,G70,direct
1019,Neuilly,Pompage,INP900,1.0,1.0,0.0,G71,direct
1020,Neuilly,Pompage,INP901,1.0,1.0,2.0,G72,direct
1021,Saint-Cloud,Bâtiment,VJO001,1.0,6.0,1.0,G3,sum_2
1022,Saint-Cloud,Bâtiment,VJO002,,,,,
1023,Saint-Cloud,Bâtiment,VNO001,1.0,6.0,1.0,G4,sum_2
1024,Saint-Cloud,Bâtiment,VNO002,,,,,
1025,Saint-Cloud,Bâtiment,MPO001,1.0,1.0,1.0,G5,sum_2
1026,Saint-Cloud,Bâtiment,MPO002,,,,,
1027,Saint-Cloud,Propreté,POL003,1.0,2.0,2.0,G6,direct
1028,Saint-Cloud,ContReg,CRC106,1.0,1.0,1.0,G7,direct
1029,Saint-Cloud,ContReg,CRC107,1.0,0.5,1.0,G8,direct
1030,Saint-Cloud,ContReg,CRO119,1.0,1.0,1.0,G9,sum_3
1031,Saint-Cloud,ContReg,CRO120,,,,,
1032,Saint-Cloud,ContReg,CRO121,,,,,
1033,Saint-Cloud,ContReg,CRC101,1.0,1.0,0.0,G10,direct
1034,Saint-Cloud,ContReg,CRC102,1.0,1.0,2.0,G11,direct
1035,Saint-Cloud,ContReg,CRC103,1.0,1.0,0.0,G12,direct
1036,Saint-Cloud,Eclairage,ECPB04,1.0,2.0,2.0,G13,direct
1037,Saint-Cloud,Eclairage,ECPB16,1.0,2.0,2.0,G14,direct
1038,Saint-Cloud,Eclairage,ECPB60,1.0,0.4,2.0,G15,sum_6
1039,Saint-Cloud,Eclairage,ECPB61,,,,,
1040,Saint-Cloud,Eclairage,ECPB62,,,,,
1041,Saint-Cloud,Eclairage,ECPB63,,,,,
1042,Saint-Cloud,Eclairage,ECPB64,,,,,
1043,Saint-Cloud,Eclairage,ECPB65,,,,,
1044,Saint-Cloud,AEV,AEFB13,1.0,2.0,2.0,G16,direct
1045,Saint-Cloud,AEV,AEPB13,1.0,2.0,2.0,G17,direct
1046,Saint-Cloud,AEV,AEV08,1.0,1.0,23.0,G18,direct
1047,Saint-Cloud,Automate,AUPR19,1.0,1.0,1.0,G19,direct
1048,Saint-Cloud,Automate,AUPR20,1.0,1.0,1.0,G20,direct
1049,Saint-Cloud,Automate,AUPR47,1.0,1.0,1.0,G21,direct
1050,Saint-Cloud,Automate,AUPR48,1.0,1.0,0,G22,direct
1051,Saint-Cloud,PAU/TSE,RAU-PO10,1.0,1.0,1.0,G23,direct
1052,Saint-Cloud,PAU/TSE,TSE-PO10,1.0,1.0,1.0,G24,direct
1053,Saint-Cloud,MEC,1012,1.0,0.5,1.0,G25,direct
1054,Saint-Cloud,MEC,1016,1.0,0.5,1.0,G26,direct
1055,Saint-Cloud,MEC,1020,1.0,0.0,1.0,G27,direct
1056,Saint-Cloud,MEC,1031,1.0,0.5,1.0,G28,direct
1057,Saint-Cloud,MEC,1036,1.0,0.5,1.0,G29,direct
1058,Saint-Cloud,MEC,1041,1.0,0.0,1.0,G30,direct
1059,Saint-Cloud,MEC,1051,1.0,0.5,1.0,G31,direct
1060,Saint-Cloud,MEC,1057,1.0,0.5,1.0,G32,direct
1061,Saint-Cloud,MEC,1063,1.0,0.0,1.0,G33,direct
1062,Saint-Cloud,MEC,1072,1.0,1.0,1.0,G34,direct
1063,Saint-Cloud,MEC,401,1.0,0.5,4.0,G35,direct
1064,Saint-Cloud,MEC,402,1.0,0.5,4.0,G36,direct
1065,Saint-Cloud,Onduleur,ONP001,1.0,1.0,0,G37,direct
1066,Saint-Cloud,Onduleur,ONP002,1.0,1.0,3.0,G38,direct
1067,Saint-Cloud,Onduleur,ONP003,1.0,1.0,0,G39,direct
1068,Saint-Cloud,Onduleur,ONP004,1.0,1.0,0,G40,direct
1069,Saint-Cloud,Onduleur,ONP005,1.0,0.5,3.0,G41,direct
1070,Saint-Cloud,Détection,DEP003,1.0,4.0,2.0,G42,direct
1071,Saint-Cloud,Détection,DEP027,1.0,1.0,2.0,G43,direct
1072,Saint-Cloud,Détection,DEP100,1.0,1.0,1.0,G44,direct
1073,Saint-Cloud,Détection,DEP200,1.0,1.0,40.0,G45,direct
1074,Saint-Cloud,Détection,DEP201,1.0,1.0,8.0,G46,direct
1075,Saint-Cloud,Détection,DEP202,1.0,1.0,0,G47,direct
1076,Saint-Cloud,Détection,DEP203,1.0,1.0,0,G48,direct
1077,Saint-Cloud,Détection,DEP204,1.0,1.0,0,G49,direct
1078,Saint-Cloud,Détection,DEP205,1.0,1.0,1.0,G50,direct
1079,Saint-Cloud,Détection,DEP206,1.0,1.0,20.0,G51,direct
1080,Saint-Cloud,Ventilation,VPB202,1.0,1.0,1.0,G52,direct
1081,Saint-Cloud,Ventilation,VPT300,1.0,1.0,23.0,G53,direct
1082,Saint-Cloud,Ventilation,VPT301,1.0,1.0,14.0,G54,direct
1083,Saint-Cloud,Ventilation,VPT302,1.0,1.0,0.0,G55,direct
1084,Saint-Cloud,Ventilation,VPT304,1.0,1.0,0.0,G56,direct
1085,Saint-Cloud,Ventilation,VPT305,1.0,1.0,0.0,G57,direct
1086,Saint-Cloud,Vidéo,VI MP 126,1.0,1.0,1.0,G58,direct
1087,Saint-Cloud,Vidéo,VI MP 127,1.0,1.0,1.0,G59,direct
1088,Saint-Cloud,Vidéo,VI MP 326,1.0,2.0,1.0,G60,direct
1089,Saint-Cloud,Vidéo,VI MP 327,1.0,2.0,1.0,G61,direct
1090,Saint-Cloud,Vidéo,VI MP 413,1.0,1.0,1.0,G62,direct
1091,Saint-Cloud,Pompage,INP310,1.0,1.0,1.0,G63,direct
1092,Saint-Cloud,Pompage,POP324,1.0,3.0,1.0,G64,direct
1093,Saint-Cloud,Pompage,POE600,1.0,1.0,0.0,G65,direct
1094,Saint-Cloud,Pompage,POE324,1.0,1.0,1.0,G66,direct
1095,Saint-Cloud,Pompage,INP500,1.0,1.0,0,G67,direct
1096,Saint-Cloud,Pompage,INP600,1.0,1.0,0.0,G68,direct
1097,Saint-Cloud,Pompage,INP700,1.0,1.0,0,G69,direct
1098,Saint-Cloud,Pompage,INP800,1.0,1.0,0.0,G70,direct
1099,Saint-Cloud,Pompage,INP900,1.0,1.0,0.0,G71,direct
1100,Saint-Cloud,Pompage,INP901,1.0,1.0,0,G72,direct
1101,Sévines,Bâtiment,VJO012,1.0,6.0,1.0,G3,direct
1102,Sévines,Bâtiment,CRU203,1.0,6.0,1.0,G4,direct
1103,Sévines,Bâtiment,MPO012,1.0,1.0,1.0,G5,direct
1104,Sévines,Propreté,POL009,1.0,2.0,2.0,G6,direct
1105,Sévines,ContReg,CRC106,1.0,1.0,1.0,G7,direct
1106,Sévines,ContReg,CRC107,1.0,0.5,1.0,G8,direct
1107,Sévines,ContReg,CRO101,1.0,1.0,1.0,G9,direct
1108,Sévines,ContReg,CRC101,1.0,1.0,0.0,G10,direct
1109,Sévines,ContReg,CRC102,1.0,1.0,3.0,G11,direct
1110,Sévines,ContReg,CRC103,1.0,1.0,0.0,G12,direct
1111,Sévines,Eclairage,ECPO05,1.0,2.0,2.0,G13,direct
1112,Sévines,Eclairage,ECPO18,1.0,2.0,2.0,G14,direct
1113,Sévines,Eclairage,ECPO56,1.0,0.4,2.0,G15,sum_3
1114,Sévines,Eclairage,ECPO57,,,,,
1115,Sévines,Eclairage,ECPO58,,,,,
1116,Sévines,AEV,AEFO14,1.0,2.0,2.0,G16,direct
1117,Sévines,AEV,AEPO14,1.0,2.0,2.0,G17,direct
1118,Sévines,AEV,AEV08,1.0,1.0,6.0,G18,direct
1119,Sévines,Automate,AUPR09,1.0,1.0,1.0,G19,direct
1120,Sévines,Automate,AUPR10,1.0,1.0,1.0,G20,direct
1121,Sévines,Automate,AUPR47,1.0,1.0,1.0,G21,direct
1122,Sévines,Automate,AUPR48,1.0,1.0,0,G22,direct
1123,Sévines,PAU/TSE,RAU-PO05,1.0,1.0,1.0,G23,direct
1124,Sévines,PAU/TSE,TSE-PO05,1.0,1.0,1.0,G24,direct
1125,Sévines,MEC,914,1.0,0.5,1.0,G25,direct
1126,Sévines,MEC,921,1.0,0.5,1.0,G26,direct
1127,Sévines,MEC,928,1.0,0.0,1.0,G27,direct
1128,Sévines,MEC,944,1.0,0.5,1.0,G28,direct
1129,Sévines,MEC,951,1.0,0.5,1.0,G29,direct
1130,Sévines,MEC,958,1.0,0.0,1.0,G30,direct
1131,Sévines,MEC,965,1.0,0.5,1.0,G31,direct
1132,Sévines,MEC,971,1.0,0.5,1.0,G32,direct
1133,Sévines,MEC,977,1.0,0.0,1.0,G33,direct
1134,Sévines,MEC,984,1.0,1.0,1.0,G34,direct
1135,Sévines,MEC,401,1.0,0.5,0,G35,direct
1136,Sévines,MEC,402,1.0,0.5,0,G36,direct
1137,Sévines,Onduleur,ONP001,1.0,1.0,0,G37,direct
1138,Sévines,Onduleur,ONP002,1.0,1.0,1.0,G38,direct
1139,Sévines,Onduleur,ONP003,1.0,1.0,0,G39,direct
1140,Sévines,Onduleur,ONP004,1.0,1.0,0,G40,direct
1141,Sévines,Onduleur,ONP005,1.0,0.5,1.0,G41,direct
1142,Sévines,Détection,DEP010,1.0,4.0,2.0,G42,direct
1143,Sévines,Détection,DEP027,1.0,1.0,0,G43,direct
1144,Sévines,Détection,DEP100,1.0,1.0,1.0,G44,direct
1145,Sévines,Détection,DEP200,1.0,1.0,19.0,G45,direct
1146,Sévines,Détection,DEP201,1.0,1.0,0,G46,direct
1147,Sévines,Détection,DEP202,1.0,1.0,0,G47,direct
1148,Sévines,Détection,DEP203,1.0,1.0,1.0,G48,direct
1149,Sévines,Détection,DEP204,1.0,1.0,0,G49,direct
1150,Sévines,Détection,DEP205,1.0,1.0,0,G50,direct
1151,Sévines,Détection,DEP206,1.0,1.0,15.0,G51,direct
1152,Sévines,Ventilation,VPO203,1.0,1.0,1.0,G52,direct
1153,Sévines,Ventilation,VPT300,1.0,1.0,5.0,G53,direct
1154,Sévines,Ventilation,VPT301,1.0,1.0,0.0,G54,direct
1155,Sévines,Ventilation,VPT302,1.0,1.0,0.0,G55,direct
1156,Sévines,Ventilation,VPT304,1.0,1.0,0.0,G56,direct
1157,Sévines,Ventilation,VPT305,1.0,1.0,0.0,G57,direct
1158,Sévines,Vidéo,VI MP 132,1.0,1.0,1.0,G58,direct
1159,Sévines,Vidéo,VI MP 133,1.0,1.0,1.0,G59,direct
1160,Sévines,Vidéo,VI MP 332,1.0,2.0,1.0,G60,direct
1161,Sévines,Vidéo,VI MP 333,1.0,2.0,1.0,G61,direct
1162,Sévines,Vidéo,VI MP 416,1.0,1.0,1.0,G62,direct
1163,Sévines,Pompage,INP309,1.0,1.0,1.0,G63,direct
1164,Sévines,Pompage,POE600,1.0,1.0,0.0,G65,direct
1165,Sévines,Pompage,INP500,1.0,1.0,0,G67,direct
1166,Sévines,Pompage,INP600,1.0,1.0,0.0,G68,direct
1167,Sévines,Pompage,INP700,1.0,1.0,0,G69,direct
1168,Sévines,Pompage,INP800,1.0,1.0,0.0,G70,direct
1169,Sévines,Pompage,INP900,1.0,1.0,0.0,G71,direct
1170,Sévines,Pompage,INP901,1.0,1.0,0,G72,direct
1171,Bobigny,Bâtiment,VJN001,1.0,6.0,0,G3,sum_2
1172,Bobigny,Bâtiment,VJN002,,,,,
1173,Bobigny,Bâtiment,VNN001,1.0,6.0,0,G4,sum_2
1174,Bobigny,Bâtiment,VNN002,,,,,
1175,Bobigny,Bâtiment,MPN001,1.0,1.0,0,G5,sum_2
1176,Bobigny,Bâtiment,MPN002,,,,,
1177,Bobigny,Propreté,POL012,1.0,2.0,1.0,G6,direct
1178,Bobigny,ContReg,CRC106,1.0,1.0,1.0,G7,direct
1179,Bobigny,ContReg,CRC107,1.0,0.5,1.0,G8,direct
1180,Bobigny,ContReg,CRN109,1.0,1.0,1.0,G9,sum_5
1181,Bobigny,ContReg,CRN110,,,,,
1182,Bobigny,ContReg,CRN111,,,,,
1183,Bobigny,ContReg,CRN112,,,,,
1184,Bobigny,ContReg,CRN113,,,,,
1185,Bobigny,ContReg,CRC101,1.0,1.0,0.0,G10,direct
1186,Bobigny,ContReg,CRC102,1.0,1.0,7.0,G11,direct
1187,Bobigny,ContReg,CRC103,1.0,1.0,0.0,G12,direct
1188,Bobigny,Eclairage,ECPN01,1.0,2.0,2.0,G13,direct
1189,Bobigny,Eclairage,ECPN10,1.0,2.0,2.0,G14,direct
1190,Bobigny,Eclairage,ECPN50,1.0,0.4,2.0,G15,sum_3
1191,Bobigny,Eclairage,ECPN51,,,,,
1192,Bobigny,Eclairage,ECPN52,,,,,
1193,Bobigny,AEV,AEFN10,1.0,2.0,2.0,G16,direct
