,Unnamed: 0,mar_diminutif,prod_code,prod_id,com_bud_annee,lieu,unite,typeP,com_prod_quantite,com_prod_montant_ht,quantite_constate
1769,5015,RAU/TSE23,RAU-PO08,317198,2024,Bellerive,PCTT Ouest,Preventif,4.0,3880.44,4.0
1770,5016,RAU/TSE23,RAU-PN01,317200,2024,PCTT,PCTT Nord,Preventif,1.0,1340.21,1.0
1771,5017,RAU/TSE23,TSE-PS01,317204,2024,Antony,PCTT Sud,Preventif,1.0,430.47,1.0
1772,5018,RAU/TSE23,TSE-PS02,317206,2023,Bicêtre,PCTT Sud,Preventif,1.0,559.61,1.0
1773,5019,RAU/TSE23,TSE-PS02,317206,2024,Bicêtre,PCTT Sud,Preventif,2.0,1144.4,2.0
1774,5022,RAU/TSE23,SIP-PG04,317214,2024,PCTT,PCTT Nord,Preventif,1.0,2579.44,1.0
1775,5023,RAU/TSE23,SIP-PG04,317214,2024,PCTT,PCTT Ouest,Preventif,1.0,2579.44,1.0
1776,5024,RAU/TSE23,SIP-PG04,317214,2024,PCTT,PCTT Sud,Preventif,1.0,2695.51,1.0
1777,5028,RAU/TSE23,RAU-PO01,317220,2024,Nanterre / La Défense,PCTT Ouest,Preventif,4.0,23282.76,1.81
1778,5029,RAU/TSE23,RAU-PO09,317222,2024,Ambroise PARE,PCTT Ouest,Preventif,4.0,3127.16,4.0
1779,5031,RAU/TSE23,RAU-PS03,317226,2023,Orly,PCTT Sud,Preventif,1.0,670.1,1.0
1780,5032,RAU/TSE23,RAU-PS03,317226,2024,Orly,PCTT Sud,Preventif,2.0,1370.35,2.0
1781,5036,RAU/TSE23,RAU-PO04,317232,2024,Neuilly,PCTT Ouest,Preventif,4.0,1340.2,1.5
1785,5135,SignaDyn,SDY MP 101,218419,2023,Chennevières,PCTT Ouest,Preventif,1.0,3399.54,1.0
1786,5136,SignaDyn,SDY MP 101,218419,2023,Neuilly,PCTT Ouest,Preventif,2.0,6799.08,2.0
1787,5137,SignaDyn,SDY MP 101,218419,2023,Sévines,PCTT Ouest,Preventif,2.0,6799.08,2.0
1788,5138,SignaDyn,SDY MP 101,218419,2024,Neuilly,PCTT Ouest,Preventif,1.0,3486.53,1.0
1789,5139,SignaDyn,SDY MP 101,218419,2024,Sévines,PCTT Ouest,Preventif,2.0,6973.06,2.0
1790,5144,SignaDyn,SDY MP 204,218447,2023,Fresnes,PCTT Sud,Preventif,1.0,17380.56,1.0
1791,5145,SignaDyn,SDY MP 204,218447,2024,Bellerive,PCTT Ouest,Preventif,1.0,17380.56,1.0
1792,5146,SignaDyn,SDY MP 204,218447,2024,Bicêtre,PCTT Sud,Preventif,1.0,17380.56,1.0
1793,5147,SignaDyn,SDY MP 204,218447,2024,Bobigny-Lumen-Norton,PCTT Nord,Preventif,1.0,17380.56,1.0
1794,5148,SignaDyn,SDY MP 204,218447,2024,Champigny,PCTT Est,Preventif,1.0,17380.56,1.0
1795,5149,SignaDyn,SDY MP 204,218447,2024,Landy,PCTT Nord,Preventif,2.0,34761.12,2.0
1796,5150,SignaDyn,SDY MP 204,218447,2024,Nogent,PCTT Est,Preventif,2.0,34761.12,2.0
1797,5151,SignaDyn,SDY MP 204,218447,2024,Saint Cloud,PCTT Ouest,Preventif,1.0,17380.56,1.0
1798,5152,SignaDyn,SDY MP 204,218447,2024,Thiais,PCTT Est,Preventif,1.0,17380.56,1.0
1799,5156,SignaDyn,SDY MP 205,218457,2023,Antony,PCTT Sud,Preventif,1.0,17865.09,1.0
1800,5157,SignaDyn,SDY MP 205,218457,2024,Bobigny-Lumen-Norton,PCTT Nord,Preventif,2.0,35730.18,2.0
1803,5163,SignaDyn,SDY MP 202,218483,2024,Ambroise PARE,PCTT Ouest,Preventif,2.0,19943.88,2.0
1804,5164,SignaDyn,SDY MP 202,218483,2024,Bicêtre,PCTT Sud,Preventif,2.0,19943.88,0.0
1805,5165,SignaDyn,SDY MP 202,218483,2024,Bobigny-Lumen-Norton,PCTT Nord,Preventif,1.0,9971.94,1.0
1806,5166,SignaDyn,SDY MP 202,218483,2024,Chennevières,PCTT Ouest,Preventif,1.0,9971.94,1.0
1807,5167,SignaDyn,SDY MP 202,218483,2024,Italie,PCTT Sud,Preventif,2.0,19943.88,1.0
1808,5168,SignaDyn,SDY MP 202,218483,2024,La Courneuve,PCTT Nord,Preventif,1.0,9971.94,1.0
1809,5169,SignaDyn,SDY MP 202,218483,2024,Orly,PCTT Sud,Preventif,3.0,29915.82,1.0
1810,5170,SignaDyn,SDY MP 202,218483,2024,Saint Cloud,PCTT Ouest,Preventif,1.0,9971.94,1.0
1811,5185,SignaDyn,SDY MP 105,218523,2023,Bobigny-Lumen-Norton,PCTT Nord,Preventif,2.0,22788.88,2.0
1818,5217,SignaDyn,SDY MP 102,218619,2023,Ambroise PARE,PCTT Ouest,Preventif,2.0,12604.5,2.0
1819,5218,SignaDyn,SDY MP 102,218619,2023,Bobigny-Lumen-Norton,PCTT Nord,Preventif,1.0,6302.25,1.0
1820,5219,SignaDyn,SDY MP 102,218619,2023,Boissy-Saint-Léger,PCTT Est,Preventif,1.0,6302.25,1.0
1821,5220,SignaDyn,SDY MP 102,218619,2023,Chennevières,PCTT Ouest,Preventif,1.0,6302.25,1.0
1822,5221,SignaDyn,SDY MP 102,218619,2023,La Courneuve,PCTT Nord,Preventif,1.0,6302.25,1.0
1823,5222,SignaDyn,SDY MP 102,218619,2023,Nanterre / La Défense,PCTT Ouest,Preventif,4.0,25209.0,4.0
1824,5223,SignaDyn,SDY MP 102,218619,2023,Saint Cloud,PCTT Ouest,Preventif,1.0,6302.25,1.0
1825,5224,SignaDyn,SDY MP 102,218619,2023,Taverny,PCTT Nord,Preventif,1.0,6302.25,1.0
1826,5225,SignaDyn,SDY MP 102,218619,2024,Boissy-Saint-Léger,PCTT Est,Preventif,1.0,6463.53,1.0
1827,5226,SignaDyn,SDY MP 102,218619,2024,Nanterre / La Défense,PCTT Ouest,Preventif,3.0,19390.59,3.0
1828,5227,SignaDyn,SDY MP 102,218619,2024,Neuilly,PCTT Ouest,Preventif,1.0,6463.53,1.0
1829,5228,SignaDyn,SDY MP 102,218619,2024,Taverny,PCTT Nord,Preventif,1.0,6463.53,1.0
1830,5231,SignaDyn,SDY MP 203,218625,2024,Bellerive,PCTT Ouest,Preventif,1.0,13858.6,1.0
1831,5232,SignaDyn,SDY MP 203,218625,2024,Bicêtre,PCTT Sud,Preventif,1.0,13858.6,1.0
1832,5233,SignaDyn,SDY MP 203,218625,2024,Champigny,PCTT Est,Preventif,1.0,13858.6,0.75
1833,5234,SignaDyn,SDY MP 203,218625,2024,Fontenay le Fleury,PCTT Ouest,Preventif,2.0,27717.2,1.458
1834,5235,SignaDyn,SDY MP 203,218625,2024,La Courneuve,PCTT Nord,Preventif,1.0,13858.6,1.0
1835,5236,SignaDyn,SDY MP 203,218625,2024,Orly,PCTT Sud,Preventif,1.0,13858.6,1.0
1837,5238,SignaDyn,SDY MP 203,218625,2024,Thiais,PCTT Est,Preventif,1.0,13858.6,0.8
1851,5291,SignaDyn,SDY MP 201,218795,2024,Chennevières,PCTT Ouest,Preventif,1.0,4807.79,1.0
1855,5305,SignaDyn,SDY MP 103,218831,2023,Bellerive,PCTT Ouest,Preventif,1.0,8649.64,1.0
1856,5306,SignaDyn,SDY MP 103,218831,2023,Boissy-Saint-Léger,PCTT Est,Preventif,1.0,8433.82,1.0
1857,5307,SignaDyn,SDY MP 103,218831,2023,Fontenay le Fleury,PCTT Ouest,Preventif,2.0,16867.64,2.0
1858,5308,SignaDyn,SDY MP 103,218831,2023,La Courneuve,PCTT Nord,Preventif,1.0,8433.82,1.0
1859,5309,SignaDyn,SDY MP 103,218831,2023,Nanterre / La Défense,PCTT Ouest,Preventif,1.0,8433.82,1.0
1860,5310,SignaDyn,SDY MP 103,218831,2023,Nogent,PCTT Est,Preventif,1.0,8433.82,1.0
1862,5312,SignaDyn,SDY MP 103,218831,2023,Taverny,PCTT Nord,Preventif,1.0,8433.82,1.0
1863,5313,SignaDyn,SDY MP 103,218831,2023,Thiais,PCTT Est,Preventif,1.0,8433.82,0.917
1864,5314,SignaDyn,SDY MP 103,218831,2024,Boissy-Saint-Léger,PCTT Est,Preventif,1.0,8649.64,1.0
1865,5315,SignaDyn,SDY MP 103,218831,2024,Nanterre / La Défense,PCTT Ouest,Preventif,3.0,25948.92,2.231
1866,5316,SignaDyn,SDY MP 103,218831,2024,Taverny,PCTT Nord,Preventif,1.0,8649.64,1.0
1870,5379,SignaDyn,SDY MP 104,219023,2023,Bellerive,PCTT Ouest,Preventif,1.0,10775.32,1.0
1871,5380,SignaDyn,SDY MP 104,219023,2023,Bobigny-Lumen-Norton,PCTT Nord,Preventif,1.0,10506.46,1.0
1872,5381,SignaDyn,SDY MP 104,219023,2023,Champigny,PCTT Est,Preventif,2.0,21012.92,2.0
1873,5382,SignaDyn,SDY MP 104,219023,2023,Landy,PCTT Nord,Preventif,2.0,21012.92,2.0
1874,5383,SignaDyn,SDY MP 104,219023,2023,Nogent,PCTT Est,Preventif,1.0,10506.46,1.0
1875,5384,SignaDyn,SDY MP 104,219023,2023,Saint Cloud,PCTT Ouest,Preventif,1.0,10506.46,1.0
1876,5385,SignaDyn,SDY MP 104,219023,2023,Thiais,PCTT Est,Preventif,1.0,10506.46,0.9
1877,5386,SignaDyn,SDY MP 104,219023,2024,Nogent,PCTT Est,Preventif,2.0,21550.64,0.0
1880,5564,Ventilation2,VEP08,148036,2023,Sévines,PCTT Ouest,Preventif,1.0,664.62,1.0
1881,5565,Ventilation2,VEP10,148038,2023,Landy,PCTT Nord,Preventif,1.0,18287.64,1.0
1882,5566,Ventilation2,VEP04,148044,2023,PCTT,PCTT Ouest,Preventif,1.0,7382.33,1.0
1883,5567,Ventilation2,VEC01,148046,2023,Tous tunnels,PCTT Nord,Preventif,10.0,5042.8,10.0
1884,5568,Ventilation2,VEP09,148050,2023,Taverny,PCTT Nord,Preventif,1.0,4520.36,1.0
1885,5586,Ventilation2,VEP13,148058,2023,Champigny,PCTT Est,Preventif,1.0,4789.54,1.0
1886,5590,Ventilation2,VEP19,148064,2023,Bicêtre,PCTT Sud,Preventif,8.0,596.16,8.0
1887,5591,Ventilation2,VEP19,148064,2023,Bobigny-Lumen-Norton,PCTT Nord,Preventif,41.0,3055.32,23.0
1888,5592,Ventilation2,VEP19,148064,2023,Boissy-Saint-Léger,PCTT Est,Preventif,18.0,1341.36,18.0
1889,5593,Ventilation2,VEP19,148064,2023,Champigny,PCTT Est,Preventif,15.0,1117.8,15.0
1890,5594,Ventilation2,VEP19,148064,2023,Landy,PCTT Nord,Preventif,28.0,2086.56,28.0
1891,5595,Ventilation2,VEP19,148064,2023,Nanterre / La Défense,PCTT Ouest,Preventif,20.0,1490.4,20.0
1892,5596,Ventilation2,VEP19,148064,2023,Neuilly,PCTT Ouest,Preventif,6.0,447.12,6.0
1893,5597,Ventilation2,VEP19,148064,2023,Nogent,PCTT Est,Preventif,38.0,2831.76,38.0
1894,5598,Ventilation2,VEP19,148064,2023,Orly,PCTT Sud,Preventif,13.0,968.76,13.0
1895,5599,Ventilation2,VEP19,148064,2023,PCTT,PCTT Ouest,Preventif,103.0,7675.56,103.0
1896,5600,Ventilation2,VEP19,148064,2023,Thiais,PCTT Est,Preventif,31.0,2310.12,0.0
1897,5601,Ventilation2,VEP06,148066,2023,Nanterre / La Défense,PCTT Ouest,Preventif,1.0,45116.78,1.0
1898,5605,Ventilation2,VEP05,148074,2023,PCTT,PCTT Ouest,Preventif,1.0,9177.73,1.0
1899,5606,Ventilation2,VEP20,148078,2023,Champigny,PCTT Est,Preventif,1.0,149.03,1.0
1900,5607,Ventilation2,VEP20,148078,2023,Nogent,PCTT Est,Preventif,1.0,149.03,1.0
1901,5608,Ventilation2,VEP20,148078,2023,PCTT,PCTT Ouest,Preventif,6.0,894.18,6.0
1902,5609,Ventilation2,VEP12,148084,2023,Nogent,PCTT Est,Preventif,1.0,8284.39,1.0
1903,5610,Ventilation2,VEP03,148086,2023,PCTT,PCTT Ouest,Preventif,1.0,8548.51,1.0
1904,5616,Ventilation2,VEP11,148090,2023,Bobigny-Lumen-Norton,PCTT Nord,Preventif,1.0,21117.71,1.0
1905,5617,Ventilation2,VEP18,148094,2023,Bicêtre,PCTT Sud,Preventif,2.0,10826.52,2.0
1906,5619,Ventilation2,VED05,148096,2023,Landy,PCTT Nord,Preventif,3.0,1312.41,3.0
1907,5629,Ventilation2,VEP07,148106,2023,Neuilly,PCTT Ouest,Preventif,1.0,1260.73,1.0
1908,5655,Ventilation2,VE PN 13,309718,2023,Boissy-Saint-Léger,PCTT Est,Preventif,1.0,13646.0,1.0
1909,5656,Ventilation2,VE PN 11,309720,2023,Thiais,PCTT Est,Preventif,1.0,10102.35,1.0
1910,5657,Ventilation2,VE PN 12,309722,2023,Thiais,PCTT Est,Preventif,1.0,9298.03,1.0
1911,5659,Ventilation3,VPT301,352276,2024,Champigny,PCTT Est,Preventif,1.0,123.72,1.0
1912,5660,Ventilation3,VPT301,352276,2024,Landy,PCTT Nord,Preventif,6.0,742.32,6.0
1913,5661,Ventilation3,VPT301,352276,2024,Nogent,PCTT Est,Preventif,6.0,742.32,6.0
1914,5662,Ventilation3,VPT301,352276,2024,PCTT,PCTT Ouest,Preventif,44.0,5443.68,44.0
1915,5663,Ventilation3,VPN201,352278,2024,Bobigny-Lumen-Norton,PCTT Nord,Preventif,1.0,38076.92,1.0
1916,5667,Ventilation3,VPN202,352290,2024,Taverny,PCTT Nord,Preventif,1.0,4997.6,1.0
1917,5681,Ventilation3,VPE200,352338,2024,Nogent,PCTT Est,Preventif,1.0,9960.98,1.0
1918,5682,Ventilation3,VPS201,352340,2024,Fresnes,PCTT Sud,Preventif,1.0,7343.96,1.0
1919,5687,Ventilation3,VPT300,352360,2024,Antony,PCTT Sud,Preventif,7.0,532.35,0.0
1920,5688,Ventilation3,VPT300,352360,2024,Bicêtre,PCTT Sud,Preventif,16.0,1216.8,16.0
1921,5690,Ventilation3,VPT300,352360,2024,Bobigny-Lumen-Norton,PCTT Nord,Preventif,42.0,3194.1,42.0
1922,5691,Ventilation3,VPT300,352360,2024,Boissy-Saint-Léger,PCTT Est,Preventif,54.0,4106.7,54.0
1923,5692,Ventilation3,VPT300,352360,2024,Champigny,PCTT Est,Preventif,30.0,2281.5,30.0
1924,5693,Ventilation3,VPT300,352360,2024,Fresnes,PCTT Sud,Preventif,3.0,228.15,0.0
1925,5694,Ventilation3,VPT300,352360,2024,Landy,PCTT Nord,Preventif,22.0,1673.1,22.0
1926,5695,Ventilation3,VPT300,352360,2024,Nanterre / La Défense,PCTT Ouest,Preventif,87.0,6616.35,87.0
1927,5696,Ventilation3,VPT300,352360,2024,Neuilly,PCTT Ouest,Preventif,6.0,456.3,6.0
1928,5697,Ventilation3,VPT300,352360,2024,Nogent,PCTT Est,Preventif,86.0,6540.3,43.0
1929,5698,Ventilation3,VPT300,352360,2024,Orly,PCTT Sud,Preventif,13.0,988.65,13.0
1930,5699,Ventilation3,VPT300,352360,2024,PCTT,PCTT Ouest,Preventif,44.0,3346.2,44.0
1931,5700,Ventilation3,VPT300,352360,2024,Thiais,PCTT Est,Preventif,31.0,2357.55,31.0
1932,5701,Ventilation3,VPS200,352362,2024,Antony,PCTT Sud,Preventif,1.0,5318.04,1.0
1933,5702,Ventilation3,VPN200,352364,2024,Landy,PCTT Nord,Preventif,1.0,30759.84,1.0
1934,5705,Ventilation3,VPE203,352380,2024,Thiais,PCTT Est,Preventif,1.0,9995.2,1.0
1935,5706,Ventilation3,VPE204,352384,2024,Boissy-Saint-Léger,PCTT Est,Preventif,1.0,8121.1,1.0
1936,5708,Ventilation3,VDT104,352392,2024,Antony,PCTT Sud,Preventif,2.0,3064.5,2.0
1937,5718,Ventilation3,VPS202,352408,2024,Bicêtre,PCTT Sud,Preventif,2.0,17773.08,2.0
1938,5727,Ventilation3,VPE202,352434,2024,Thiais,PCTT Est,Preventif,1.0,9995.2,1.0
1939,5734,Ventilation3,VPE201,352458,2024,Champigny,PCTT Est,Preventif,1.0,5385.86,1.0
1940,5737,Ventilation3,VPT303,352460,2024,Champigny,PCTT Est,Preventif,18.0,8233.38,18.0
1941,5767,Vidéo,VI P 215,159484,2023,Taverny,PCTT Ouest,Preventif,3.0,2609.13,2.0
1942,5768,Vidéo,VI P 402,159488,2023,Nogent,PCTT Est,Preventif,2.0,1025.6,2.0
1943,5769,Vidéo,VI P 404,159492,2023,Bobigny-Lumen-Norton,PCTT Ouest,Preventif,3.0,1376.46,3.0
1944,5770,Vidéo,VI P 227,159494,2023,Saint Cloud,PCTT Ouest,Preventif,3.0,5929.86,3.0
1945,5788,Vidéo,VI P 116,159502,2023,Neuilly,PCTT Ouest,Preventif,1.0,2215.63,1.0
1946,5789,Vidéo,VI P 133,159504,2023,Sévines,PCTT Ouest,Preventif,1.0,2004.62,1.0
1947,5793,Vidéo,VI P 124,159514,2023,Bellerive,PCTT Ouest,Preventif,1.0,4853.29,1.0
1948,5799,Vidéo,VI P 412,159522,2023,Bellerive,PCTT Ouest,Preventif,2.0,809.66,2.0
1949,5800,Vidéo,VI P 400,159530,2023,Champigny,PCTT Est,Preventif,1.0,350.86,1.0
1950,5801,Vidéo,VI P 127,159534,2023,Saint Cloud,PCTT Ouest,Preventif,1.0,2637.65,1.0
1951,5802,Vidéo,VI P 212,159542,2023,La Courneuve,PCTT Ouest,Preventif,3.0,4269.51,3.0
1952,5809,Vidéo,VI P 140,159550,2023,Bicêtre,PCTT Sud,Preventif,3.0,8862.51,3.0
1953,5810,Vidéo,VI P 205,159554,2023,Nogent,PCTT Est,Preventif,3.0,13520.1,3.0
1954,5814,Vidéo,VI P 407,159558,2023,Taverny,PCTT Ouest,Preventif,1.0,107.95,1.0
1955,5815,Vidéo,VI P 138,159576,2023,Fresnes,PCTT Sud,Preventif,1.0,1793.6,1.0
1956,5816,Vidéo,VI P 137,159578,2023,Antony,PCTT Sud,Preventif,1.0,2004.62,1.0
1957,5817,Vidéo,VI P 401,159580,2023,Thiais,PCTT Est,Preventif,1.0,593.77,1.0
1958,5818,Vidéo,VI P 113,159586,2023,La Courneuve,PCTT Ouest,Preventif,1.0,2110.13,1.0
1959,5822,Vidéo,VI P 228,159594,2023,Ambroise PARE,PCTT Ouest,Preventif,3.0,7115.85,3.0
1960,5823,Vidéo,VI P 112,159598,2023,La Courneuve,PCTT Ouest,Preventif,1.0,1899.11,1.0
1961,5824,Vidéo,VI P 420,159600,2023,Bicêtre,PCTT Sud,Preventif,3.0,809.67,3.0
1962,5832,Vidéo,VI P 128,159614,2023,Ambroise PARE,PCTT Ouest,Preventif,1.0,3165.18,1.0
1963,5833,Vidéo,VI P 118,159616,2023,Nanterre / La Défense,PCTT Ouest,Preventif,1.0,4536.76,1.0
1964,5834,Vidéo,VI P 135,159622,2023,Chennevières,PCTT Ouest,Preventif,1.0,2215.63,1.0
1965,5835,Vidéo,VI P 109,159626,2023,Bobigny-Lumen-Norton,PCTT Ouest,Preventif,1.0,7174.42,1.0
1966,5836,Vidéo,VI P 408,159632,2023,Neuilly,PCTT Ouest,Preventif,2.0,215.9,2.0
1967,5837,Vidéo,VI P 203,159634,2023,Thiais,PCTT Est,Preventif,2.0,8855.26,2.0
1968,5838,Vidéo,VI P 414,159644,2023,Ambroise PARE,PCTT Ouest,Preventif,2.0,431.82,2.0
1969,5839,Vidéo,VI P 201,159646,2023,Champigny,PCTT Est,Preventif,2.0,5218.28,2.0
1970,5840,Vidéo,VI P 222,159648,2023,Nanterre / La Défense,PCTT Ouest,Preventif,3.0,25142.64,3.0
1971,5847,Vidéo,VI P 221,159654,2023,Nanterre / La Défense,PCTT Ouest,Preventif,3.0,8301.81,3.0
1972,5848,Vidéo,VI P 409,159660,2023,Nanterre / La Défense,PCTT Ouest,Preventif,2.0,593.76,2.0
1973,5850,Vidéo,VI P 236,159664,2023,Antony,PCTT Sud,Preventif,1.0,1185.97,1.0
1974,5855,Vidéo,VI P 115,159674,2023,Taverny,PCTT Ouest,Preventif,1.0,1160.57,1.0
1975,5856,Vidéo,VI P 226,159676,2023,Saint Cloud,PCTT Ouest,Preventif,3.0,6878.67,3.0
1976,5857,Vidéo,VI P 129,159680,2023,Ambroise PARE,PCTT Ouest,Preventif,1.0,2637.65,1.0
1977,5862,Vidéo,VI P 206,159698,2023,Landy,PCTT Ouest,Preventif,3.0,10673.76,3.0
1978,5863,Vidéo,VI P 132,159702,2023,Sévines,PCTT Ouest,Preventif,1.0,2004.62,1.0
1979,5869,Vidéo,VI P 122,159706,2023,Nanterre / La Défense,PCTT Ouest,Preventif,1.0,11183.65,1.0
1980,5873,Vidéo,VI P 111,159710,2023,Bobigny-Lumen-Norton,PCTT Ouest,Preventif,4.0,14348.84,4.0
1981,5874,Vidéo,VI P 141,159714,2023,Bicêtre,PCTT Sud,Preventif,2.0,5908.34,2.0
1982,5875,Vidéo,VI P 141,159714,2023,Italie,PCTT Sud,Preventif,1.0,2954.17,1.0
1983,5876,Vidéo,VI P 403,159716,2023,Landy,PCTT Ouest,Preventif,1.0,539.78,1.0
1984,5877,Vidéo,VI P 143,159720,2023,Orly,PCTT Sud,Preventif,3.0,5697.33,3.0
1985,5879,Vidéo,VI P 238,159734,2023,Fresnes,PCTT Sud,Preventif,1.0,1344.11,1.0
1986,5880,Vidéo,VI P 232,159736,2023,Sévines,PCTT Ouest,Preventif,3.0,4506.72,3.0
1987,5881,Vidéo,VI P 417,159740,2023,Chennevières,PCTT Ouest,Preventif,2.0,161.94,2.0
1988,5882,Vidéo,VI P 208,159742,2023,Bobigny-Lumen-Norton,PCTT Ouest,Preventif,3.0,16366.44,3.0
1989,5889,Vidéo,VI P 207,159750,2023,Landy,PCTT Ouest,Preventif,3.0,10673.76,3.0
1990,5890,Vidéo,VI P 422,159754,2023,Bicêtre,PCTT Sud,Preventif,9.0,93.69,9.0
1991,5891,Vidéo,VI P 220,159756,2023,Nanterre / La Défense,PCTT Ouest,Preventif,3.0,9013.41,3.0
1992,5892,Vidéo,VI P 410,159760,2023,Nanterre / La Défense,PCTT Ouest,Preventif,2.0,647.74,2.0
1993,5893,Vidéo,VI P 416,159762,2023,Sévines,PCTT Ouest,Preventif,2.0,215.9,2.0
1994,5902,Vidéo,VI P 233,159770,2023,Sévines,PCTT Ouest,Preventif,3.0,4506.72,3.0
1995,5903,Vidéo,VI P 421,159772,2023,Orly,PCTT Sud,Preventif,3.0,161.94,3.0
1996,5904,Vidéo,VI P 117,159782,2023,Neuilly,PCTT Ouest,Preventif,1.0,2215.63,1.0
1997,5905,Vidéo,VI P 106,159784,2023,Landy,PCTT Ouest,Preventif,1.0,4747.78,1.0
1998,5906,Vidéo,VI P 123,159786,2023,Nanterre / La Défense,PCTT Ouest,Preventif,1.0,13399.28,1.0
1999,5907,Vidéo,VI P 411,159788,2023,Nanterre / La Défense,PCTT Ouest,Preventif,2.0,2483.02,2.0
2000,5908,Vidéo,VI P 213,159792,2023,La Courneuve,PCTT Ouest,Preventif,3.0,4743.9,3.0
2001,5909,Vidéo,VI F 530,159794,2023,Nogent,PCTT Est,Preventif,4.0,745.48,4.0
2002,5910,Vidéo,VI P 217,159796,2023,Neuilly,PCTT Ouest,Preventif,3.0,4981.08,3.0
2003,5911,Vidéo,VI P 110,159800,2023,Bobigny-Lumen-Norton,PCTT Ouest,Preventif,4.0,11394.68,4.0
2006,5915,Vidéo,VI P 209,159808,2023,Bobigny-Lumen-Norton,PCTT Ouest,Preventif,3.0,16129.23,3.0
2007,5916,Vidéo,VI P 406,159810,2023,La Courneuve,PCTT Ouest,Preventif,1.0,80.97,1.0
2008,5917,Vidéo,VI P 229,159812,2023,Ambroise PARE,PCTT Ouest,Preventif,3.0,5929.86,3.0
2009,5918,Vidéo,VI P 214,159814,2023,Taverny,PCTT Ouest,Preventif,3.0,2846.34,2.0
2010,5919,Vidéo,VI P 108,159822,2023,Bobigny-Lumen-Norton,PCTT Ouest,Preventif,1.0,7279.93,1.0
2011,5921,Vidéo,VI P 139,159840,2023,Fresnes,PCTT Sud,Preventif,1.0,2954.17,1.0
2012,5922,Vidéo,VI P 101,159842,2023,Champigny,PCTT Est,Preventif,1.0,3481.71,1.0
2013,5923,Vidéo,VI P 102,159844,2023,Thiais,PCTT Est,Preventif,1.0,4958.79,1.0
2014,5924,Vidéo,VI P 204,159850,2023,Nogent,PCTT Est,Preventif,3.0,11859.75,2.0
2015,5925,Vidéo,VI F 508,159864,2023,Nogent,PCTT Est,Preventif,4.0,203.32,4.0
2016,5926,Vidéo,VI P 244,159866,2023,Bicêtre,PCTT Sud,Preventif,54.0,562.14,54.0
2017,5927,Vidéo,VI P 244,159866,2023,Italie,PCTT Sud,Preventif,9.0,93.69,9.0
2018,5928,Vidéo,VI P 239,159870,2023,Fresnes,PCTT Sud,Preventif,1.0,2213.82,1.0
2019,5929,Vidéo,VI P 142,159872,2023,Orly,PCTT Sud,Preventif,3.0,7912.95,3.0
2020,5931,Vidéo,VI P 119,159884,2023,Nanterre / La Défense,PCTT Ouest,Preventif,1.0,1793.6,1.0
2021,5932,Vidéo,VI P 219,159886,2023,Nanterre / La Défense,PCTT Ouest,Preventif,3.0,4032.33,3.0
2023,5943,Vidéo,VI P 234,159900,2023,Chennevières,PCTT Ouest,Preventif,3.0,2609.13,3.0
2024,5944,Vidéo,VI P 216,159904,2023,Neuilly,PCTT Ouest,Preventif,3.0,4981.08,3.0
2025,5945,Vidéo,VI P 225,159912,2023,Bellerive,PCTT Ouest,Preventif,3.0,9487.8,3.0
2026,5946,Vidéo,VI P 100,159914,2023,Champigny,PCTT Est,Preventif,1.0,3587.21,1.0
2027,5947,Vidéo,VI P 218,159920,2023,Nanterre / La Défense,PCTT Ouest,Preventif,3.0,10199.37,3.0
2028,5948,Vidéo,VI P 114,159922,2023,Taverny,PCTT Ouest,Preventif,1.0,1266.07,1.0
2029,5953,Vidéo,VI P 405,159926,2023,Bobigny-Lumen-Norton,PCTT Ouest,Preventif,1.0,107.95,1.0
2030,5954,Vidéo,VI P 413,159928,2023,Saint Cloud,PCTT Ouest,Preventif,2.0,701.72,2.0
2031,5955,Vidéo,VI P 235,159930,2023,Chennevières,PCTT Ouest,Preventif,3.0,4981.08,3.0
2032,5956,Vidéo,VI P 200,159932,2023,Champigny,PCTT Est,Preventif,2.0,5376.42,2.0
2033,5957,Vidéo,VI P 136,159936,2023,Antony,PCTT Sud,Preventif,1.0,1582.59,1.0
2034,5958,Vidéo,VI P 103,159938,2023,Thiais,PCTT Est,Preventif,1.0,5908.34,1.0
2035,5959,Vidéo,VI P 419,159940,2023,Fresnes,PCTT Sud,Preventif,1.0,53.98,1.0
2036,5960,Vidéo,VI P 237,159942,2023,Antony,PCTT Sud,Preventif,1.0,1502.24,1.0
2037,5961,Vidéo,VI P 223,159946,2023,Nanterre / La Défense,PCTT Ouest,Preventif,3.0,30123.75,3.0
2038,5962,Vidéo,VI P 224,159950,2023,Bellerive,PCTT Ouest,Preventif,3.0,10910.94,3.0
2039,5963,Vidéo,VI P 125,159954,2023,Bellerive,PCTT Ouest,Preventif,1.0,4220.25,1.0
2040,5964,Vidéo,VI P 120,159956,2023,Nanterre / La Défense,PCTT Ouest,Preventif,1.0,4009.23,1.0
2041,5965,Vidéo,VI P 418,159958,2023,Antony,PCTT Sud,Preventif,1.0,242.91,1.0
2042,5966,Vidéo,VI P 104,159960,2023,Nogent,PCTT Est,Preventif,1.0,5275.31,1.0
2043,5967,Vidéo,VI P 134,159962,2023,Chennevières,PCTT Ouest,Preventif,1.0,1160.57,1.0
2044,5968,Vidéo,VI P 126,159966,2023,Saint Cloud,PCTT Ouest,Preventif,1.0,3059.68,1.0
