mar_diminutif,prod_code,prod_id,com_bud_annee,lieu,unite,typeP,com_prod_quantite,com_prod_montant_ht,quantite_constate
AEV,AEPB11,248147,2023,Chennevières,PCTT Ouest,Preventif,2.0,1722.76,2.0
AEV,AEPB11,248147,2024,Chennevières,PCTT Ouest,Preventif,2.0,1762.38,2.0
AEV,AEF10,248149,2023,Antony,PCTT Sud,Curatif,2.0,8325.02,2.0
AEV,AEF10,248149,2023,Bicêtre,PCTT Sud,Curatif,1.0,4068.92,1.0
AEV,AEF10,248149,2023,Landy,PCTT Nord,Curatif,4.0,16650.04,4.0
AEV,AEF10,248149,2023,Nanterre / La Défense,PCTT Ouest,Curatif,3.0,12487.53,0.0
AEV,AEF10,248149,2023,PCTT,PCTT Sud,Fourniture,5.0,20812.55,5.0
AEV,AEF10,248149,2024,Landy,PCTT Nord,Curatif,1.0,4300.85,1.0
AEV,AEF10,248149,2024,Nogent,PCTT Est,Fourniture,2.0,8325.02,2.0
AEV,AEF10,248149,2024,PCTT,PCTT Est,Fourniture,4.0,16650.04,4.0
AEV,AEF10,248149,2024,PCTT,PCTT Sud,Fourniture,6.0,25805.1,0.0
AEV,AEF10,248149,2024,Saint Cloud,PCTT Ouest,Curatif,1.0,4300.85,1.0
AEV,AEF10,248149,2024,Taverny,PCTT Nord,Curatif,1.0,4300.85,1.0
AEV,AEC14,248151,2023,Nogent,PCTT Est,Curatif,1.0,131.04,1.0
AEV,AEC14,248151,2023,Saint Cloud,PCTT Ouest,Curatif,2.0,262.08,2.0
AEV,AEC14,248151,2024,Boissy-Saint-Léger,PCTT Est,Curatif,23.0,3013.92,23.0
AEV,AEC14,248151,2024,Nogent,PCTT Est,Curatif,6.0,799.29,6.0
AEV,AEC14,248151,2024,Saint Cloud,PCTT Ouest,Curatif,1.0,131.04,1.0
AEV,AEF11,248157,2024,Bobigny-Lumen-Norton,PCTT Nord,Curatif,1.0,4162.51,1.0
AEV,AEF11,248157,2024,Nanterre / La Défense,PCTT Ouest,Curatif,2.0,8601.7,2.0
AEV,AEF11,248157,2024,Saint Cloud,PCTT Ouest,Curatif,1.0,4162.51,1.0
AEV,AEFN11,248159,2023,Bobigny-Lumen-Norton,PCTT Nord,Preventif,4.0,1453.8,4.0
AEV,AEFN11,248159,2024,Bobigny-Lumen-Norton,PCTT Nord,Preventif,4.0,1511.96,4.0
AEV,AEPN22,248161,2023,La Courneuve,PCTT Nord,Preventif,2.0,1481.56,2.0
AEV,AEPN22,248161,2024,La Courneuve,PCTT Nord,Preventif,2.0,1515.64,2.0
AEV,AEC28,248163,2024,Nanterre / La Défense,PCTT Ouest,Curatif,1.0,265.77,0.0
AEV,AEF07,248167,2023,Nanterre / La Défense,PCTT Ouest,Curatif,1.0,275.69,1.0
AEV,AEF07,248167,2024,Bicêtre,PCTT Sud,Curatif,1.0,284.85,1.0
AEV,AEF07,248167,2024,Landy,PCTT Nord,Curatif,1.0,275.69,1.0
AEV,AEF07,248167,2024,PCTT,PCTT Sud,Fourniture,9.0,2563.65,0.0
AEV,AEPN23,248171,2023,Landy,PCTT Nord,Preventif,2.0,6383.08,2.0
AEV,AEPN23,248171,2024,Landy,PCTT Nord,Preventif,2.0,6529.9,2.0
AEV,AEC18,248173,2023,Antony,PCTT Sud,Curatif,3.0,776.16,3.0
AEV,AEC18,248173,2023,Bicêtre,PCTT Sud,Curatif,1.0,252.9,1.0
AEV,AEC18,248173,2023,Landy,PCTT Nord,Curatif,8.0,2069.76,8.0
AEV,AEC18,248173,2023,Landy,PCTT Ouest,Curatif,2.0,505.8,2.0
AEV,AEC18,248173,2023,Nanterre / La Défense,PCTT Ouest,Curatif,3.0,776.16,0.0
AEV,AEC18,248173,2024,Antony,PCTT Sud,Curatif,3.0,801.96,3.0
AEV,AEC18,248173,2024,Bobigny-Lumen-Norton,PCTT Nord,Curatif,1.0,258.72,1.0
AEV,AEC18,248173,2024,Landy,PCTT Nord,Curatif,1.0,267.32,1.0
AEV,AEC18,248173,2024,Nanterre / La Défense,PCTT Ouest,Curatif,2.0,534.64,2.0
AEV,AEC18,248173,2024,Nogent,PCTT Est,Curatif,1.0,258.72,1.0
AEV,AEC18,248173,2024,Nogent,PCTT Est,Fourniture,1.0,258.72,1.0
AEV,AEC18,248173,2024,Saint Cloud,PCTT Ouest,Curatif,1.0,267.32,1.0
AEV,AEC18,248173,2024,Taverny,PCTT Nord,Curatif,1.0,267.32,1.0
AEV,AEC18,248173,2024,Thiais,PCTT Est,Curatif,1.0,267.32,1.0
AEV,AEF25,248175,2023,Bicêtre,PCTT Sud,Curatif,0.17,961.5,0.17
AEV,AEF25,248175,2023,Bobigny-Lumen-Norton,PCTT Nord,Curatif,2.02,11687.7,2.02
AEV,AEF25,248175,2023,Bobigny-Lumen-Norton,PCTT Nord,Fourniture,1.0,5785.99,1.0
AEV,AEF25,248175,2023,La Courneuve,PCTT Nord,Curatif,1.17,6769.61,1.17
AEV,AEF25,248175,2023,Nanterre / La Défense,PCTT Ouest,Curatif,1.68,9590.38,1.68
AEV,AEF25,248175,2023,Orly,PCTT Sud,Curatif,0.17,983.62,0.17
AEV,AEF25,248175,2023,PCTT,PCTT Sud,Fourniture,3.0,17357.97,3.0
AEV,AEF25,248175,2023,Saint Cloud,PCTT Ouest,Curatif,1.0,5785.99,1.0
AEV,AEF25,248175,2024,Bobigny-Lumen-Norton,PCTT Nord,Curatif,1.0,5785.99,1.0
AEV,AEF25,248175,2024,PCTT,PCTT Est,Fourniture,2.0,11571.98,2.0
AEV,AEF25,248175,2024,PCTT,PCTT Sud,Fourniture,4.0,23913.16,0.0
AEV,AEPO16,248177,2023,Neuilly,PCTT Ouest,Preventif,2.0,1951.2,2.0
AEV,AEPO16,248177,2024,Neuilly,PCTT Ouest,Preventif,4.0,3992.16,2.0
AEV,AEC99,248179,2023,Ambroise PARE,PCTT Ouest,Curatif,4.0,2282.08,0.0
AEV,AEC99,248179,2023,Antony,PCTT Sud,Curatif,2.0,1141.04,2.0
AEV,AEC99,248179,2023,Bellerive,PCTT Ouest,Curatif,10.0,5705.2,7.0
AEV,AEC99,248179,2023,Bicêtre,PCTT Sud,Curatif,10.0,5602.56,10.0
AEV,AEC99,248179,2023,Bobigny-Lumen-Norton,PCTT Nord,Curatif,5.0,2852.6,5.0
AEV,AEC99,248179,2023,Bobigny-Lumen-Norton,PCTT Ouest,Curatif,1.0,557.69,1.0
AEV,AEC99,248179,2023,Fresnes,PCTT Sud,Curatif,2.0,1141.04,2.0
AEV,AEC99,248179,2023,La Courneuve,PCTT Nord,Curatif,1.0,570.52,1.0
AEV,AEC99,248179,2023,Landy,PCTT Nord,Curatif,7.0,3993.64,7.0
AEV,AEC99,248179,2023,Landy,PCTT Ouest,Curatif,1.0,557.69,1.0
AEV,AEC99,248179,2023,Nanterre / La Défense,PCTT Ouest,Curatif,16.0,9115.49,15.0
AEV,AEC99,248179,2023,Nogent,PCTT Est,Curatif,6.0,3423.12,6.0
AEV,AEC99,248179,2023,PCTT,PCTT Ouest,Curatif,52.0,28999.88,52.0
AEV,AEC99,248179,2023,Saint Cloud,PCTT Ouest,Curatif,3.0,1698.73,1.0
AEV,AEC99,248179,2023,Taverny,PCTT Ouest,Curatif,1.0,557.69,1.0
AEV,AEC99,248179,2023,Thiais,PCTT Est,Curatif,3.0,1673.07,3.0
AEV,AEC99,248179,2024,Antony,PCTT Sud,Curatif,5.0,2890.52,5.0
AEV,AEC99,248179,2024,Bicêtre,PCTT Sud,Curatif,11.0,6484.28,10.0
AEV,AEC99,248179,2024,Bobigny-Lumen-Norton,PCTT Nord,Curatif,21.0,11980.92,21.0
AEV,AEC99,248179,2024,Fresnes,PCTT Sud,Curatif,1.0,570.52,1.0
AEV,AEC99,248179,2024,Italie,PCTT Sud,Curatif,4.0,2357.92,4.0
AEV,AEC99,248179,2024,La Courneuve,PCTT Nord,Curatif,2.0,1178.96,2.0
AEV,AEC99,248179,2024,Landy,PCTT Nord,Curatif,9.0,5134.68,9.0
AEV,AEC99,248179,2024,Nanterre / La Défense,PCTT Ouest,Curatif,7.0,4126.36,5.0
AEV,AEC99,248179,2024,Taverny,PCTT Nord,Curatif,1.0,589.48,1.0
AEV,AEC26,248181,2023,Landy,PCTT Ouest,Curatif,3.0,754.32,2.0
AEV,AEC26,248181,2024,Antony,PCTT Sud,Curatif,1.0,257.22,1.0
AEV,AEC26,248181,2024,Bobigny-Lumen-Norton,PCTT Nord,Curatif,1.0,257.22,1.0
AEV,AEC26,248181,2024,Champigny,PCTT Est,Curatif,2.0,522.99,2.0
AEV,AEC26,248181,2024,Fresnes,PCTT Sud,Curatif,1.0,257.22,1.0
AEV,AEC24,248183,2023,Antony,PCTT Sud,Curatif,2.0,279.58,2.0
AEV,AEC24,248183,2023,Nanterre / La Défense,PCTT Ouest,Curatif,1.0,136.65,1.0
AEV,AEC24,248183,2024,Fresnes,PCTT Sud,Curatif,2.0,279.58,2.0
AEV,AEC24,248183,2024,Nanterre / La Défense,PCTT Ouest,Curatif,2.0,288.88,0.0
AEV,AEC17,248189,2024,Bicêtre,PCTT Sud,Curatif,2.0,534.64,2.0
AEV,AEF19,248191,2023,Bobigny-Lumen-Norton,PCTT Nord,Curatif,7.0,25810.05,7.0
AEV,AEF19,248191,2023,Bobigny-Lumen-Norton,PCTT Ouest,Curatif,2.0,7208.5,2.0
AEV,AEF19,248191,2023,Landy,PCTT Nord,Curatif,1.0,3687.15,1.0
AEV,AEF19,248191,2023,Landy,PCTT Ouest,Curatif,1.0,3604.25,1.0
AEV,AEF19,248191,2023,Nanterre / La Défense,PCTT Ouest,Curatif,2.0,7374.3,2.0
AEV,AEF19,248191,2023,Nogent,PCTT Est,Curatif,1.0,3687.15,1.0
AEV,AEF19,248191,2023,Saint Cloud,PCTT Ouest,Curatif,2.0,7374.3,2.0
AEV,AEF19,248191,2023,Thiais,PCTT Est,Curatif,1.0,3687.15,1.0
AEV,AEF19,248191,2024,Bellerive,PCTT Ouest,Curatif,3.0,11306.53,3.0
AEV,AEF19,248191,2024,Bobigny-Lumen-Norton,PCTT Nord,Curatif,5.0,18435.75,5.0
AEV,AEF19,248191,2024,Nanterre / La Défense,PCTT Ouest,Curatif,2.0,7496.84,2.0
AEV,AEF19,248191,2024,PCTT,PCTT Est,Fourniture,8.0,29497.2,8.0
AEV,AEF19,248191,2024,PCTT,PCTT Sud,Fourniture,3.0,11429.07,0.0
AEV,AEF19,248191,2024,Saint Cloud,PCTT Ouest,Curatif,5.0,18435.75,5.0
AEV,AEF19,248191,2024,Sévines,PCTT Ouest,Curatif,1.0,3687.15,1.0
AEV,AEC21,248193,2023,Bicêtre,PCTT Sud,Curatif,8.0,1596.18,7.99
AEV,AEC21,248193,2023,Bobigny-Lumen-Norton,PCTT Nord,Curatif,23.0,4681.19,23.0
AEV,AEC21,248193,2023,La Courneuve,PCTT Nord,Curatif,5.0,1017.65,5.0
AEV,AEC21,248193,2023,Landy,PCTT Ouest,Curatif,6.0,1193.7,6.0
AEV,AEC21,248193,2023,Nanterre / La Défense,PCTT Ouest,Curatif,18.0,3599.42,18.0
AEV,AEC21,248193,2023,Nogent,PCTT Est,Curatif,2.0,407.06,2.0
AEV,AEC21,248193,2023,Orly,PCTT Sud,Curatif,1.0,203.53,1.0
AEV,AEC21,248193,2023,Saint Cloud,PCTT Ouest,Curatif,4.0,814.12,4.0
AEV,AEC21,248193,2023,Taverny,PCTT Nord,Curatif,2.0,407.06,2.0
AEV,AEC21,248193,2023,Thiais,PCTT Est,Curatif,1.0,198.95,1.0
AEV,AEC21,248193,2024,Ambroise PARE,PCTT Ouest,Curatif,1.0,203.53,1.0
AEV,AEC21,248193,2024,Antony,PCTT Sud,Curatif,6.0,1261.74,6.0
AEV,AEC21,248193,2024,Antony,PCTT Sud,Evolutif,5.0,1051.45,5.0
AEV,AEC21,248193,2024,Bobigny-Lumen-Norton,PCTT Nord,Curatif,6.0,1221.18,6.0
AEV,AEC21,248193,2024,Champigny,PCTT Est,Curatif,1.0,203.53,1.0
AEV,AEC21,248193,2024,Fresnes,PCTT Sud,Curatif,3.0,630.87,3.0
AEV,AEC21,248193,2024,Nogent,PCTT Est,Curatif,15.0,3093.51,15.0
AEV,AEPE22,248195,2023,Champigny,PCTT Est,Preventif,2.0,4445.34,2.0
AEV,AEPE22,248195,2024,Champigny,PCTT Est,Preventif,2.0,4445.34,2.0
AEV,AEPS23,248199,2023,Fresnes,PCTT Sud,Preventif,2.0,1369.28,2.0
AEV,AEPS23,248199,2024,Fresnes,PCTT Sud,Preventif,4.0,2829.6,4.0
AEV,AEF32,248201,2023,Landy,PCTT Ouest,Curatif,4.0,9528.52,4.0
AEV,AEF32,248201,2023,Nogent,PCTT Est,Fourniture,6.1,14865.21,6.1
AEV,AEF32,248201,2023,PCTT,PCTT Sud,Fourniture,2.0,4873.84,2.0
AEV,AEF32,248201,2023,Taverny,PCTT Nord,Curatif,1.0,2436.92,1.0
AEV,AEF32,248201,2024,Champigny,PCTT Est,Curatif,1.0,2436.92,1.0
AEV,AEF32,248201,2024,PCTT,PCTT Sud,Fourniture,4.0,10071.64,0.0
AEV,AEC20,248203,2023,Bicêtre,PCTT Sud,Curatif,8.0,1113.72,8.0
AEV,AEC20,248203,2023,Bobigny-Lumen-Norton,PCTT Nord,Curatif,2.0,281.6,2.0
AEV,AEC20,248203,2023,Bobigny-Lumen-Norton,PCTT Ouest,Curatif,2.0,275.26,2.0
AEV,AEC20,248203,2023,La Courneuve,PCTT Nord,Curatif,2.0,281.6,2.0
AEV,AEC20,248203,2023,Nanterre / La Défense,PCTT Ouest,Curatif,2.0,275.26,2.0
AEV,AEC20,248203,2024,Ambroise PARE,PCTT Ouest,Curatif,12.0,1689.6,12.0
AEV,AEC20,248203,2024,Antony,PCTT Sud,Curatif,3.0,436.41,3.0
AEV,AEFO11,248205,2023,Nanterre / La Défense,PCTT Ouest,Preventif,1.0,2314.88,1.0
AEV,AEFO11,248205,2024,Nanterre / La Défense,PCTT Ouest,Preventif,2.0,4736.24,1.0
AEV,AEV06,248207,2023,Ambroise PARE,PCTT Ouest,Curatif,2282.08,2282.08,0.0
AEV,AEV06,248207,2023,Bellerive,PCTT Ouest,Curatif,5705.2,5705.2,3993.64
AEV,AEV06,248207,2023,Bobigny-Lumen-Norton,PCTT Ouest,Curatif,2064.4,2064.4,2064.4
AEV,AEV06,248207,2023,Landy,PCTT Ouest,Curatif,1453.68,1453.68,1453.68
AEV,AEV06,248207,2023,Nanterre / La Défense,PCTT Ouest,Curatif,4377.01,4377.01,4377.01
AEV,AEV06,248207,2023,Nogent,PCTT Est,Curatif,881.4,881.4,881.4
AEV,AEV06,248207,2023,Saint Cloud,PCTT Ouest,Curatif,2641.76,2641.76,1500.72
AEV,AEV06,248207,2023,Thiais,PCTT Est,Curatif,568.8,568.8,568.8
AEV,AEV06,248207,2024,Ambroise PARE,PCTT Ouest,Curatif,1893.13,1893.13,1893.13
AEV,AEV06,248207,2024,Antony,PCTT Sud,Curatif,7922.7,7922.7,7922.7
AEV,AEV06,248207,2024,Antony,PCTT Sud,Evolutif,1317.22,1317.22,1317.22
AEV,AEV06,248207,2024,Bellerive,PCTT Ouest,Curatif,650.9,650.9,650.9
AEV,AEV06,248207,2024,Champigny,PCTT Est,Curatif,726.52,726.52,726.52
AEV,AEV06,248207,2024,Fresnes,PCTT Sud,Curatif,1950.45,1950.45,1950.45
AEV,AEV06,248207,2024,La Courneuve,PCTT Nord,Curatif,1178.0,1178.0,1178.0
AEV,AEV06,248207,2024,Landy,PCTT Nord,Curatif,258.0,258.0,258.0
AEV,AEV06,248207,2024,Nanterre / La Défense,PCTT Ouest,Curatif,6193.86,6193.86,4460.25
AEV,AEV06,248207,2024,Nogent,PCTT Est,Curatif,1069.51,1069.51,1069.51
AEV,AEV06,248207,2024,Nogent,PCTT Est,Fourniture,258.72,258.72,258.72
AEV,AEV06,248207,2024,Saint Cloud,PCTT Ouest,Curatif,2003.1,2003.1,2003.1
AEV,AEV06,248207,2024,Sévines,PCTT Ouest,Curatif,347.65,347.65,347.65
AEV,AEV06,248207,2024,Taverny,PCTT Nord,Curatif,856.0,856.0,856.0
AEV,AEV06,248207,2024,Thiais,PCTT Est,Curatif,486.64,486.64,486.64
AEV,AEC22,248209,2023,Bicêtre,PCTT Sud,Curatif,1.0,257.22,1.0
AEV,AEC22,248209,2023,Landy,PCTT Ouest,Curatif,2.0,502.88,2.0
AEV,AEC22,248209,2023,Taverny,PCTT Nord,Curatif,1.0,257.22,1.0
AEV,AEC22,248209,2024,Antony,PCTT Sud,Evolutif,1.0,265.77,1.0
AEV,AEF01,248215,2023,Bicêtre,PCTT Sud,Curatif,2.0,3952.62,2.0
AEV,AEF01,248215,2023,Landy,PCTT Ouest,Curatif,1.0,1931.88,0.0
AEV,AEF01,248215,2023,PCTT,PCTT Sud,Fourniture,3.0,5928.93,3.0
AEV,AEF01,248215,2024,Bobigny-Lumen-Norton,PCTT Nord,Curatif,1.0,1976.31,1.0
AEV,AEF01,248215,2024,PCTT,PCTT Est,Fourniture,10.0,20420.0,10.0
AEV,AEF01,248215,2024,PCTT,PCTT Sud,Fourniture,5.0,10210.0,0.0
AEV,AEC29,248217,2024,Nanterre / La Défense,PCTT Ouest,Curatif,1.0,265.77,1.0
AEV,AEPB12,248219,2024,Fontenay le Fleury,PCTT Ouest,Preventif,2.0,1485.0,1.0
AEV,AEC11,248221,2023,Antony,PCTT Sud,Curatif,1.0,225.5,1.0
AEV,AEC11,248221,2023,Bobigny-Lumen-Norton,PCTT Nord,Curatif,2.0,451.0,2.0
AEV,AEC11,248221,2023,Thiais,PCTT Est,Curatif,1.0,225.5,1.0
AEV,AEC11,248221,2024,Bobigny-Lumen-Norton,PCTT Nord,Curatif,1.0,225.5,1.0
AEV,AEF18,248223,2023,Bobigny-Lumen-Norton,PCTT Nord,Curatif,2.0,186.06,2.0
AEV,AEF18,248223,2023,Bobigny-Lumen-Norton,PCTT Ouest,Curatif,2.0,181.88,2.0
AEV,AEF18,248223,2023,La Courneuve,PCTT Nord,Curatif,2.0,186.06,2.0
AEV,AEF18,248223,2023,Nanterre / La Défense,PCTT Ouest,Curatif,1.0,90.94,1.0
AEV,AEF18,248223,2024,Ambroise PARE,PCTT Ouest,Curatif,6.0,558.18,6.0
AEV,AEF18,248223,2024,Saint Cloud,PCTT Ouest,Curatif,4.0,372.12,4.0
AEV,AEF08,248225,2023,Nogent,PCTT Est,Fourniture,5.0,1219.6,5.0
AEV,AEF08,248225,2023,PCTT,PCTT Sud,Fourniture,4.0,975.68,4.0
AEV,AEF08,248225,2024,PCTT,PCTT Sud,Fourniture,3.0,756.09,0.0
AEV,AEF21,248229,2024,Bicêtre,PCTT Sud,Curatif,3.0,1624.68,3.0
AEV,AEF21,248229,2024,Nanterre / La Défense,PCTT Ouest,Curatif,1.0,541.56,1.0
AEV,AEPS21,248231,2023,Antony,PCTT Sud,Preventif,2.0,3133.92,2.0
AEV,AEPS21,248231,2024,Antony,PCTT Sud,Preventif,4.0,6476.16,4.0
AEV,AEPO11,248233,2023,Nanterre / La Défense,PCTT Ouest,Preventif,1.0,8798.61,1.0
AEV,AEPO11,248233,2024,Nanterre / La Défense,PCTT Ouest,Preventif,2.0,18001.96,1.0
AEV,AEFB10,248235,2023,Ambroise PARE,PCTT Ouest,Preventif,2.0,1407.4,2.0
AEV,AEFB10,248235,2024,Ambroise PARE,PCTT Ouest,Preventif,2.0,1439.78,2.0
AEV,AEPS24,248237,2023,Bicêtre,PCTT Sud,Preventif,6.0,4295.0,6.0
AEV,AEPS24,248237,2024,Bicêtre,PCTT Sud,Preventif,6.0,4423.32,6.0
AEV,AEF29,248239,2024,Nanterre / La Défense,PCTT Ouest,Curatif,1.0,29.31,0.0
AEV,AEPE24,248241,2023,Nogent,PCTT Est,Preventif,2.0,5428.82,2.0
AEV,AEPE24,248241,2024,Nogent,PCTT Est,Preventif,2.0,5553.68,1.71
AEV,AEPN20,248243,2023,Bobigny-Lumen-Norton,PCTT Nord,Preventif,2.0,7893.46,2.0
AEV,AEPN20,248243,2024,Bobigny-Lumen-Norton,PCTT Nord,Preventif,2.0,8075.0,2.0
AEV,AEFO12,248245,2023,Nanterre / La Défense,PCTT Ouest,Preventif,1.0,649.91,1.0
AEV,AEFO12,248245,2024,Nanterre / La Défense,PCTT Ouest,Preventif,2.0,1329.72,1.0
AEV,AEF20,248253,2023,Bobigny-Lumen-Norton,PCTT Nord,Curatif,1.0,4430.25,1.0
AEV,AEF20,248253,2023,Thiais,PCTT Est,Curatif,1.0,4430.25,1.0
AEV,AEF20,248253,2024,Bobigny-Lumen-Norton,PCTT Nord,Curatif,1.0,4430.25,1.0
AEV,AEF20,248253,2024,PCTT,PCTT Est,Fourniture,2.0,8860.5,2.0
AEV,AEPE26,248257,2023,Boissy-Saint-Léger,PCTT Est,Preventif,4.0,4033.62,4.0
AEV,AEPE26,248257,2024,Boissy-Saint-Léger,PCTT Est,Preventif,2.0,2039.74,2.0
AEV,AEC15,248259,2023,Antony,PCTT Sud,Curatif,3.0,393.12,3.0
AEV,AEC15,248259,2023,Nanterre / La Défense,PCTT Ouest,Curatif,1.0,131.04,1.0
AEV,AEC15,248259,2024,Antony,PCTT Sud,Curatif,4.0,532.86,4.0
AEV,AEC15,248259,2024,Bicêtre,PCTT Sud,Curatif,1.0,135.39,1.0
AEV,AEC15,248259,2024,Landy,PCTT Nord,Curatif,1.0,131.04,1.0
AEV,AEFB14,248265,2023,Bellerive,PCTT Ouest,Preventif,2.0,1435.92,2.0
AEV,AEFB14,248265,2024,Bellerive,PCTT Ouest,Preventif,2.0,1468.94,2.0
AEV,AEF02,248267,2024,Nanterre / La Défense,PCTT Ouest,Curatif,1.0,482.95,1.0
AEV,AEC13,248269,2023,Nogent,PCTT Est,Curatif,1.0,131.04,1.0
AEV,AEC13,248269,2023,PCTT,PCTT Sud,Evolutif,24.0,3144.96,24.0
AEV,AEC13,248269,2023,Thiais,PCTT Est,Curatif,1.0,131.04,1.0
AEV,AEC13,248269,2024,Sévines,PCTT Ouest,Curatif,1.0,135.39,1.0
AEV,AEFO10,248275,2023,Nanterre / La Défense,PCTT Ouest,Preventif,1.0,1917.59,0.0
AEV,AEFO10,248275,2024,Nanterre / La Défense,PCTT Ouest,Preventif,2.0,3923.38,2.0
AEV,AEPS20,248279,2023,Bicêtre,PCTT Sud,Preventif,6.0,11672.1,6.0
AEV,AEPS20,248279,2024,Bicêtre,PCTT Sud,Preventif,6.0,12020.8,6.0
AEV,AEPN21,248281,2023,Bobigny-Lumen-Norton,PCTT Nord,Preventif,2.0,1481.56,2.0
AEV,AEPN21,248281,2024,Bobigny-Lumen-Norton,PCTT Nord,Preventif,2.0,1515.64,2.0
AEV,AEV02,248283,2023,Tous tunnels,PCTT Sud,Prestations intellectuelles,1.0,9900.08,0.5
AEV,AEV02,248283,2024,Tous tunnels,UPMM,Prestations intellectuelles,1.0,10229.12,0.5
AEV,AEF24,248285,2023,Nanterre / La Défense,PCTT Ouest,Curatif,2.0,175.22,2.0
AEV,AEF24,248285,2023,Nogent,PCTT Est,Curatif,2.0,179.26,2.0
AEV,AEF24,248285,2023,Saint Cloud,PCTT Ouest,Curatif,2.0,179.26,2.0
AEV,AEF24,248285,2024,Boissy-Saint-Léger,PCTT Est,Curatif,14.0,1254.82,14.0
AEV,AEF24,248285,2024,Nogent,PCTT Est,Curatif,5.386,495.8,5.386
AEV,AEF24,248285,2024,Saint Cloud,PCTT Ouest,Curatif,1.0,89.63,1.0
AEV,AEV07,248287,2023,Thiais,PCTT Est,Curatif,198.95,198.95,198.95
AEV,AEFB11,248289,2023,Chennevières,PCTT Ouest,Preventif,2.0,647.84,2.0
AEV,AEFB11,248289,2024,Chennevières,PCTT Ouest,Preventif,2.0,662.74,0.0
AEV,AEC10,248291,2023,Antony,PCTT Sud,Curatif,3.0,636.78,3.0
AEV,AEC10,248291,2023,Bobigny-Lumen-Norton,PCTT Nord,Curatif,8.0,1698.08,8.0
AEV,AEC10,248291,2023,Bobigny-Lumen-Norton,PCTT Ouest,Curatif,2.0,414.98,2.0
AEV,AEC10,248291,2023,Fresnes,PCTT Sud,Curatif,1.0,212.26,1.0
AEV,AEC10,248291,2023,Landy,PCTT Nord,Curatif,1.0,212.26,1.0
AEV,AEC10,248291,2023,Landy,PCTT Ouest,Curatif,1.0,207.49,1.0
AEV,AEC10,248291,2023,Nanterre / La Défense,PCTT Ouest,Curatif,4.0,839.5,4.0
AEV,AEC10,248291,2023,Nogent,PCTT Est,Curatif,1.0,212.26,1.0
AEV,AEC10,248291,2023,Saint Cloud,PCTT Ouest,Curatif,2.0,424.52,2.0
AEV,AEC10,248291,2023,Thiais,PCTT Est,Curatif,1.0,212.26,1.0
AEV,AEC10,248291,2024,Antony,PCTT Sud,Curatif,7.0,1492.88,7.0
AEV,AEC10,248291,2024,Bellerive,PCTT Ouest,Curatif,3.0,650.9,3.0
AEV,AEC10,248291,2024,Bobigny-Lumen-Norton,PCTT Nord,Curatif,5.0,1061.3,5.0
AEV,AEC10,248291,2024,Fresnes,PCTT Sud,Curatif,1.0,212.26,1.0
AEV,AEC10,248291,2024,Italie,PCTT Sud,Curatif,2.0,438.64,2.0
AEV,AEC10,248291,2024,Nanterre / La Défense,PCTT Ouest,Curatif,2.0,431.58,2.0
AEV,AEC10,248291,2024,Nogent,PCTT Est,Curatif,4.0,870.22,4.0
AEV,AEC10,248291,2024,Saint Cloud,PCTT Ouest,Curatif,5.0,1061.3,5.0
AEV,AEC10,248291,2024,Sévines,PCTT Ouest,Curatif,1.0,212.26,1.0
AEV,AEC10,248291,2024,Thiais,PCTT Est,Curatif,1.0,219.32,1.0
AEV,AEC19,248295,2024,Antony,PCTT Sud,Curatif,1.0,140.8,1.0
AEV,AEC19,248295,2024,Nanterre / La Défense,PCTT Ouest,Curatif,1.0,145.47,1.0
AEV,AEFO13,248297,2023,Nanterre / La Défense,PCTT Ouest,Preventif,1.0,1058.21,1.0
AEV,AEFO13,248297,2024,Nanterre / La Défense,PCTT Ouest,Preventif,2.0,2165.1,1.0
AEV,AEPN24,248301,2023,Taverny,PCTT Nord,Preventif,2.0,1737.72,2.0
AEV,AEPN24,248301,2024,Taverny,PCTT Nord,Preventif,2.0,1777.68,2.0
AEV,AEFO14,248303,2023,Sévines,PCTT Ouest,Preventif,2.0,755.42,2.0
AEV,AEFO14,248303,2024,Sévines,PCTT Ouest,Preventif,4.0,1545.6,2.0
AEV,AEPB10,248305,2023,Ambroise PARE,PCTT Ouest,Preventif,2.0,4118.06,2.0
AEV,AEPB10,248305,2024,Ambroise PARE,PCTT Ouest,Preventif,2.0,4212.78,2.0
AEV,AEFB13,248307,2023,Saint Cloud,PCTT Ouest,Preventif,2.0,1464.44,2.0
AEV,AEFB13,248307,2024,Saint Cloud,PCTT Ouest,Preventif,2.0,1498.12,2.0
AEV,AEFN12,248311,2023,La Courneuve,PCTT Nord,Preventif,4.0,1453.8,4.0
AEV,AEFN12,248311,2024,La Courneuve,PCTT Nord,Preventif,2.0,768.34,2.0
AEV,AEPO13,248313,2023,Nanterre / La Défense,PCTT Ouest,Preventif,1.0,3326.0,1.0
AEV,AEPO13,248313,2024,Nanterre / La Défense,PCTT Ouest,Preventif,2.0,6805.0,1.0
AEV,AEFB12,248315,2024,Fontenay le Fleury,PCTT Ouest,Preventif,2.0,743.62,2.0
AEV,AEFO16,248319,2023,Neuilly,PCTT Ouest,Preventif,2.0,863.0,0.0
AEV,AEFO16,248319,2024,Neuilly,PCTT Ouest,Preventif,4.0,1765.68,2.0
AEV,AEPS22,248323,2023,Orly,PCTT Sud,Preventif,6.0,4467.22,6.0
