mar_diminutif,prod_code,prod_id,com_bud_annee,lieu,unite,typeP,com_prod_quantite,com_prod_montant_ht,quantite_constate
Detection3,DEP005,334214,2024,Bellerive,PCTT Ouest,Preventif,8.0,40256.0,6.0
Detection3,DEP014,334218,2024,Nogent,PCTT Est,Preventif,8.0,41312.0,8.0
Detection3,DEF108,334220,2024,PCTT,PCTT Nord,Preventif,12.0,13164.0,12.0
Detection3,DEC200,334222,2024,Bicêtre,PCTT Sud,Curatif,26.0,598.0,26.0
Detection3,DEC200,334222,2024,Bobigny-Lumen-Norton,PCTT Nord,Preventif,16.0,368.0,16.0
Detection3,DEC200,334222,2024,La Courneuve,PCTT Nord,Preventif,1.0,23.0,1.0
Detection3,DEC200,334222,2024,Landy,PCTT Nord,Preventif,17.0,391.0,17.0
Detection3,DEC200,334222,2024,PCTT,PCTT Nord,Preventif,1.0,23.0,1.0
Detection3,DEC200,334222,2024,SIRIUS,PCTT Nord,Preventif,2.0,46.0,2.0
Detection3,DEC002,334224,2024,Bellerive,PCTT Ouest,Curatif,1.0,86.0,1.0
Detection3,DEC002,334224,2024,Bicêtre,PCTT Sud,Curatif,3.0,258.0,3.0
Detection3,DEC002,334224,2024,Bobigny-Lumen-Norton,PCTT Nord,Curatif,3.0,258.0,3.0
Detection3,DEC002,334224,2024,Landy,PCTT Nord,Curatif,2.0,172.0,2.0
Detection3,DEC002,334224,2024,Nogent,PCTT Est,Curatif,4.0,344.0,4.0
Detection3,DEC002,334224,2024,PCTT,PCTT Nord,Preventif,68.0,5848.0,68.0
Detection3,DEC002,334224,2024,Sévines,PCTT Ouest,Curatif,1.0,86.0,1.0
Detection3,DEF501,334226,2024,Antony,PCTT Sud,Fourniture,2.0,190.0,2.0
Detection3,DEF501,334226,2024,PCTT,PCTT Nord,Fourniture,2.0,190.0,2.0
Detection3,DEF504,334228,2024,Antony,PCTT Sud,Fourniture,7.0,539.0,7.0
Detection3,DEF504,334228,2024,Fresnes,PCTT Sud,Fourniture,3.0,231.0,3.0
Detection3,DEF504,334228,2024,PCTT,PCTT Nord,Fourniture,2.0,154.0,2.0
Detection3,DEP016,334238,2024,Thiais,PCTT Est,Preventif,8.0,47312.0,8.0
Detection3,DEP007,334240,2024,Nanterre / La Défense,PCTT Ouest,Preventif,4.0,15532.0,4.0
Detection3,DED107,334242,2024,Antony,PCTT Sud,Curatif,5.5,3069.0,5.5
Detection3,DED107,334242,2024,Bicêtre,PCTT Sud,Curatif,4.0,2232.0,4.0
Detection3,DED107,334242,2024,Champigny,PCTT Est,Curatif,1.0,558.0,0.0
Detection3,DED107,334242,2024,Italie,PCTT Sud,Curatif,2.0,1116.0,2.0
Detection3,DED107,334242,2024,Nanterre / La Défense,PCTT Ouest,Curatif,2.0,1116.0,2.0
Detection3,DED107,334242,2024,Nogent,PCTT Est,Curatif,2.0,1116.0,2.0
Detection3,DED107,334242,2024,Orly,PCTT Sud,Curatif,2.0,1116.0,2.0
Detection3,DED107,334242,2024,PCTT,PCTT Nord,Curatif,5.0,2790.0,5.0
Detection3,DED107,334242,2024,Saint Cloud,PCTT Ouest,Curatif,4.0,2232.0,0.0
Detection3,DEP203,334244,2024,Bellerive,PCTT Ouest,Preventif,4.0,60.0,0.0
Detection3,DEP203,334244,2024,Boissy-Saint-Léger,PCTT Est,Preventif,24.0,360.0,24.0
Detection3,DEP203,334244,2024,Champigny,PCTT Est,Preventif,10.0,150.0,10.0
Detection3,DEP203,334244,2024,Landy,PCTT Nord,Preventif,1.0,15.0,1.0
Detection3,DEP203,334244,2024,Nanterre / La Défense,PCTT Ouest,Preventif,33.0,495.0,33.0
Detection3,DEP203,334244,2024,Neuilly,PCTT Ouest,Preventif,5.0,75.0,5.0
Detection3,DEP203,334244,2024,Nogent,PCTT Est,Preventif,7.0,105.0,7.0
Detection3,DEP203,334244,2024,PCTT,PCTT Ouest,Preventif,5.0,75.0,5.0
Detection3,DEP203,334244,2024,Sévines,PCTT Ouest,Preventif,1.0,15.0,1.0
Detection3,DEF011,334246,2024,Sévines,PCTT Ouest,Curatif,1.0,538.0,1.0
Detection3,DEP201,334248,2024,Ambroise PARE,PCTT Ouest,Preventif,5.0,100.0,5.0
Detection3,DEP201,334248,2024,Antony,PCTT Sud,Preventif,2.0,40.0,2.0
Detection3,DEP201,334248,2024,Bellerive,PCTT Ouest,Preventif,2.0,40.0,0.0
Detection3,DEP201,334248,2024,Bicêtre,PCTT Sud,Preventif,5.0,100.0,5.0
Detection3,DEP201,334248,2024,Chennevières,PCTT Ouest,Preventif,9.0,180.0,0.0
Detection3,DEP201,334248,2024,Fontenay le Fleury,PCTT Ouest,Preventif,4.0,80.0,4.0
Detection3,DEP201,334248,2024,Landy,PCTT Nord,Preventif,4.0,80.0,4.0
Detection3,DEP201,334248,2024,Nanterre / La Défense,PCTT Ouest,Preventif,35.0,700.0,35.0
Detection3,DEP201,334248,2024,Neuilly,PCTT Ouest,Preventif,1.0,20.0,1.0
Detection3,DEP201,334248,2024,PCTT,PCTT Ouest,Preventif,28.0,560.0,28.0
Detection3,DEP201,334248,2024,Saint Cloud,PCTT Ouest,Preventif,8.0,160.0,0.0
Detection3,DEC102,334252,2024,Ambroise PARE,PCTT Ouest,Curatif,1.0,2049.0,1.0
Detection3,DEF505,334256,2024,Antony,PCTT Sud,Fourniture,3.0,399.0,3.0
Detection3,DEF505,334256,2024,Fresnes,PCTT Sud,Fourniture,2.0,266.0,2.0
Detection3,DEF505,334256,2024,PCTT,PCTT Nord,Fourniture,11.0,1463.0,11.0
Detection3,DEF505,334256,2024,Saint Cloud,PCTT Ouest,Curatif,17.0,2261.0,17.0
Detection3,DEP206,334258,2024,Ambroise PARE,PCTT Ouest,Preventif,21.0,315.0,21.0
Detection3,DEP206,334258,2024,Antony,PCTT Sud,Preventif,14.0,210.0,14.0
Detection3,DEP206,334258,2024,Bellerive,PCTT Ouest,Preventif,18.0,270.0,0.0
Detection3,DEP206,334258,2024,Bicêtre,PCTT Sud,Preventif,9.0,135.0,9.0
Detection3,DEP206,334258,2024,Bobigny-Lumen-Norton,PCTT Nord,Preventif,28.0,420.0,28.0
Detection3,DEP206,334258,2024,Boissy-Saint-Léger,PCTT Est,Preventif,12.0,180.0,12.0
Detection3,DEP206,334258,2024,Champigny,PCTT Est,Preventif,9.0,135.0,9.0
Detection3,DEP206,334258,2024,Chennevières,PCTT Ouest,Preventif,19.0,285.0,0.0
Detection3,DEP206,334258,2024,Fontenay le Fleury,PCTT Ouest,Preventif,4.0,60.0,4.0
Detection3,DEP206,334258,2024,Fresnes,PCTT Sud,Preventif,4.0,60.0,4.0
Detection3,DEP206,334258,2024,La Courneuve,PCTT Nord,Preventif,2.0,30.0,2.0
Detection3,DEP206,334258,2024,Landy,PCTT Nord,Preventif,21.0,315.0,21.0
Detection3,DEP206,334258,2024,Nanterre / La Défense,PCTT Ouest,Preventif,135.0,2025.0,135.0
Detection3,DEP206,334258,2024,Neuilly,PCTT Ouest,Preventif,7.0,105.0,7.0
Detection3,DEP206,334258,2024,Nogent,PCTT Est,Preventif,34.0,510.0,34.0
Detection3,DEP206,334258,2024,Orly,PCTT Sud,Preventif,12.0,180.0,12.0
Detection3,DEP206,334258,2024,PCTT,PCTT Nord,Preventif,3.0,45.0,3.0
Detection3,DEP206,334258,2024,PCTT,PCTT Ouest,Preventif,68.0,1020.0,68.0
Detection3,DEP206,334258,2024,SIRIUS,PCTT Nord,Preventif,27.0,405.0,27.0
Detection3,DEP206,334258,2024,SIRIUS,PCTT Sud,Preventif,5.0,75.0,5.0
Detection3,DEP206,334258,2024,Sévines,PCTT Ouest,Preventif,7.0,105.0,7.0
Detection3,DEP206,334258,2024,Thiais,PCTT Est,Preventif,6.0,90.0,6.0
Detection3,DEP006,334262,2024,Nanterre / La Défense,PCTT Ouest,Preventif,8.0,70584.0,8.0
Detection3,DEF400,334266,2024,Bicêtre,PCTT Sud,Curatif,2.0,1616.0,2.0
Detection3,DEP101,334268,2024,Antony,PCTT Sud,Preventif,1.0,665.0,1.0
Detection3,DEP101,334268,2024,Fontenay le Fleury,PCTT Ouest,Preventif,1.0,665.0,1.0
Detection3,DEP101,334268,2024,Nanterre / La Défense,PCTT Ouest,Preventif,16.0,10640.0,16.0
Detection3,DEP101,334268,2024,Neuilly,PCTT Ouest,Preventif,2.0,1330.0,2.0
Detection3,DEP101,334268,2024,Orly,PCTT Sud,Preventif,1.0,665.0,1.0
Detection3,DEP101,334268,2024,PCTT,PCTT Nord,Preventif,3.0,1995.0,3.0
Detection3,DEP101,334268,2024,Saint Cloud,PCTT Ouest,Preventif,9.0,5985.0,9.0
Detection3,DEP101,334268,2024,Sévines,PCTT Ouest,Preventif,1.0,665.0,1.0
Detection3,DEP101,334268,2024,Thiais,PCTT Est,Preventif,2.0,1330.0,2.0
Detection3,DEF017,334270,2024,Bicêtre,PCTT Sud,Curatif,1.0,117.0,1.0
Detection3,DEF200,334272,2024,Ambroise PARE,PCTT Ouest,Curatif,1.0,6275.0,1.0
Detection3,DEF200,334272,2024,Bellerive,PCTT Ouest,Curatif,1.0,6275.0,1.0
Detection3,DEP202,334286,2024,Nanterre / La Défense,PCTT Ouest,Preventif,1.0,35.0,1.0
Detection3,DEP004,334288,2024,Ambroise PARE,PCTT Ouest,Preventif,8.0,24136.0,8.0
Detection3,DEP100,334292,2024,Antony,PCTT Sud,Preventif,3.0,993.0,0.0
Detection3,DEP100,334292,2024,Bicêtre,PCTT Sud,Preventif,3.0,993.0,3.0
Detection3,DEP100,334292,2024,Nanterre / La Défense,PCTT Ouest,Preventif,3.0,993.0,3.0
Detection3,DEP100,334292,2024,PCTT,PCTT Nord,Preventif,9.0,2979.0,9.0
Detection3,DEP100,334292,2024,Saint Cloud,PCTT Ouest,Preventif,1.0,331.0,1.0
Detection3,DEP001,334296,2024,Chennevières,PCTT Ouest,Preventif,8.0,22272.0,4.0
Detection3,DEP012,334304,2024,Landy,PCTT Nord,Preventif,8.0,40864.0,8.0
Detection3,DEP102,334306,2024,Antony,PCTT Sud,Preventif,4.0,3968.0,4.0
Detection3,DEP102,334306,2024,Boissy-Saint-Léger,PCTT Est,Preventif,2.0,1984.0,2.0
Detection3,DEP102,334306,2024,Champigny,PCTT Est,Preventif,4.0,3968.0,4.0
Detection3,DEP102,334306,2024,Nanterre / La Défense,PCTT Ouest,Preventif,4.0,3968.0,4.0
Detection3,DEP102,334306,2024,Saint Cloud,PCTT Ouest,Preventif,1.0,992.0,1.0
Detection3,DEP102,334306,2024,Thiais,PCTT Est,Preventif,4.0,3968.0,4.0
Detection3,DEP205,334312,2024,Ambroise PARE,PCTT Ouest,Preventif,1.0,25.0,1.0
Detection3,DEP205,334312,2024,Antony,PCTT Sud,Preventif,26.0,650.0,26.0
Detection3,DEP205,334312,2024,Bellerive,PCTT Ouest,Preventif,2.0,50.0,0.0
Detection3,DEP205,334312,2024,Bobigny-Lumen-Norton,PCTT Nord,Preventif,9.0,225.0,9.0
Detection3,DEP205,334312,2024,Champigny,PCTT Est,Preventif,7.0,175.0,7.0
Detection3,DEP205,334312,2024,Chennevières,PCTT Ouest,Preventif,2.0,50.0,0.0
Detection3,DEP205,334312,2024,Fontenay le Fleury,PCTT Ouest,Preventif,2.0,50.0,2.0
Detection3,DEP205,334312,2024,Fresnes,PCTT Sud,Preventif,6.0,150.0,6.0
Detection3,DEP205,334312,2024,La Courneuve,PCTT Nord,Preventif,3.0,75.0,3.0
Detection3,DEP205,334312,2024,Landy,PCTT Nord,Preventif,4.0,100.0,4.0
Detection3,DEP205,334312,2024,Nogent,PCTT Est,Preventif,3.0,75.0,3.0
Detection3,DEP205,334312,2024,PCTT,PCTT Nord,Preventif,4.0,100.0,4.0
Detection3,DEP205,334312,2024,PCTT,PCTT Ouest,Preventif,27.0,675.0,27.0
Detection3,DEP205,334312,2024,SIRIUS,PCTT Sud,Preventif,1.0,25.0,1.0
Detection3,DEP205,334312,2024,Saint Cloud,PCTT Ouest,Preventif,20.0,500.0,0.0
Detection3,DEP205,334312,2024,Taverny,PCTT Nord,Preventif,8.0,200.0,8.0
Detection3,DEP010,334318,2024,Sévines,PCTT Ouest,Preventif,8.0,22872.0,8.0
Detection3,DED106,334322,2024,Bicêtre,PCTT Sud,Curatif,1.0,2574.0,1.0
Detection3,DEC105,334324,2024,Thiais,PCTT Est,Curatif,1.0,254.0,1.0
Detection3,DEP008,334326,2024,Nanterre / La Défense,PCTT Ouest,Preventif,8.0,23688.0,8.0
Detection3,DEP204,334328,2024,Nanterre / La Défense,PCTT Ouest,Preventif,6.0,132.0,6.0
Detection3,DEP204,334328,2024,Nogent,PCTT Est,Preventif,9.0,198.0,9.0
Detection3,DEP204,334328,2024,PCTT,PCTT Ouest,Preventif,4.0,88.0,4.0
Detection3,DEP204,334328,2024,Saint Cloud,PCTT Ouest,Preventif,1.0,22.0,0.0
Detection3,DEP200,334330,2024,Ambroise PARE,PCTT Ouest,Preventif,34.0,1088.0,34.0
Detection3,DEP200,334330,2024,Antony,PCTT Sud,Preventif,60.0,1920.0,60.0
Detection3,DEP200,334330,2024,Bellerive,PCTT Ouest,Preventif,28.0,896.0,0.0
Detection3,DEP200,334330,2024,Bicêtre,PCTT Sud,Preventif,60.0,1920.0,60.0
Detection3,DEP200,334330,2024,Bobigny-Lumen-Norton,PCTT Nord,Preventif,83.0,2656.0,83.0
Detection3,DEP200,334330,2024,Champigny,PCTT Est,Preventif,43.0,1376.0,43.0
Detection3,DEP200,334330,2024,Chennevières,PCTT Ouest,Preventif,46.0,1472.0,0.0
Detection3,DEP200,334330,2024,Fontenay le Fleury,PCTT Ouest,Preventif,32.0,1024.0,32.0
Detection3,DEP200,334330,2024,Fresnes,PCTT Sud,Preventif,44.0,1408.0,44.0
Detection3,DEP200,334330,2024,La Courneuve,PCTT Nord,Preventif,8.0,256.0,8.0
Detection3,DEP200,334330,2024,Landy,PCTT Nord,Preventif,39.0,1248.0,39.0
Detection3,DEP200,334330,2024,Nanterre / La Défense,PCTT Ouest,Preventif,195.0,6240.0,195.0
Detection3,DEP200,334330,2024,Neuilly,PCTT Ouest,Preventif,15.0,480.0,15.0
Detection3,DEP200,334330,2024,Nogent,PCTT Est,Preventif,57.0,1824.0,57.0
Detection3,DEP200,334330,2024,Orly,PCTT Sud,Preventif,20.0,640.0,20.0
Detection3,DEP200,334330,2024,PCTT,PCTT Nord,Preventif,5.0,160.0,5.0
Detection3,DEP200,334330,2024,PCTT,PCTT Ouest,Preventif,180.0,5760.0,180.0
Detection3,DEP200,334330,2024,SIRIUS,PCTT Sud,Preventif,2.0,64.0,2.0
Detection3,DEP200,334330,2024,Saint Cloud,PCTT Ouest,Preventif,40.0,1280.0,0.0
Detection3,DEP200,334330,2024,Sévines,PCTT Ouest,Preventif,18.0,576.0,18.0
Detection3,DEP200,334330,2024,Taverny,PCTT Nord,Preventif,16.0,512.0,16.0
Detection3,DEP200,334330,2024,Thiais,PCTT Est,Preventif,60.0,1920.0,60.0
Detection3,DEF018,334336,2024,Nanterre / La Défense,PCTT Ouest,Curatif,2.0,13340.0,2.0
Detection3,DEF001,334346,2024,Landy,PCTT Nord,Curatif,1.0,4196.0,1.0
Detection3,DEP011,334358,2024,Taverny,PCTT Nord,Preventif,6.0,16338.0,4.0
Detection3,DEP003,334360,2024,Saint Cloud,PCTT Ouest,Preventif,8.0,25408.0,8.0
Detection3,DEF502,334366,2024,PCTT,PCTT Nord,Fourniture,1.0,75.0,1.0
Detection3,DED101,334368,2024,Tous tunnels,UPMM,Prestations intellectuelles,1.0,4371.0,1.0
Detection3,DEC100,334370,2024,Saint Cloud,PCTT Ouest,Curatif,1.0,531.0,1.0
Detection3,DED108,334372,2024,Ambroise PARE,PCTT Ouest,Curatif,750.0,382.5,750.0
Detection3,DED108,334372,2024,Ambroise PARE,PCTT Ouest,Preventif,1528.0,779.28,1528.0
Detection3,DED108,334372,2024,Antony,PCTT Sud,Curatif,2790.0,1422.9,2790.0
Detection3,DED108,334372,2024,Antony,PCTT Sud,Preventif,640.0,326.4,640.0
Detection3,DED108,334372,2024,Bellerive,PCTT Ouest,Curatif,830.0,423.3,830.0
Detection3,DED108,334372,2024,Bellerive,PCTT Ouest,Preventif,1316.0,671.16,0.0
Detection3,DED108,334372,2024,Boissy-Saint-Léger,PCTT Est,Preventif,360.0,183.6,360.0
Detection3,DED108,334372,2024,Champigny,PCTT Est,Preventif,1152.0,587.52,1152.0
Detection3,DED108,334372,2024,Chennevières,PCTT Ouest,Preventif,1987.0,1013.37,0.0
Detection3,DED108,334372,2024,Fontenay le Fleury,PCTT Ouest,Preventif,2428.0,1238.28,1214.0
Detection3,DED108,334372,2024,Fresnes,PCTT Sud,Preventif,640.0,326.4,640.0
Detection3,DED108,334372,2024,Nanterre / La Défense,PCTT Ouest,Curatif,1866.0,951.66,1866.0
Detection3,DED108,334372,2024,Nogent,PCTT Est,Curatif,2156.0,1099.56,2156.0
Detection3,DED108,334372,2024,Nogent,PCTT Est,Preventif,1720.0,877.2,1720.0
Detection3,DED108,334372,2024,Saint Cloud,PCTT Ouest,Preventif,1962.0,1000.62,0.0
Detection3,DED108,334372,2024,Sévines,PCTT Ouest,Curatif,836.0,426.36,836.0
Detection3,DED108,334372,2024,Thiais,PCTT Est,Preventif,960.0,489.6,960.0
Detection3,DEF509,334374,2024,Bicêtre,PCTT Sud,Curatif,3.0,444.0,3.0
Detection3,DEF509,334374,2024,PCTT,PCTT Sud,Fourniture,2.0,296.0,2.0
Detection3,DEF107,334382,2024,Bicêtre,PCTT Sud,Fourniture,1.0,24.0,1.0
Detection3,DEP018,334388,2024,Antony,PCTT Sud,Preventif,3.0,15993.0,3.0
Detection3,DEP013,334392,2024,Bobigny-Lumen-Norton,PCTT Nord,Preventif,8.0,52120.0,8.0
Detection3,DEF301,334396,2024,Ambroise PARE,PCTT Ouest,Curatif,1.0,3221.0,1.0
Detection3,DEF301,334396,2024,Landy,PCTT Nord,Curatif,2.0,6442.0,2.0
Detection3,DEF301,334396,2024,Nanterre / La Défense,PCTT Ouest,Curatif,2.0,6442.0,2.0
Detection3,DEF301,334396,2024,Sévines,PCTT Ouest,Curatif,1.0,3221.0,1.0
Detection3,DEP021,334398,2024,Orly,PCTT Sud,Preventif,3.0,8295.0,3.0
Detection3,DEP103,334402,2024,Nogent,PCTT Est,Preventif,4.0,5920.0,4.0
Detection3,DEF004,334406,2024,Nogent,PCTT Est,Curatif,1.0,3134.0,1.0
Detection3,DEC201,334410,2024,PCTT,PCTT Nord,Fourniture,35.0,490.0,35.0
Detection3,DEC201,334410,2024,PCTT,PCTT Ouest,Curatif,81.0,1134.0,81.0
Detection3,DEC201,334410,2024,SIRIUS,PCTT Est,Curatif,48.0,672.0,48.0
Detection3,DEP009,334412,2024,Neuilly,PCTT Ouest,Preventif,8.0,21360.0,8.0
Detection3,DEP027,334420,2024,Antony,PCTT Sud,Preventif,17.0,391.0,17.0
Detection3,DEP027,334420,2024,Bicêtre,PCTT Sud,Preventif,18.0,414.0,18.0
Detection3,DEP027,334420,2024,Bobigny-Lumen-Norton,PCTT Nord,Preventif,16.0,368.0,16.0
Detection3,DEP027,334420,2024,Boissy-Saint-Léger,PCTT Est,Preventif,12.0,276.0,9.0
Detection3,DEP027,334420,2024,Champigny,PCTT Est,Preventif,18.0,414.0,12.0
Detection3,DEP027,334420,2024,Landy,PCTT Nord,Preventif,8.0,184.0,8.0
Detection3,DEP027,334420,2024,Nanterre / La Défense,PCTT Ouest,Preventif,87.0,2001.0,87.0
Detection3,DEP027,334420,2024,Nogent,PCTT Est,Preventif,8.0,184.0,8.0
Detection3,DEP027,334420,2024,PCTT,PCTT Ouest,Preventif,73.0,1679.0,59.0
Detection3,DEP027,334420,2024,Taverny,PCTT Nord,Preventif,6.0,138.0,4.0
Detection3,DEP019,334424,2024,Bicêtre,PCTT Sud,Preventif,3.0,18009.0,3.0
Detection3,DEC004,334426,2024,Nogent,PCTT Est,Curatif,1.0,321.0,1.0
Detection3,DEF100,334428,2024,Landy,PCTT Nord,Curatif,1.0,1340.0,1.0
Detection3,DEF100,334428,2024,Neuilly,PCTT Ouest,Curatif,1.0,1340.0,1.0
Detection3,DEF100,334428,2024,Sévines,PCTT Ouest,Curatif,1.0,1340.0,1.0
Detection3,DEC110,334436,2024,Thiais,PCTT Est,Curatif,18.0,2574.0,18.0
Detection3,DEP015,334438,2024,Champigny,PCTT Est,Preventif,8.0,24400.0,8.0
Detection3,DEP017,334448,2024,Boissy-Saint-Léger,PCTT Est,Preventif,8.0,23120.0,6.0
Detection3,DEC109,334450,2024,Nanterre / La Défense,PCTT Ouest,Curatif,4.0,316.0,4.0
Detection3,DEC109,334450,2024,PCTT,PCTT Sud,Curatif,4.0,316.0,4.0
Detection3,DEC109,334450,2024,Saint Cloud,PCTT Ouest,Curatif,2.0,158.0,2.0
Detection3,DEC003,334454,2024,Ambroise PARE,PCTT Ouest,Curatif,2.0,750.0,2.0
Detection3,DEC003,334454,2024,Bellerive,PCTT Ouest,Curatif,1.0,375.0,1.0
Detection3,DEC003,334454,2024,Bicêtre,PCTT Sud,Curatif,25.0,9375.0,25.0
Detection3,DEC003,334454,2024,Bobigny-Lumen-Norton,PCTT Nord,Curatif,2.0,750.0,2.0
Detection3,DEC003,334454,2024,Landy,PCTT Nord,Curatif,4.0,1500.0,4.0
Detection3,DEC003,334454,2024,Nanterre / La Défense,PCTT Ouest,Curatif,4.0,1500.0,4.0
Detection3,DEC003,334454,2024,Neuilly,PCTT Ouest,Curatif,1.0,375.0,1.0
Detection3,DEC003,334454,2024,Nogent,PCTT Est,Curatif,1.0,375.0,1.0
Detection3,DEC003,334454,2024,Sévines,PCTT Ouest,Curatif,2.0,750.0,2.0
Detection3,DEF106,334458,2024,Bicêtre,PCTT Sud,Fourniture,20.0,35700.0,20.0
Detection3,DEP020,334462,2024,Bicêtre,PCTT Sud,Preventif,3.0,8229.0,3.0
Detection3,DEF500,334466,2024,Antony,PCTT Sud,Fourniture,19.0,1615.0,19.0
Detection3,DEF500,334466,2024,Bicêtre,PCTT Sud,Curatif,26.0,2210.0,26.0
Detection3,DEF500,334466,2024,Fresnes,PCTT Sud,Fourniture,5.0,425.0,5.0
Detection3,DEF500,334466,2024,Nogent,PCTT Est,Fourniture,30.0,2550.0,30.0
Detection3,DEF500,334466,2024,PCTT,PCTT Nord,Fourniture,43.0,3655.0,43.0
Detection3,DEF105,334470,2024,PCTT,PCTT Nord,Preventif,56.0,34720.0,56.0
Detection3,DED102,334472,2024,Tous tunnels,UPMM,Prestations intellectuelles,1.0,29050.0,1.0
Detection3,DEC001,334480,2024,Bellerive,PCTT Ouest,Curatif,1.0,369.0,1.0
Detection3,DEC001,334480,2024,Landy,PCTT Nord,Curatif,1.0,369.0,1.0
Detection3,DEC001,334480,2024,Nanterre / La Défense,PCTT Ouest,Curatif,4.0,1476.0,4.0
Detection3,DEC001,334480,2024,Thiais,PCTT Est,Curatif,1.0,369.0,1.0
Detection3,DEP002,334486,2024,Fontenay le Fleury,PCTT Ouest,Preventif,8.0,22320.0,2.0
Detection3,DEF029,354221,2024,Bicêtre,PCTT Sud,Fourniture,1.0,4254.0,1.0
Detection3,DED109,354225,2024,Antony,PCTT Sud,Curatif,1.0,432.0,1.0
Detection3,DED109,354225,2024,Italie,PCTT Sud,Curatif,1.0,432.0,1.0
Detection3,DED109,354225,2024,Nanterre / La Défense,PCTT Ouest,Curatif,1.0,432.0,1.0
Detection3,DED109,354225,2024,Nogent,PCTT Est,Curatif,1.0,432.0,1.0
Detection3,DED109,354225,2024,Orly,PCTT Sud,Curatif,1.0,432.0,1.0
Detection3,DEF030,354227,2024,Bicêtre,PCTT Sud,Fourniture,2.0,10702.0,2.0
Eclairage,ECPN04,252378,2023,La Courneuve,PCTT Nord,Preventif,4.0,595.6,4.0
Eclairage,ECPN04,252378,2023,La Courneuve,PCTT Ouest,Preventif,2.0,297.8,2.0
Eclairage,ECPN04,252378,2024,La Courneuve,PCTT Nord,Preventif,6.0,913.92,4.0
Eclairage,ECC16,252380,2024,Bicêtre,PCTT Sud,Curatif,23.0,3600.65,0.0
Eclairage,ECC16,252380,2024,Italie,PCTT Sud,Curatif,11.0,1722.05,11.0
Eclairage,ECC16,252380,2024,Nanterre / La Défense,PCTT Ouest,Curatif,40.0,6262.0,0.0
Eclairage,ECPB55,252382,2023,Chennevières,PCTT Ouest,Preventif,2.0,7019.56,2.0
Eclairage,ECC17,252384,2023,Bobigny-Lumen-Norton,PCTT Nord,Curatif,42.0,6363.84,42.0
Eclairage,ECF37,252386,2023,Bobigny-Lumen-Norton,PCTT Ouest,Curatif,25.0,425.25,25.0
Eclairage,ECF37,252386,2023,Thiais,PCTT Est,Curatif,4.0,68.04,4.0
Eclairage,ECF46,252388,2024,Chennevières,PCTT Ouest,Curatif,2.0,2.46,2.0
Eclairage,ECF46,252388,2024,Italie,PCTT Sud,Curatif,1.0,1.27,1.0
Eclairage,ECF46,252388,2024,Nogent,PCTT Est,Curatif,110.0,139.7,110.0
Eclairage,ECC33,252390,2024,Landy,PCTT Nord,Curatif,33.0,3860.67,33.0
Eclairage,ECC33,252390,2024,Nanterre / La Défense,PCTT Ouest,Curatif,490.0,57325.1,10.0
Eclairage,ECD09,252392,2023,Nogent,PCTT Est,Curatif,2907.8,2907.8,2907.8
Eclairage,ECD09,252392,2024,Nanterre / La Défense,PCTT Ouest,Curatif,4000.0,4000.0,0.0
Eclairage,ECF77,252408,2024,Italie,PCTT Sud,Evolutif,18.0,2258.28,16.0
Eclairage,ECC51,252412,2023,Bicêtre,PCTT Sud,Curatif,3.0,5667.09,3.0
Eclairage,ECC50,252420,2023,Bicêtre,PCTT Sud,Curatif,8.0,15112.24,8.0
Eclairage,ECC50,252420,2023,Bobigny-Lumen-Norton,PCTT Nord,Curatif,1.0,1889.03,1.0
Eclairage,ECC50,252420,2023,Neuilly,PCTT Ouest,Curatif,1.0,1846.56,1.0
Eclairage,ECC50,252420,2023,Orly,PCTT Sud,Curatif,6.0,11334.18,6.0
Eclairage,ECC50,252420,2024,Bicêtre,PCTT Sud,Curatif,9.0,17252.39,5.0
Eclairage,ECC50,252420,2024,Champigny,PCTT Est,Curatif,8.0,15488.92,4.0
Eclairage,ECC50,252420,2024,Italie,PCTT Sud,Curatif,5.0,9445.15,4.0
Eclairage,ECC50,252420,2024,La Courneuve,PCTT Nord,Curatif,3.0,5792.65,3.0
Eclairage,ECC50,252420,2024,Nanterre / La Défense,PCTT Ouest,Curatif,1.0,1951.81,1.0
Eclairage,ECC50,252420,2024,Orly,PCTT Sud,Curatif,5.0,9445.15,5.0
Eclairage,ECC50,252420,2024,PCTT,PCTT Ouest,Curatif,39.0,73672.17,0.0
Eclairage,ECC50,252420,2024,Sévines,PCTT Ouest,Curatif,2.0,3778.06,0.0
Eclairage,ECD04,252422,2023,Champigny,PCTT Est,Prestations intellectuelles,1.0,4894.03,0.0
Eclairage,ECD04,252422,2023,Italie,PCTT Sud,Evolutif,2.0,9788.06,2.0
Eclairage,ECD04,252422,2024,Nanterre / La Défense,PCTT Ouest,Prestations intellectuelles,1.0,5056.69,1.0
Eclairage,ECD04,252422,2024,Orly,PCTT Sud,Evolutif,2.0,9788.06,2.0
Eclairage,ECPE14,252430,2024,Champigny,PCTT Est,Preventif,0.2,1978.18,0.2
Eclairage,ECPB64,252434,2024,Saint Cloud,PCTT Ouest,Preventif,1.0,4448.41,0.0
Eclairage,ECPB54,252438,2023,Chennevières,PCTT Ouest,Preventif,2.0,12051.3,2.0
Eclairage,ECPS18,252446,2023,Italie,PCTT Sud,Preventif,2.0,2246.4,2.0
Eclairage,ECPS18,252446,2024,Italie,PCTT Sud,Curatif,1.0,1187.22,1.0
