,Unnamed: 0,mar_diminutif,tunnel,prdp_code,prod_groupe,ref_prix,freq_annuelle,ajust_freq_suppl,frq_totale,nb_equipe,cout_ht,cout_total,equipements,nomb_equipe
820,820,Ventilation,Moulin,VENPQA300,Maintenance préventive des équipements spécifiques,VPT300,1.0,0.0,1.0,8.0,78.85,630.8,SURPRESSEUR ET VENTILATEUR LOCAL,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Moulin"", 'Equipements par tunnel'!B:B, ""SURPRESSEUR ET VENTILATEUR LOCAL"")"
821,821,Ventilation,Moulin,VENPQB301,Maintenance préventive des équipements spécifiques,VPT301,1.0,0.0,1.0,0.0,128.27,0.0,REGISTRE,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Moulin"", 'Equipements par tunnel'!B:B, ""REGISTRE"")"
822,822,Ventilation,Moulin,VENPQC302,Maintenance préventive des équipements spécifiques,VPT302,1.0,0.0,1.0,0.0,449.49,0.0,,0.0
823,823,Ventilation,Moulin,VENPQE304,Maintenance préventive des équipements spécifiques,VPT304,1.0,0.0,1.0,0.0,12.58,0.0,,0.0
824,824,Ventilation,Moulin,VENPQF305,Maintenance préventive des équipements spécifiques,VPT305,1.0,0.0,1.0,0.0,12.58,0.0,,0.0
825,825,Vidéo,Moulin,VIDDAI102,Maintenance préventive de la DAI du sens 1,VI MP 102,1.0,0.0,1.0,0.5,3341.64,1670.82,,0.5
826,826,Vidéo,Moulin,VIDDAI103,Maintenance préventive de la DAI du sens 2,VI MP 103,1.0,0.0,1.0,0.5,4234.36,2117.18,,0.5
827,827,Vidéo,Moulin,VIDCAM302,Nettoyage des caméras sens intérieur sens 1,VI MP 302,2.0,0.0,2.0,0.5,3174.6,3174.6,,0.5
828,828,Vidéo,Moulin,VIDCAM303,Nettoyage des caméras sens intérieur sens 2,VI MP 303,2.0,0.0,2.0,0.5,3174.6,3174.6,,0.5
829,829,Vidéo,Moulin,VIDPCI400,Maintenance préventive des caméras en issues de secours,VI MP 400,1.0,0.0,1.0,0.5,201.81,100.91,,0.5
830,830,Pompage,Moulin,POMIND204,Entretien des poteaux incendie,INP204,1.0,0.0,1.0,1.0,2590.0,2590.0,,1.0
831,831,Pompage,Moulin,,,,3.0,0.0,3.0,0.5,0.0,0.0,,0.5
832,832,Pompage,Moulin,POMEPO600,Entretien d'une pompe,POE600,1.0,0.0,1.0,0.0,572.06,0.0,,0.0
833,833,Pompage,Moulin,,,,1.0,0.0,1.0,1.0,0.0,0.0,,1.0
834,834,Pompage,Moulin,POMERC500,Entretien autres systèmes du réseau incendie,INP500,1.0,0.0,1.0,0.0,858.61,0.0,SURPRESSEUR-INCENDIE,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Moulin"", 'Equipements par tunnel'!B:B, ""SURPRESSEUR-INCENDIE"")"
835,835,Pompage,Moulin,POMERD600,Entretien autres systèmes du réseau incendie,INP600,1.0,0.0,1.0,0.0,858.61,0.0,,0.0
836,836,Pompage,Moulin,POMERE700,Entretien autres systèmes du réseau incendie,INP700,1.0,0.0,1.0,0.0,214.65,0.0,,0.0
837,837,Pompage,Moulin,POMERF800,Entretien autres systèmes du réseau incendie,INP800,1.0,0.0,1.0,0.0,214.65,0.0,,0.0
838,838,Pompage,Moulin,POMERG900,Entretien autres systèmes du réseau incendie,INP900,1.0,0.0,1.0,0.0,208.4,0.0,,0.0
839,839,Pompage,Moulin,POMERG901,Entretien autres systèmes du réseau incendie,INP901,1.0,0.0,1.0,0.0,714.81,0.0,,0.0
840,840,Bâtiment,Nanterre échangeur,BATCJN010,Contrôle des IS de jour,VJO010,6.0,0.0,6.0,0.3333333333333333,3043.0,6086.0,,0.3333333333333333
841,841,Bâtiment,Nanterre échangeur,BATCJN011,Contrôle des IS de jour,VJO011,6.0,0.0,6.0,0.3333333333333333,3043.0,6086.0,,0.3333333333333333
842,842,Bâtiment,Nanterre échangeur,BATCNO010,Contrôle des IS + niches de nuit,VNO010,6.0,0.0,6.0,0.3333333333333333,4570.0,9140.0,,0.3333333333333333
843,843,Bâtiment,Nanterre échangeur,BATCNO011,Contrôle des IS + niches de nuit,VNO011,6.0,0.0,6.0,0.3333333333333333,4570.0,9140.0,,0.3333333333333333
844,844,Bâtiment,Nanterre échangeur,BATMPO010,Préventif IS + niches,MPO010,1.0,0.0,1.0,0.3333333333333333,4926.0,1642.0,,0.3333333333333333
845,845,Bâtiment,Nanterre échangeur,BATMPO011,Préventif IS + niches,MPO011,1.0,0.0,1.0,0.3333333333333333,4926.0,1642.0,,0.3333333333333333
846,846,Propreté,Nanterre échangeur,PRPLTB006,Lavage d'un tube,POL006,2.0,0.0,2.0,1.0,10734.42,21468.84,,1.0
847,847,ContReg,Nanterre échangeur,CRGVPA106,Vérification des installations électriques,CRC106,1.0,0.0,1.0,1.0,486.45,486.45,,1.0
848,848,ContReg,Nanterre échangeur,CRGVPA107,Vérification des installations électriques,CRC107,1.0,0.0,1.0,1.0,864.8,864.8,,1.0
849,849,ContReg,Nanterre échangeur,CRGVIO103,Vérification des installations électriques,CRO103,1.0,0.0,1.0,0.5,864.8,432.4,,0.5
850,850,ContReg,Nanterre échangeur,CRGVIO104,Vérification des installations électriques,CRO104,1.0,0.0,1.0,0.5,648.6,324.3,,0.5
851,851,ContReg,Nanterre échangeur,CRGVIO105,Vérification des installations électriques,CRO105,1.0,0.0,1.0,0.5,648.6,324.3,,0.5
852,852,ContReg,Nanterre échangeur,CRGVIO106,Vérification des installations électriques,CRO106,1.0,0.0,1.0,0.5,864.8,432.4,,0.5
853,853,ContReg,Nanterre échangeur,CRGVIO107,Vérification des installations électriques,CRO107,1.0,0.0,1.0,0.5,432.4,216.2,,0.5
854,854,ContReg,Nanterre échangeur,CRGVIO108,Vérification des installations électriques,CRO108,1.0,0.0,1.0,0.5,864.8,432.4,,0.5
855,855,ContReg,Nanterre échangeur,CRGVIO109,Vérification des installations électriques,CRO109,1.0,0.0,1.0,0.5,864.8,432.4,,0.5
856,856,ContReg,Nanterre échangeur,CRGVIO110,Vérification des installations électriques,CRO110,1.0,0.0,1.0,0.5,432.4,216.2,,0.5
857,857,ContReg,Nanterre échangeur,CRGVIO111,Vérification des installations électriques,CRO111,1.0,0.0,1.0,0.5,432.4,216.2,,0.5
858,858,ContReg,Nanterre échangeur,CRGVIO112,Vérification des installations électriques,CRO112,1.0,0.0,1.0,0.5,648.6,324.3,,0.5
859,859,ContReg,Nanterre échangeur,CRGDLA101,Vérification des dispositifs de levage,CRC101,1.0,0.0,1.0,0.0,648.6,0.0,Dispositif de levage inférieur ou égal à 3 tonnes,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Nanterre échangeur"", 'Equipements par tunnel'!B:B, ""Dispositif de levage inférieur ou égal à 3 tonnes"")"
860,860,ContReg,Nanterre échangeur,CRGDLB102,Vérification des dispositifs de levage,CRC102,1.0,0.0,1.0,32.0,864.8,27673.6,Dispositif de levage inférieur compris entre 3 et 6 tonnes,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Nanterre échangeur"", 'Equipements par tunnel'!B:B, ""Dispositif de levage inférieur compris entre 3 et 6 tonnes"")"
861,861,ContReg,Nanterre échangeur,CRGDLC103,Vérification des dispositifs de levage,CRC103,1.0,0.0,1.0,0.0,1081.0,0.0,Dispositif de levage inférieur supérieur à 6 tonnes,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Nanterre échangeur"", 'Equipements par tunnel'!B:B, ""Dispositif de levage inférieur supérieur à 6 tonnes"")"
862,862,Eclairage,Nanterre échangeur,ECLNPO001,Nettoyage des plots de jalonnement pour un sens,ECPO01,2.0,0.0,2.0,1.0,1791.86,3583.72,,1.0
863,863,Eclairage,Nanterre échangeur,ECLNPO002,Nettoyage des plots de jalonnement pour un sens,ECPO02,2.0,0.0,2.0,1.0,1958.04,3916.08,,1.0
864,864,Eclairage,Nanterre échangeur,ECLNEO010,Nettoyage de l'éclairage pour un sens,ECPO10,2.0,0.0,2.0,1.0,36296.29,72592.58,,1.0
865,865,Eclairage,Nanterre échangeur,ECLNEO012,Nettoyage de l'éclairage pour un sens,ECPO12,2.0,0.0,2.0,1.0,29169.36,58338.72,,1.0
866,866,Eclairage,Nanterre échangeur,ECLRSO050,Remplacement systématiques des sources,ECPO50,0.4,0.0,0.4,1.0,58716.81,23486.72,,1.0
867,867,Eclairage,Nanterre échangeur,ECLRSO051,Remplacement systématiques des sources,ECPO51,0.4,0.0,0.4,1.0,59906.1,23962.44,,1.0
868,868,Eclairage,Nanterre échangeur,ECLRSO052,Remplacement systématiques des sources,ECPO52,0.4,0.0,0.4,1.0,51784.98,20713.99,,1.0
869,869,Eclairage,Nanterre échangeur,ECLRSO053,Remplacement systématiques des sources,ECPO53,0.4,0.0,0.4,1.0,52090.78,20836.31,,1.0
870,870,Eclairage,Nanterre échangeur,ECLRSO054,Remplacement systématiques des sources,ECPO54,0.4,0.0,0.4,1.0,18484.94,7393.98,,1.0
871,871,Eclairage,Nanterre échangeur,ECLRSO055,Remplacement systématiques des sources,ECPO55,0.4,0.0,0.4,1.0,16751.96,6700.78,,1.0
872,872,AEV,Nanterre échangeur,AEVEFO010,Essais fonctionnels pour un sens,AEFO10,2.0,0.0,2.0,1.0,2097.84,4195.68,,1.0
873,873,AEV,Nanterre échangeur,AEVEFO011,Essais fonctionnels pour un sens,AEFO11,2.0,0.0,2.0,1.0,2532.48,5064.96,,1.0
874,874,AEV,Nanterre échangeur,AEVMPO010,Maintenance préventive pour un sens,AEPO10,2.0,0.0,2.0,1.0,7669.73,15339.46,,1.0
875,875,AEV,Nanterre échangeur,AEVMPO011,Maintenance préventive pour un sens,AEPO11,2.0,0.0,2.0,1.0,9625.68,19251.36,,1.0
876,876,AEV,Nanterre échangeur,AEVPLV008,Maintenance préventive prises/coffret pompier,AEV08,1.0,0.0,1.0,22.0,61.7,1357.4,Niche sécurité,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Nanterre échangeur"", 'Equipements par tunnel'!B:B, ""Niche sécurité"")"
877,877,Automate,Nanterre échangeur,AUTPAB007,Préventif automates principaux et baies MESD (fiche n°3 du CCTP),AUPR07,1.0,0.0,1.0,0.5,371.65861,185.83,,0.5
878,878,Automate,Nanterre échangeur,AUTPAR008,Préventif armoires MESD (fiche n°4 du CCTP),AUPR08,1.0,0.0,1.0,0.5,692.55346,346.28,MESD METIER,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Nanterre échangeur"", 'Equipements par tunnel'!B:B, ""MESD METIER"")"
879,879,Automate,Nanterre échangeur,AUTPAM047,Préventif automates métier (fiche n°5 du CCTP),AUPR47,1.0,0.0,1.0,3.0,202.4713,607.41,AUTOMATE METIER,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Nanterre échangeur"", 'Equipements par tunnel'!B:B, ""AUTOMATE METIER"")"
880,880,Automate,Nanterre échangeur,AUTPAR048,Préventif armoires MESD (fiche n°4 du CCTP),AUPR48,1.0,0.0,1.0,0.0,91.39855,0.0,MESD METIER,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Nanterre échangeur"", 'Equipements par tunnel'!B:B, ""MESD METIER"")"
881,881,PAU/TSE,Nanterre échangeur,RTSPPO002,Maintenance préventive de l'ensemble des PAU du tunnel,RAU-PO02,4.0,0.0,4.0,1.0,1520.65,6082.6,,1.0
882,882,PAU/TSE,Nanterre échangeur,RTSPTO002,Maintenance préventive de l'ensemble des TSE du tunnel,TSE-PO02,4.0,0.0,4.0,1.0,764.73,3058.92,,1.0
883,883,Onduleur,Nanterre échangeur,ONDPOA001,Maintenance préventive d'un onduleur,ONP001,1.0,0.0,1.0,1.0,304.01,304.01,Maintenance préventive Onduleur ≤ 60 kVA,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Nanterre échangeur"", 'Equipements par tunnel'!B:B, ""Maintenance préventive Onduleur ≤ 60 kVA"")"
884,884,Onduleur,Nanterre échangeur,ONDPOB002,Maintenance préventive d'un onduleur,ONP002,1.0,0.0,1.0,1.0,337.95,337.95,Maintenance préventive Onduleur 61 kVA --> 160 kVA,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Nanterre échangeur"", 'Equipements par tunnel'!B:B, ""Maintenance préventive Onduleur 61 kVA --> 160 kVA"")"
885,885,Onduleur,Nanterre échangeur,ONDPOC003,Maintenance préventive d'un onduleur,ONP003,1.0,0.0,1.0,1.0,371.88,371.88,Maintenance préventive Onduleur > 160 kVA,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Nanterre échangeur"", 'Equipements par tunnel'!B:B, ""Maintenance préventive Onduleur > 160 kVA"")"
886,886,Onduleur,Nanterre échangeur,ONDMPA004,Maintenance préventive d'un atelier d'énergie,ONP004,1.0,0.0,1.0,0.0,185.94,0.0,,0.0
887,887,Onduleur,Nanterre échangeur,ONDPLV005,Plus-value pour dépollution,ONP005,0.5,0.0,0.5,2.0,414.3,414.3,,2.0
888,888,Détection,Nanterre échangeur,DETPCA007,"Préventif d'un tube des capteurs atmosphériques (opacimètres, CO, NO, NO², smokecheck, anémomètres)",DEP007,4.0,0.0,4.0,2.0,4077.15,32617.2,,2.0
889,889,Détection,Nanterre échangeur,DETPLV027,Préventif luminancemètre,DEP027,1.0,0.0,1.0,4.0,24.15,96.6,LUMANDAR+LUMINANCEMETRE,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Nanterre échangeur"", 'Equipements par tunnel'!B:B, ""LUMANDAR+LUMINANCEMETRE"")"
890,890,Détection,Nanterre échangeur,DETPDI100,Préventif détection incendie,DEP100,1.0,0.0,1.0,1.0,347.55,347.55,,1.0
891,891,Détection,Nanterre échangeur,DETPXA200,Préventif extincteur,DEP200,1.0,0.0,1.0,26.0,33.6,873.6,Maintenance Préventive Extincteur Poudre 6 kg,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Nanterre échangeur"", 'Equipements par tunnel'!B:B, ""Maintenance Préventive Extincteur Poudre 6 kg"")"
892,892,Détection,Nanterre échangeur,DETPXB201,Préventif extincteur,DEP201,1.0,0.0,1.0,0.0,21.0,0.0,Maintenance Préventive Extincteur Poudre 9 kg,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Nanterre échangeur"", 'Equipements par tunnel'!B:B, ""Maintenance Préventive Extincteur Poudre 9 kg"")"
893,893,Détection,Nanterre échangeur,DETPXC202,Préventif extincteur,DEP202,1.0,0.0,1.0,0.0,36.75,0.0,Maintenance Préventive Extincteur Poudre 50 kg,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Nanterre échangeur"", 'Equipements par tunnel'!B:B, ""Maintenance Préventive Extincteur Poudre 50 kg"")"
894,894,Détection,Nanterre échangeur,DETPXD203,Préventif extincteur,DEP203,1.0,0.0,1.0,8.0,15.75,126.0,Maintenance Préventive Extincteur Eau 6 L,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Nanterre échangeur"", 'Equipements par tunnel'!B:B, ""Maintenance Préventive Extincteur Eau 6 L"")"
895,895,Détection,Nanterre échangeur,DETPXE204,Préventif extincteur,DEP204,1.0,0.0,1.0,0.0,23.1,0.0,Maintenance Préventive Extincteur Eau 9 L,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Nanterre échangeur"", 'Equipements par tunnel'!B:B, ""Maintenance Préventive Extincteur Eau 9 L"")"
896,896,Détection,Nanterre échangeur,DETPXF204,Préventif extincteur,DEP205,1.0,0.0,1.0,0.0,26.25,0.0,Maintenance Préventive Extincteur CO2 2 kg,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Nanterre échangeur"", 'Equipements par tunnel'!B:B, ""Maintenance Préventive Extincteur CO2 2 kg"")"
897,897,Détection,Nanterre échangeur,DETPXG206,Préventif extincteur,DEP206,1.0,0.0,1.0,0.0,15.75,0.0,Maintenance Préventive Extincteur CO2 5 kg,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Nanterre échangeur"", 'Equipements par tunnel'!B:B, ""Maintenance Préventive Extincteur CO2 5 kg"")"
898,898,Ventilation,Nanterre échangeur,VENPEO201,Préventif des équipements de ventilation,VPO201,1.0,0.0,1.0,0.3333333333333333,40523.99,13508.0,,0.3333333333333333
899,899,Ventilation,Nanterre échangeur,VENPQA300,Maintenance préventive des équipements spécifiques,VPT300,1.0,0.0,1.0,13.0,78.85,1025.05,SURPRESSEUR ET VENTILATEUR LOCAL,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Nanterre échangeur"", 'Equipements par tunnel'!B:B, ""SURPRESSEUR ET VENTILATEUR LOCAL"")"
900,900,Ventilation,Nanterre échangeur,VENPQB301,Maintenance préventive des équipements spécifiques,VPT301,1.0,0.0,1.0,39.0,128.27,5002.53,REGISTRE,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Nanterre échangeur"", 'Equipements par tunnel'!B:B, ""REGISTRE"")"
901,901,Ventilation,Nanterre échangeur,VENPQC302,Maintenance préventive des équipements spécifiques,VPT302,1.0,0.0,1.0,0.0,449.49,0.0,,0.0
902,902,Ventilation,Nanterre échangeur,VENPQE304,Maintenance préventive des équipements spécifiques,VPT304,1.0,0.0,1.0,0.0,12.58,0.0,,0.0
903,903,Ventilation,Nanterre échangeur,VENPQF305,Maintenance préventive des équipements spécifiques,VPT305,1.0,0.0,1.0,0.0,12.58,0.0,,0.0
904,904,Vidéo,Nanterre échangeur,VIDDAI118,Maintenance préventive de la DAI du sens 1,VI MP 118,1.0,0.0,1.0,1.0,3007.56,3007.56,,1.0
905,905,Vidéo,Nanterre échangeur,VIDDAI119,Maintenance préventive de la DAI du sens 2,VI MP 119,1.0,0.0,1.0,1.0,1785.45,1785.45,,1.0
906,906,Vidéo,Nanterre échangeur,,Maintenance préventive de la DAI du sens 1,VI MP 202,1.0,0.0,1.0,1.0,804.51,804.51,,1.0
907,907,Vidéo,Nanterre échangeur,VIDCAM318,Nettoyage des caméras sens intérieur sens 1,VI MP 318,2.0,0.0,2.0,1.0,3174.6,6349.2,,1.0
908,908,Vidéo,Nanterre échangeur,VIDCAM319,Nettoyage des caméras sens intérieur sens 2,VI MP 319,2.0,0.0,2.0,1.0,1696.19,3392.38,,1.0
909,909,Vidéo,Nanterre échangeur,VIDCAM346,Nettoyage des caméras sens intérieur sens 1,VI MP 346,2.0,0.0,2.0,1.0,1696.19,3392.38,,1.0
910,910,Vidéo,Nanterre échangeur,VIDPCI409,Maintenance préventive des caméras en issues de secours,VI MP 409,1.0,0.0,1.0,1.0,170.8,170.8,,1.0
911,911,Vidéo,Nanterre échangeur,VIDPCI423,Maintenance préventive des caméras en issues de secours,VI MP 423,1.0,0.0,1.0,1.0,31.01,31.01,,1.0
912,912,Pompage,Nanterre échangeur,POMIND210,Entretien des poteaux incendie,INP305,1.0,0.0,1.0,1.0,1922.0,1922.0,,1.0
913,913,Pompage,Nanterre échangeur,POMVSP307,Visite des stations de pompage,POP307,3.0,0.0,3.0,1.0,858.61,2575.83,,1.0
914,914,Pompage,Nanterre échangeur,POMVSP308,Visite des stations de pompage,POP308,3.0,0.0,3.0,1.0,858.61,2575.83,,1.0
915,915,Pompage,Nanterre échangeur,POMVSP309,Visite des stations de pompage,POP309,3.0,0.0,3.0,1.0,858.61,2575.83,,1.0
916,916,Pompage,Nanterre échangeur,POMVSP310,Visite des stations de pompage,POP310,3.0,0.0,3.0,1.0,858.61,2575.83,,1.0
917,917,Pompage,Nanterre échangeur,POMEPO600,Entretien d'une pompe,POE600,1.0,0.0,1.0,0.0,572.06,0.0,,0.0
918,918,Pompage,Nanterre échangeur,POMESP307,Entretien des stations de pompage,POE307,1.0,0.0,1.0,2.0,1501.52,3003.04,,2.0
919,919,Pompage,Nanterre échangeur,POMESP308,Entretien des stations de pompage,POE308,1.0,0.0,1.0,2.0,1501.52,3003.04,,2.0
920,920,Pompage,Nanterre échangeur,POMESP309,Entretien des stations de pompage,POE309,1.0,0.0,1.0,2.0,1358.77,2717.54,,2.0
921,921,Pompage,Nanterre échangeur,POMESP310,Entretien des stations de pompage,POE310,1.0,0.0,1.0,2.0,1358.77,2717.54,,2.0
922,922,Pompage,Nanterre échangeur,POMERC500,Entretien autres systèmes du réseau incendie,INP500,1.0,0.0,1.0,1.0,858.61,858.61,SURPRESSEUR-INCENDIE,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Nanterre échangeur"", 'Equipements par tunnel'!B:B, ""SURPRESSEUR-INCENDIE"")"
923,923,Pompage,Nanterre échangeur,POMERD600,Entretien autres systèmes du réseau incendie,INP600,1.0,0.0,1.0,0.0,858.61,0.0,,0.0
924,924,Pompage,Nanterre échangeur,POMERE700,Entretien autres systèmes du réseau incendie,INP700,1.0,0.0,1.0,0.0,214.65,0.0,,0.0
925,925,Pompage,Nanterre échangeur,POMERF800,Entretien autres systèmes du réseau incendie,INP800,1.0,0.0,1.0,0.0,214.65,0.0,,0.0
926,926,Pompage,Nanterre échangeur,POMERG900,Entretien autres systèmes du réseau incendie,INP900,1.0,0.0,1.0,0.0,208.4,0.0,,0.0
927,927,Pompage,Nanterre échangeur,POMERG901,Entretien autres systèmes du réseau incendie,INP901,1.0,0.0,1.0,2.0,714.81,1429.62,,2.0
928,928,Bâtiment,Italie,BATCJS001,Contrôle des IS de jour,VJS001,6.0,0.0,6.0,1.0,507.0,1521.0,,1.0
929,929,Bâtiment,Italie,BATCJS002,Contrôle des IS de jour,VJS002,6.0,0.0,6.0,1.0,507.0,1521.0,,1.0
930,930,Bâtiment,Italie,BATCNS001,Contrôle des IS + niches de nuit,VNS001,6.0,0.0,6.0,1.0,1306.0,3918.0,,1.0
931,931,Bâtiment,Italie,BATCNS002,Contrôle des IS + niches de nuit,VNS002,6.0,0.0,6.0,1.0,1306.0,3918.0,,1.0
932,932,Bâtiment,Italie,BATMPS001,Préventif IS + niches,MPS001,1.0,0.0,1.0,1.0,1407.0,703.5,,1.0
933,933,Bâtiment,Italie,BATMPS002,Préventif IS + niches,MPS002,1.0,0.0,1.0,1.0,1407.0,703.5,,1.0
934,934,Propreté,Italie,PRPLTB019,Lavage d'un tube,POL019,2.0,0.0,2.0,2.0,4786.98,19147.92,,2.0
935,935,ContReg,Italie,CRGVPA106,Vérification des installations électriques,CRC106,1.0,0.0,1.0,1.0,486.45,486.45,,1.0
936,936,ContReg,Italie,CRGVPA107,Vérification des installations électriques,CRC107,1.0,0.0,1.0,1.0,864.8,864.8,,1.0
937,937,ContReg,Italie,CRGVIS109,Vérification des installations électriques,CRS109,1.0,0.0,1.0,1.0,864.8,864.8,,1.0
938,938,ContReg,Italie,CRGDLA101,Vérification des dispositifs de levage,CRC101,1.0,0.0,1.0,0.0,648.6,0.0,Dispositif de levage inférieur ou égal à 3 tonnes,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Italie"", 'Equipements par tunnel'!B:B, ""Dispositif de levage inférieur ou égal à 3 tonnes"")"
939,939,ContReg,Italie,CRGDLB102,Vérification des dispositifs de levage,CRC102,1.0,0.0,1.0,0.0,864.8,0.0,Dispositif de levage inférieur compris entre 3 et 6 tonnes,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Italie"", 'Equipements par tunnel'!B:B, ""Dispositif de levage inférieur compris entre 3 et 6 tonnes"")"
940,940,ContReg,Italie,CRGDLC103,Vérification des dispositifs de levage,CRC103,1.0,0.0,1.0,0.0,1081.0,0.0,Dispositif de levage inférieur supérieur à 6 tonnes,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Italie"", 'Equipements par tunnel'!B:B, ""Dispositif de levage inférieur supérieur à 6 tonnes"")"
941,941,Eclairage,Italie,ECLNPS005,Nettoyage des plots de jalonnement pour un sens,ECPS05,2.0,0.0,2.0,2.0,244.34,977.36,,2.0
942,942,Eclairage,Italie,ECLNES018,Nettoyage de l'éclairage pour un sens,ECPS18,2.0,0.0,2.0,2.0,1228.78,4915.12,,2.0
943,943,Eclairage,Italie,ECLRSS062,Remplacement systématiques des sources,ECPS62,0.4,0.0,0.4,2.0,1919.86,1535.89,,2.0
944,944,Eclairage,Italie,ECLRSS063,Remplacement systématiques des sources,ECPS63,0.4,0.0,0.4,2.0,1648.01,1318.41,,2.0
945,945,Eclairage,Italie,ECLRSS064,Remplacement systématiques des sources,ECPS64,0.4,0.0,0.4,2.0,2361.59,1889.27,,2.0
946,946,AEV,Italie,AEVEFS014,Essais fonctionnels pour un sens,AEFS14,2.0,0.0,2.0,2.0,383.8,1535.2,,2.0
947,947,AEV,Italie,AEVMPS024,Maintenance préventive pour un sens,AEPS24,2.0,0.0,2.0,2.0,771.3,3085.2,,2.0
948,948,AEV,Italie,AEVPLV008,Maintenance préventive prises/coffret pompier,AEV08,1.0,0.0,1.0,6.0,61.7,370.2,Niche sécurité,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Italie"", 'Equipements par tunnel'!B:B, ""Niche sécurité"")"
949,949,Automate,Italie,AUTPAB023,Préventif automates principaux et baies MESD (fiche n°3 du CCTP),AUPR23,1.0,0.0,1.0,1.0,346.22268,173.11,,1.0
950,950,Automate,Italie,AUTPAR024,Préventif armoires MESD (fiche n°4 du CCTP),AUPR24,1.0,0.0,1.0,1.0,1871.29748,935.65,MESD METIER,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Italie"", 'Equipements par tunnel'!B:B, ""MESD METIER"")"
951,951,Automate,Italie,AUTPAM047,Préventif automates métier (fiche n°5 du CCTP),AUPR47,1.0,0.0,1.0,1.0,202.4713,202.47,AUTOMATE METIER,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Italie"", 'Equipements par tunnel'!B:B, ""AUTOMATE METIER"")"
952,952,Automate,Italie,AUTPAR048,Préventif armoires MESD (fiche n°4 du CCTP),AUPR48,1.0,0.0,1.0,0.0,91.39855,0.0,MESD METIER,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Italie"", 'Equipements par tunnel'!B:B, ""MESD METIER"")"
953,953,PAU/TSE,Italie,RTSPPS002,Maintenance préventive de l'ensemble des PAU du tunnel,RAU-PS02,4.0,0.0,4.0,1.0,2208.71,4417.42,,1.0
954,954,PAU/TSE,Italie,RTSPTS002,Maintenance préventive de l'ensemble des TSE du tunnel,TSE-PS02,4.0,0.0,4.0,1.0,584.79,1169.58,,1.0
955,955,Onduleur,Italie,ONDPOA001,Maintenance préventive d'un onduleur,ONP001,1.0,0.0,1.0,0.0,304.01,0.0,Maintenance préventive Onduleur ≤ 60 kVA,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Italie"", 'Equipements par tunnel'!B:B, ""Maintenance préventive Onduleur ≤ 60 kVA"")"
