,Unnamed: 0,mar_diminutif,tunnel,prdp_code,prod_groupe,ref_prix,freq_annuelle,ajust_freq_suppl,frq_totale,nb_equipe,cout_ht,cout_total,equipements,nomb_equipe
256,256,Bâtiment,Neuilly,BATCNO010,Contrôle des IS + niches de nuit,VNO010,6.0,0.0,6.0,0.3333333333333333,4570.0,9140.0,,0.3333333333333333
257,257,Bâtiment,Neuilly,BATCNO011,Contrôle des IS + niches de nuit,VNO011,6.0,0.0,6.0,0.3333333333333333,4570.0,9140.0,,0.3333333333333333
258,258,Bâtiment,Neuilly,BATMPO010,Préventif IS + niches,MPO010,1.0,0.0,1.0,0.3333333333333333,4926.0,1642.0,,0.3333333333333333
259,259,Bâtiment,Neuilly,BATMPO011,Préventif IS + niches,MPO011,1.0,0.0,1.0,0.3333333333333333,4926.0,1642.0,,0.3333333333333333
260,260,Propreté,Neuilly,PRPLTB008,Lavage d'un tube,POL008,2.0,0.0,2.0,2.0,4786.98,19147.92,,2.0
261,261,ContReg,Neuilly,CRGVPA106,Vérification des installations électriques,CRC106,1.0,0.0,1.0,1.0,486.45,486.45,,1.0
262,262,ContReg,Neuilly,CRGVPA107,Vérification des installations électriques,CRC107,1.0,0.0,1.0,1.0,864.8,864.8,,1.0
263,263,ContReg,Neuilly,CRGVIO102,Vérification des installations électriques,CRO102,1.0,0.0,1.0,2.0,648.6,1297.2,,2.0
264,264,ContReg,Neuilly,CRGDLA101,Vérification des dispositifs de levage,CRC101,1.0,0.0,1.0,0.0,648.6,0.0,Dispositif de levage inférieur ou égal à 3 tonnes,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Neuilly"", 'Equipements par tunnel'!B:B, ""Dispositif de levage inférieur ou égal à 3 tonnes"")"
265,265,ContReg,Neuilly,CRGDLB102,Vérification des dispositifs de levage,CRC102,1.0,0.0,1.0,2.0,864.8,1729.6,Dispositif de levage inférieur compris entre 3 et 6 tonnes,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Neuilly"", 'Equipements par tunnel'!B:B, ""Dispositif de levage inférieur compris entre 3 et 6 tonnes"")"
266,266,ContReg,Neuilly,CRGDLC103,Vérification des dispositifs de levage,CRC103,1.0,0.0,1.0,0.0,1081.0,0.0,Dispositif de levage inférieur supérieur à 6 tonnes,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Neuilly"", 'Equipements par tunnel'!B:B, ""Dispositif de levage inférieur supérieur à 6 tonnes"")"
267,267,Eclairage,Neuilly,ECLNPO006,Nettoyage des plots de jalonnement pour un sens,ECPO06,2.0,0.0,2.0,2.0,350.41,1401.64,,2.0
268,268,Eclairage,Neuilly,ECLNEO020,Nettoyage de l'éclairage pour un sens,ECPO20,2.0,0.0,2.0,2.0,1833.72,7334.88,,2.0
269,269,Eclairage,Neuilly,ECLRSO059,Remplacement systématiques des sources,ECPO59,0.4,0.0,0.4,2.0,3262.03,2609.62,,2.0
270,270,Eclairage,Neuilly,ECLRSO060,Remplacement systématiques des sources,ECPO60,0.4,0.0,0.4,2.0,3262.03,2609.62,,2.0
271,271,Eclairage,Neuilly,ECLRSO061,Remplacement systématiques des sources,ECPO61,0.4,0.0,0.4,2.0,6660.0,5328.0,,2.0
272,272,AEV,Neuilly,AEVEFO016,Essais fonctionnels pour un sens,AEFO16,2.0,0.0,2.0,2.0,472.07,1888.28,,2.0
273,273,AEV,Neuilly,AEVMPO016,Maintenance préventive pour un sens,AEPO16,2.0,0.0,2.0,2.0,1067.31,4269.24,,2.0
274,274,AEV,Neuilly,AEVPLV008,Maintenance préventive prises/coffret pompier,AEV08,1.0,0.0,1.0,6.0,61.7,370.2,Niche sécurité,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Neuilly"", 'Equipements par tunnel'!B:B, ""Niche sécurité"")"
275,275,Automate,Neuilly,AUTPAB001,Préventif automates principaux et baies MESD (fiche n°3 du CCTP),AUPR01,1.0,0.0,1.0,1.0,298.86,298.86,,1.0
276,276,Automate,Neuilly,AUTPAR002,Préventif armoires MESD (fiche n°4 du CCTP),AUPR02,1.0,0.0,1.0,1.0,360.05947999999995,360.06,MESD METIER,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Neuilly"", 'Equipements par tunnel'!B:B, ""MESD METIER"")"
277,277,Automate,Neuilly,AUTPAM047,Préventif automates métier (fiche n°5 du CCTP),AUPR47,1.0,0.0,1.0,0.0,202.4713,0.0,AUTOMATE METIER,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Neuilly"", 'Equipements par tunnel'!B:B, ""AUTOMATE METIER"")"
278,278,Automate,Neuilly,AUTPAR048,Préventif armoires MESD (fiche n°4 du CCTP),AUPR48,1.0,0.0,1.0,0.0,91.39855,0.0,MESD METIER,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Neuilly"", 'Equipements par tunnel'!B:B, ""MESD METIER"")"
279,279,PAU/TSE,Neuilly,RTSPPO004,Maintenance préventive de l'ensemble des PAU du tunnel,RAU-PO04,4.0,0.0,4.0,1.0,350.13,1400.52,,1.0
280,280,PAU/TSE,Neuilly,RTSPTO004,Maintenance préventive de l'ensemble des TSE du tunnel,TSE-PO04,4.0,0.0,4.0,1.0,179.94,719.76,,1.0
281,281,Onduleur,Neuilly,ONDPOA001,Maintenance préventive d'un onduleur,ONP001,1.0,0.0,1.0,0.0,304.01,0.0,Maintenance préventive Onduleur ≤ 60 kVA,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Neuilly"", 'Equipements par tunnel'!B:B, ""Maintenance préventive Onduleur ≤ 60 kVA"")"
282,282,Onduleur,Neuilly,ONDPOB002,Maintenance préventive d'un onduleur,ONP002,1.0,0.0,1.0,2.0,337.95,675.9,Maintenance préventive Onduleur 61 kVA --> 160 kVA,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Neuilly"", 'Equipements par tunnel'!B:B, ""Maintenance préventive Onduleur 61 kVA --> 160 kVA"")"
283,283,Onduleur,Neuilly,ONDPOC003,Maintenance préventive d'un onduleur,ONP003,1.0,0.0,1.0,0.0,371.88,0.0,Maintenance préventive Onduleur > 160 kVA,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Neuilly"", 'Equipements par tunnel'!B:B, ""Maintenance préventive Onduleur > 160 kVA"")"
284,284,Onduleur,Neuilly,ONDMPA004,Maintenance préventive d'un atelier d'énergie,ONP004,1.0,0.0,1.0,0.0,185.94,0.0,,0.0
285,285,Onduleur,Neuilly,ONDPLV005,Plus-value pour dépollution,ONP005,0.5,0.0,0.5,0.0,414.3,0.0,,0.0
286,286,Détection,Neuilly,DETPCA009,"Préventif d'un tube des capteurs atmosphériques (opacimètres, CO, NO, NO², smokecheck, anémomètres)",DEP009,4.0,0.0,4.0,2.0,2803.5,22428.0,,2.0
287,287,Détection,Neuilly,DETPLV027,Préventif luminancemètre,DEP027,1.0,0.0,1.0,0.0,24.15,0.0,LUMANDAR+LUMINANCEMETRE,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Neuilly"", 'Equipements par tunnel'!B:B, ""LUMANDAR+LUMINANCEMETRE"")"
288,288,Détection,Neuilly,DETPDI100,Préventif détection incendie,DEP100,1.0,0.0,1.0,1.0,347.55,347.55,,1.0
289,289,Détection,Neuilly,DETPXA200,Préventif extincteur,DEP200,1.0,0.0,1.0,20.0,33.6,672.0,Maintenance Préventive Extincteur Poudre 6 kg,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Neuilly"", 'Equipements par tunnel'!B:B, ""Maintenance Préventive Extincteur Poudre 6 kg"")"
290,290,Détection,Neuilly,DETPXB201,Préventif extincteur,DEP201,1.0,0.0,1.0,1.0,21.0,21.0,Maintenance Préventive Extincteur Poudre 9 kg,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Neuilly"", 'Equipements par tunnel'!B:B, ""Maintenance Préventive Extincteur Poudre 9 kg"")"
291,291,Détection,Neuilly,DETPXC202,Préventif extincteur,DEP202,1.0,0.0,1.0,0.0,36.75,0.0,Maintenance Préventive Extincteur Poudre 50 kg,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Neuilly"", 'Equipements par tunnel'!B:B, ""Maintenance Préventive Extincteur Poudre 50 kg"")"
292,292,Détection,Neuilly,DETPXD203,Préventif extincteur,DEP203,1.0,0.0,1.0,1.0,15.75,15.75,Maintenance Préventive Extincteur Eau 6 L,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Neuilly"", 'Equipements par tunnel'!B:B, ""Maintenance Préventive Extincteur Eau 6 L"")"
293,293,Détection,Neuilly,DETPXE204,Préventif extincteur,DEP204,1.0,0.0,1.0,0.0,23.1,0.0,Maintenance Préventive Extincteur Eau 9 L,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Neuilly"", 'Equipements par tunnel'!B:B, ""Maintenance Préventive Extincteur Eau 9 L"")"
294,294,Détection,Neuilly,DETPXF204,Préventif extincteur,DEP205,1.0,0.0,1.0,0.0,26.25,0.0,Maintenance Préventive Extincteur CO2 2 kg,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Neuilly"", 'Equipements par tunnel'!B:B, ""Maintenance Préventive Extincteur CO2 2 kg"")"
295,295,Détection,Neuilly,DETPXG206,Préventif extincteur,DEP206,1.0,0.0,1.0,8.0,15.75,126.0,Maintenance Préventive Extincteur CO2 5 kg,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Neuilly"", 'Equipements par tunnel'!B:B, ""Maintenance Préventive Extincteur CO2 5 kg"")"
296,296,Ventilation,Neuilly,VENPEO202,Préventif des équipements de ventilation,VPO202,1.0,0.0,1.0,1.0,1678.55,1678.55,,1.0
297,297,Ventilation,Neuilly,VENPQA300,Maintenance préventive des équipements spécifiques,VPT300,1.0,0.0,1.0,2.0,78.85,157.7,SURPRESSEUR ET VENTILATEUR LOCAL,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Neuilly"", 'Equipements par tunnel'!B:B, ""SURPRESSEUR ET VENTILATEUR LOCAL"")"
298,298,Ventilation,Neuilly,VENPQB301,Maintenance préventive des équipements spécifiques,VPT301,1.0,0.0,1.0,4.0,128.27,513.08,REGISTRE,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Neuilly"", 'Equipements par tunnel'!B:B, ""REGISTRE"")"
299,299,Ventilation,Neuilly,VENPQC302,Maintenance préventive des équipements spécifiques,VPT302,1.0,0.0,1.0,0.0,449.49,0.0,,0.0
300,300,Ventilation,Neuilly,VENPQE304,Maintenance préventive des équipements spécifiques,VPT304,1.0,0.0,1.0,0.0,12.58,0.0,,0.0
301,301,Ventilation,Neuilly,VENPQF305,Maintenance préventive des équipements spécifiques,VPT305,1.0,0.0,1.0,0.0,12.58,0.0,,0.0
302,302,Vidéo,Neuilly,VIDDAI116,Maintenance préventive de la DAI du sens 1,VI MP 116,1.0,0.0,1.0,1.0,1785.45,1785.45,,1.0
303,303,Vidéo,Neuilly,VIDDAI117,Maintenance préventive de la DAI du sens 2,VI MP 117,1.0,0.0,1.0,1.0,1785.45,1785.45,,1.0
304,304,Vidéo,Neuilly,VIDCAM316,Nettoyage des caméras sens intérieur sens 1,VI MP 316,2.0,0.0,2.0,1.0,1696.19,3392.38,,1.0
305,305,Vidéo,Neuilly,VIDCAM317,Nettoyage des caméras sens intérieur sens 2,VI MP 317,2.0,0.0,2.0,1.0,1696.19,3392.38,,1.0
306,306,Vidéo,Neuilly,VIDPCI408,Maintenance préventive des caméras en issues de secours,VI MP 408,1.0,0.0,1.0,1.0,62.12,62.12,,1.0
307,307,Pompage,Neuilly,,,,1.0,0.0,1.0,1.0,0.0,0.0,,1.0
308,308,Pompage,Neuilly,,,,3.0,0.0,3.0,1.0,0.0,0.0,,1.0
309,309,Pompage,Neuilly,POMEPO600,Entretien d'une pompe,POE600,1.0,0.0,1.0,0.0,572.06,0.0,,0.0
310,310,Pompage,Neuilly,,,,1.0,0.0,1.0,2.0,0.0,0.0,,2.0
311,311,Pompage,Neuilly,POMERC500,Entretien autres systèmes du réseau incendie,INP500,1.0,0.0,1.0,0.0,858.61,0.0,SURPRESSEUR-INCENDIE,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Neuilly"", 'Equipements par tunnel'!B:B, ""SURPRESSEUR-INCENDIE"")"
312,312,Pompage,Neuilly,POMERD600,Entretien autres systèmes du réseau incendie,INP600,1.0,0.0,1.0,0.0,858.61,0.0,,0.0
313,313,Pompage,Neuilly,POMERE700,Entretien autres systèmes du réseau incendie,INP700,1.0,0.0,1.0,0.0,214.65,0.0,,0.0
314,314,Pompage,Neuilly,POMERF800,Entretien autres systèmes du réseau incendie,INP800,1.0,0.0,1.0,0.0,214.65,0.0,,0.0
315,315,Pompage,Neuilly,POMERG900,Entretien autres systèmes du réseau incendie,INP900,1.0,0.0,1.0,0.0,208.4,0.0,,0.0
316,316,Pompage,Neuilly,POMERG901,Entretien autres systèmes du réseau incendie,INP901,1.0,0.0,1.0,2.0,714.81,1429.62,,2.0
317,317,Bâtiment,Fontenay,BATCJN004,Contrôle des IS de jour,VJO004,6.0,0.0,6.0,2.0,507.0,6084.0,,2.0
318,318,Bâtiment,Fontenay,BATCJN005,Contrôle des IS de jour,VJO005,6.0,0.0,6.0,2.0,507.0,6084.0,,2.0
319,319,Bâtiment,Fontenay,BATCNO004,Contrôle des IS + niches de nuit,VNO004,6.0,0.0,6.0,2.0,1306.0,15672.0,,2.0
320,320,Bâtiment,Fontenay,BATCNO005,Contrôle des IS + niches de nuit,VNO005,6.0,0.0,6.0,2.0,1306.0,15672.0,,2.0
321,321,Bâtiment,Fontenay,BATMPO004,Préventif IS + niches,MPO004,1.0,0.0,1.0,2.0,1407.0,2814.0,,2.0
322,322,Bâtiment,Fontenay,BATMPO005,Préventif IS + niches,MPO005,1.0,0.0,1.0,2.0,1407.0,2814.0,,2.0
323,323,Propreté,Fontenay,PRPLTB002,Lavage d'un tube,POL002,2.0,0.0,2.0,2.0,7700.59,30802.36,,2.0
324,324,ContReg,Fontenay,CRGVPA106,Vérification des installations électriques,CRC106,1.0,0.0,1.0,1.0,486.45,486.45,,1.0
325,325,ContReg,Fontenay,CRGVPA107,Vérification des installations électriques,CRC107,1.0,0.0,1.0,1.0,864.8,864.8,,1.0
326,326,ContReg,Fontenay,CRGVIO122,Vérification des installations électriques,CRO122,1.0,0.0,1.0,1.0,432.4,432.4,,1.0
327,327,ContReg,Fontenay,CRGDLA101,Vérification des dispositifs de levage,CRC101,1.0,0.0,1.0,0.0,648.6,0.0,Dispositif de levage inférieur ou égal à 3 tonnes,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Fontenay"", 'Equipements par tunnel'!B:B, ""Dispositif de levage inférieur ou égal à 3 tonnes"")"
328,328,ContReg,Fontenay,CRGDLB102,Vérification des dispositifs de levage,CRC102,1.0,0.0,1.0,0.0,864.8,0.0,Dispositif de levage inférieur compris entre 3 et 6 tonnes,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Fontenay"", 'Equipements par tunnel'!B:B, ""Dispositif de levage inférieur compris entre 3 et 6 tonnes"")"
329,329,ContReg,Fontenay,CRGDLC103,Vérification des dispositifs de levage,CRC103,1.0,0.0,1.0,0.0,1081.0,0.0,Dispositif de levage inférieur supérieur à 6 tonnes,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Fontenay"", 'Equipements par tunnel'!B:B, ""Dispositif de levage inférieur supérieur à 6 tonnes"")"
330,330,Eclairage,Fontenay,ECLNPB003,Nettoyage des plots de jalonnement pour un sens,ECPB03,2.0,0.0,2.0,2.0,162.9,651.6,,2.0
331,331,Eclairage,Fontenay,ECLNEB014,Nettoyage de l'éclairage pour un sens,ECPB14,2.0,0.0,2.0,2.0,3265.72,13062.88,,2.0
332,332,Eclairage,Fontenay,ECLRSB057,Remplacement systématiques des sources,ECPB57,0.4,0.0,0.4,2.0,3058.17,2446.54,,2.0
333,333,Eclairage,Fontenay,ECLRSB058,Remplacement systématiques des sources,ECPB58,0.4,0.0,0.4,2.0,3024.2,2419.36,,2.0
334,334,Eclairage,Fontenay,ECLRSB059,Remplacement systématiques des sources,ECPB59,0.4,0.0,0.4,2.0,5657.62,4526.1,,2.0
335,335,AEV,Fontenay,AEVEFB012,Essais fonctionnels pour un sens,AEFB12,2.0,0.0,2.0,2.0,397.62,1590.48,,2.0
336,336,AEV,Fontenay,AEVMPB012,Maintenance préventive pour un sens,AEPB12,2.0,0.0,2.0,2.0,794.03,3176.12,,2.0
337,337,AEV,Fontenay,AEVPLV008,Maintenance préventive prises/coffret pompier,AEV08,1.0,0.0,1.0,16.0,61.7,987.2,Niche sécurité,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Fontenay"", 'Equipements par tunnel'!B:B, ""Niche sécurité"")"
338,338,Automate,Fontenay,AUTPAB017,Préventif automates principaux et baies MESD (fiche n°3 du CCTP),AUPR17,1.0,0.0,1.0,1.0,320.77594,320.78,,1.0
339,339,Automate,Fontenay,AUTPAR018,Préventif armoires MESD (fiche n°4 du CCTP),AUPR18,1.0,0.0,1.0,1.0,711.42772,711.43,MESD METIER,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Fontenay"", 'Equipements par tunnel'!B:B, ""MESD METIER"")"
340,340,Automate,Fontenay,AUTPAM047,Préventif automates métier (fiche n°5 du CCTP),AUPR47,1.0,0.0,1.0,1.0,202.4713,202.47,AUTOMATE METIER,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Fontenay"", 'Equipements par tunnel'!B:B, ""AUTOMATE METIER"")"
341,341,Automate,Fontenay,AUTPAR048,Préventif armoires MESD (fiche n°4 du CCTP),AUPR48,1.0,0.0,1.0,0.0,91.39855,0.0,MESD METIER,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Fontenay"", 'Equipements par tunnel'!B:B, ""MESD METIER"")"
342,342,PAU/TSE,Fontenay,RTSPPO007,Maintenance préventive de l'ensemble des PAU du tunnel,RAU-PO07,4.0,0.0,4.0,1.0,700.25,2801.0,,1.0
343,343,PAU/TSE,Fontenay,RTSPTO007,Maintenance préventive de l'ensemble des TSE du tunnel,TSE-PO07,4.0,0.0,4.0,1.0,179.94,719.76,,1.0
344,344,Onduleur,Fontenay,ONDPOA001,Maintenance préventive d'un onduleur,ONP001,1.0,0.0,1.0,1.0,304.01,304.01,Maintenance préventive Onduleur ≤ 60 kVA,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Fontenay"", 'Equipements par tunnel'!B:B, ""Maintenance préventive Onduleur ≤ 60 kVA"")"
345,345,Onduleur,Fontenay,ONDPOB002,Maintenance préventive d'un onduleur,ONP002,1.0,0.0,1.0,0.0,337.95,0.0,Maintenance préventive Onduleur 61 kVA --> 160 kVA,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Fontenay"", 'Equipements par tunnel'!B:B, ""Maintenance préventive Onduleur 61 kVA --> 160 kVA"")"
346,346,Onduleur,Fontenay,ONDPOC003,Maintenance préventive d'un onduleur,ONP003,1.0,0.0,1.0,0.0,371.88,0.0,Maintenance préventive Onduleur > 160 kVA,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Fontenay"", 'Equipements par tunnel'!B:B, ""Maintenance préventive Onduleur > 160 kVA"")"
347,347,Onduleur,Fontenay,ONDMPA004,Maintenance préventive d'un atelier d'énergie,ONP004,1.0,0.0,1.0,0.0,185.94,0.0,,0.0
348,348,Onduleur,Fontenay,ONDPLV005,Plus-value pour dépollution,ONP005,0.5,0.0,0.5,1.0,414.3,207.15,,1.0
349,349,Détection,Fontenay,DETPCA002,"Préventif d'un tube des capteurs atmosphériques (opacimètres, CO, NO, NO², smokecheck, anémomètres)",DEP002,4.0,0.0,4.0,2.0,2929.5,23436.0,,2.0
350,350,Détection,Fontenay,DETPLV027,Préventif luminancemètre,DEP027,1.0,0.0,1.0,2.0,24.15,48.3,LUMANDAR+LUMINANCEMETRE,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Fontenay"", 'Equipements par tunnel'!B:B, ""LUMANDAR+LUMINANCEMETRE"")"
351,351,Détection,Fontenay,DETPDI100,Préventif détection incendie,DEP100,1.0,0.0,1.0,1.0,347.55,347.55,,1.0
352,352,Détection,Fontenay,DETPXA200,Préventif extincteur,DEP200,1.0,0.0,1.0,24.0,33.6,806.4,Maintenance Préventive Extincteur Poudre 6 kg,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Fontenay"", 'Equipements par tunnel'!B:B, ""Maintenance Préventive Extincteur Poudre 6 kg"")"
353,353,Détection,Fontenay,DETPXB201,Préventif extincteur,DEP201,1.0,0.0,1.0,0.0,21.0,0.0,Maintenance Préventive Extincteur Poudre 9 kg,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Fontenay"", 'Equipements par tunnel'!B:B, ""Maintenance Préventive Extincteur Poudre 9 kg"")"
354,354,Détection,Fontenay,DETPXC202,Préventif extincteur,DEP202,1.0,0.0,1.0,0.0,36.75,0.0,Maintenance Préventive Extincteur Poudre 50 kg,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Fontenay"", 'Equipements par tunnel'!B:B, ""Maintenance Préventive Extincteur Poudre 50 kg"")"
355,355,Détection,Fontenay,DETPXD203,Préventif extincteur,DEP203,1.0,0.0,1.0,0.0,15.75,0.0,Maintenance Préventive Extincteur Eau 6 L,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Fontenay"", 'Equipements par tunnel'!B:B, ""Maintenance Préventive Extincteur Eau 6 L"")"
356,356,Détection,Fontenay,DETPXE204,Préventif extincteur,DEP204,1.0,0.0,1.0,0.0,23.1,0.0,Maintenance Préventive Extincteur Eau 9 L,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Fontenay"", 'Equipements par tunnel'!B:B, ""Maintenance Préventive Extincteur Eau 9 L"")"
357,357,Détection,Fontenay,DETPXF204,Préventif extincteur,DEP205,1.0,0.0,1.0,0.0,26.25,0.0,Maintenance Préventive Extincteur CO2 2 kg,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Fontenay"", 'Equipements par tunnel'!B:B, ""Maintenance Préventive Extincteur CO2 2 kg"")"
358,358,Détection,Fontenay,DETPXG206,Préventif extincteur,DEP206,1.0,0.0,1.0,0.0,15.75,0.0,Maintenance Préventive Extincteur CO2 5 kg,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Fontenay"", 'Equipements par tunnel'!B:B, ""Maintenance Préventive Extincteur CO2 5 kg"")"
359,359,Ventilation,Fontenay,VENPEB201,Préventif des équipements de ventilation,VPB201,1.0,0.0,1.0,1.0,1925.53,1925.53,,1.0
360,360,Ventilation,Fontenay,VENPQA300,Maintenance préventive des équipements spécifiques,VPT300,1.0,0.0,1.0,0.0,78.85,0.0,SURPRESSEUR ET VENTILATEUR LOCAL,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Fontenay"", 'Equipements par tunnel'!B:B, ""SURPRESSEUR ET VENTILATEUR LOCAL"")"
361,361,Ventilation,Fontenay,VENPQB301,Maintenance préventive des équipements spécifiques,VPT301,1.0,0.0,1.0,10.0,128.27,1282.7,REGISTRE,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Fontenay"", 'Equipements par tunnel'!B:B, ""REGISTRE"")"
362,362,Ventilation,Fontenay,VENPQC302,Maintenance préventive des équipements spécifiques,VPT302,1.0,0.0,1.0,0.0,449.49,0.0,,0.0
363,363,Ventilation,Fontenay,VENPQE304,Maintenance préventive des équipements spécifiques,VPT304,1.0,0.0,1.0,0.0,12.58,0.0,,0.0
364,364,Ventilation,Fontenay,VENPQF305,Maintenance préventive des équipements spécifiques,VPT305,1.0,0.0,1.0,0.0,12.58,0.0,,0.0
365,365,Vidéo,Fontenay,VIDDAI130,Maintenance préventive de la DAI du sens 1,VI MP 130,1.0,0.0,1.0,1.0,1785.45,1785.45,,1.0
366,366,Vidéo,Fontenay,VIDDAI131,Maintenance préventive de la DAI du sens 2,VI MP 131,1.0,0.0,1.0,1.0,1785.45,1785.45,,1.0
367,367,Vidéo,Fontenay,VIDCAM330,Nettoyage des caméras sens intérieur sens 1,VI MP 330,2.0,0.0,2.0,1.0,1696.19,3392.38,,1.0
368,368,Vidéo,Fontenay,VIDCAM331,Nettoyage des caméras sens intérieur sens 2,VI MP 331,2.0,0.0,2.0,1.0,1696.19,3392.38,,1.0
369,369,Vidéo,Fontenay,VIDPCI415,Maintenance préventive des caméras en issues de secours,VI MP 415,1.0,0.0,1.0,1.0,31.01,31.01,,1.0
370,370,Pompage,Fontenay,POMIND211,Entretien des poteaux incendie,INP306,1.0,0.0,1.0,1.0,1922.0,1922.0,,1.0
371,371,Pompage,Fontenay,,,,3.0,0.0,3.0,1.0,0.0,0.0,,1.0
372,372,Pompage,Fontenay,POMEPO600,Entretien d'une pompe,POE600,1.0,0.0,1.0,0.0,572.06,0.0,,0.0
373,373,Pompage,Fontenay,,,,1.0,0.0,1.0,0.0,0.0,0.0,,0.0
374,374,Pompage,Fontenay,POMERC500,Entretien autres systèmes du réseau incendie,INP500,1.0,0.0,1.0,0.0,858.61,0.0,SURPRESSEUR-INCENDIE,"=SUMIFS('Equipements par tunnel'!C:C, 'Equipements par tunnel'!A:A, ""Fontenay"", 'Equipements par tunnel'!B:B, ""SURPRESSEUR-INCENDIE"")"
375,375,Pompage,Fontenay,POMERD600,Entretien autres systèmes du réseau incendie,INP600,1.0,0.0,1.0,0.0,858.61,0.0,,0.0
376,376,Pompage,Fontenay,POMERE700,Entretien autres systèmes du réseau incendie,INP700,1.0,0.0,1.0,0.0,214.65,0.0,,0.0
377,377,Pompage,Fontenay,POMERF800,Entretien autres systèmes du réseau incendie,INP800,1.0,0.0,1.0,0.0,214.65,0.0,,0.0
378,378,Pompage,Fontenay,POMERG900,Entretien autres systèmes du réseau incendie,INP900,1.0,0.0,1.0,0.0,208.4,0.0,,0.0
379,379,Pompage,Fontenay,POMERG901,Entretien autres systèmes du réseau incendie,INP901,1.0,0.0,1.0,0.0,714.81,0.0,,0.0
380,380,Bâtiment,Guy Môquet,BATCJE005,Contrôle des IS de jour,VJE005,6.0,0.0,6.0,0.5,1522.0,4566.0,,0.5
381,381,Bâtiment,Guy Môquet,BATCJE006,Contrôle des IS de jour,VJE006,6.0,0.0,6.0,0.5,1522.0,4566.0,,0.5
382,382,Bâtiment,Guy Môquet,BATCNE005,Contrôle des IS + niches de nuit,VNE005,6.0,0.0,6.0,0.5,2611.0,7833.0,,0.5
383,383,Bâtiment,Guy Môquet,BATCNE006,Contrôle des IS + niches de nuit,VNE006,6.0,0.0,6.0,0.5,2611.0,7833.0,,0.5
