,tunnel,mar_diminutif,prdp_code,prod_groupe,ref_prix,form_typ,frq_totale,nb_equipe,coeff,cout_ht,cout_total
383,Nanterre échangeur,Onduleur,ONDPLV005,Plus-value pour dépollution,ONP005,direct_reference,0.5,2.0,1.0,414.3,414.3
384,Nanterre échangeur,Détection,DETPCA007,"Préventif d'un tube des capteurs atmosphériques (opacimètres, CO, NO, NO², smokecheck, anémomètres)",DEP007,direct_reference,4.0,2.0,1.0,4077.15,32617.2
385,Nanterre échangeur,Détection,DETPLV027,Préventif luminancemètre,DEP027,direct_reference,1.0,4.0,1.0,24.15,96.6
386,Nanterre échangeur,Détection,DETPDI100,Préventif détection incendie,DEP100,direct_reference,1.0,1.0,1.0,347.55,347.55
387,Nanterre échangeur,Détection,DETPXA200,Préventif extincteur,DEP200,direct_reference,1.0,26.0,1.0,33.6,873.6
388,Nanterre échangeur,Détection,DETPXB201,Préventif extincteur,DEP201,direct_reference,1.0,0.0,1.0,21.0,0.0
389,Nanterre échangeur,Détection,DETPXC202,Préventif extincteur,DEP202,direct_reference,1.0,0.0,1.0,36.75,0.0
390,Nanterre échangeur,Détection,DETPXD203,Préventif extincteur,DEP203,direct_reference,1.0,8.0,1.0,15.75,126.0
391,Nanterre échangeur,Détection,DETPXE204,Préventif extincteur,DEP204,direct_reference,1.0,0.0,1.0,23.1,0.0
392,Nanterre échangeur,Détection,DETPXF204,Préventif extincteur,DEP205,direct_reference,1.0,0.0,1.0,26.25,0.0
393,Nanterre échangeur,Détection,DETPXG206,Préventif extincteur,DEP206,direct_reference,1.0,0.0,1.0,15.75,0.0
394,Nanterre échangeur,Ventilation,VENPEO201,Préventif des équipements de ventilation,VPO201,direct_reference,1.0,0.3333333333333333,1.0,40523.99,13508.0
395,Nanterre échangeur,Ventilation,VENPQA300,Maintenance préventive des équipements spécifiques,VPT300,direct_reference,1.0,13.0,1.0,78.85,1025.05
396,Nanterre échangeur,Ventilation,VENPQB301,Maintenance préventive des équipements spécifiques,VPT301,direct_reference,1.0,39.0,1.0,128.27,5002.53
397,Nanterre échangeur,Ventilation,VENPQC302,Maintenance préventive des équipements spécifiques,VPT302,direct_reference,1.0,0.0,1.0,449.49,0.0
398,Nanterre échangeur,Ventilation,VENPQE304,Maintenance préventive des équipements spécifiques,VPT304,direct_reference,1.0,0.0,1.0,12.58,0.0
399,Nanterre échangeur,Ventilation,VENPQF305,Maintenance préventive des équipements spécifiques,VPT305,direct_reference,1.0,0.0,1.0,12.58,0.0
400,Nanterre échangeur,Vidéo,VIDDAI118,Maintenance préventive de la DAI du sens 1,VI MP 118,sum_3,1.0,1.0,1.0,3007.56,3007.56
401,Nanterre échangeur,Vidéo,VIDDAI119,Maintenance préventive de la DAI du sens 2,VI MP 119,sum_3,1.0,1.0,1.0,1785.45,1785.45
402,Nanterre échangeur,Vidéo,,Maintenance préventive de la DAI du sens 1,VI MP 202,sum_3,1.0,1.0,1.0,804.51,804.51
403,Nanterre échangeur,Vidéo,VIDCAM318,Nettoyage des caméras sens intérieur sens 1,VI MP 318,sum_3,2.0,1.0,1.0,3174.6,6349.2
404,Nanterre échangeur,Vidéo,VIDCAM319,Nettoyage des caméras sens intérieur sens 2,VI MP 319,sum_3,2.0,1.0,1.0,1696.19,3392.38
405,Nanterre échangeur,Vidéo,VIDCAM346,Nettoyage des caméras sens intérieur sens 1,VI MP 346,sum_3,2.0,1.0,1.0,1696.19,3392.38
406,Nanterre échangeur,Vidéo,VIDPCI409,Maintenance préventive des caméras en issues de secours,VI MP 409,sum_2,1.0,1.0,1.0,170.8,170.8
407,Nanterre échangeur,Vidéo,VIDPCI423,Maintenance préventive des caméras en issues de secours,VI MP 423,sum_2,1.0,1.0,1.0,31.01,31.01
408,Nanterre échangeur,Pompage,POMIND210,Entretien des poteaux incendie,INP305,direct_reference,1.0,1.0,1.0,1922.0,1922.0
409,Nanterre échangeur,Pompage,POMVSP307,Visite des stations de pompage,POP307,sum_4,3.0,1.0,1.0,858.61,2575.83
410,Nanterre échangeur,Pompage,POMVSP308,Visite des stations de pompage,POP308,sum_4,3.0,1.0,1.0,858.61,2575.83
411,Nanterre échangeur,Pompage,POMVSP309,Visite des stations de pompage,POP309,sum_4,3.0,1.0,1.0,858.61,2575.83
412,Nanterre échangeur,Pompage,POMVSP310,Visite des stations de pompage,POP310,sum_4,3.0,1.0,1.0,858.61,2575.83
413,Nanterre échangeur,Pompage,POMEPO600,Entretien d'une pompe,POE600,direct_reference,1.0,0.0,1.0,572.06,0.0
414,Nanterre échangeur,Pompage,POMESP307,Entretien des stations de pompage,POE307,sum_4,1.0,2.0,1.0,1501.52,3003.04
415,Nanterre échangeur,Pompage,POMESP308,Entretien des stations de pompage,POE308,sum_4,1.0,2.0,1.0,1501.52,3003.04
416,Nanterre échangeur,Pompage,POMESP309,Entretien des stations de pompage,POE309,sum_4,1.0,2.0,1.0,1358.77,2717.54
417,Nanterre échangeur,Pompage,POMESP310,Entretien des stations de pompage,POE310,sum_4,1.0,2.0,1.0,1358.77,2717.54
418,Nanterre échangeur,Pompage,POMERC500,Entretien autres systèmes du réseau incendie,INP500,direct_reference,1.0,1.0,1.0,858.61,858.61
419,Nanterre échangeur,Pompage,POMERD600,Entretien autres systèmes du réseau incendie,INP600,direct_reference,1.0,0.0,1.0,858.61,0.0
420,Nanterre échangeur,Pompage,POMERE700,Entretien autres systèmes du réseau incendie,INP700,direct_reference,1.0,0.0,1.0,214.65,0.0
421,Nanterre échangeur,Pompage,POMERF800,Entretien autres systèmes du réseau incendie,INP800,direct_reference,1.0,0.0,1.0,214.65,0.0
422,Nanterre échangeur,Pompage,POMERG900,Entretien autres systèmes du réseau incendie,INP900,direct_reference,1.0,0.0,1.0,208.4,0.0
423,Nanterre échangeur,Pompage,POMERG901,Entretien autres systèmes du réseau incendie,INP901,direct_reference,1.0,2.0,1.0,714.81,1429.62
424,Fontenay,Bâtiment,BATCJN004,Contrôle des IS de jour,VJO004,sum_2,6.0,2.0,1.0,507.0,6084.0
425,Fontenay,Bâtiment,BATCJN005,Contrôle des IS de jour,VJO005,sum_2,6.0,2.0,1.0,507.0,6084.0
426,Fontenay,Bâtiment,BATCNO004,Contrôle des IS + niches de nuit,VNO004,sum_2,6.0,2.0,1.0,1306.0,15672.0
427,Fontenay,Bâtiment,BATCNO005,Contrôle des IS + niches de nuit,VNO005,sum_2,6.0,2.0,1.0,1306.0,15672.0
428,Fontenay,Bâtiment,BATMPO004,Préventif IS + niches,MPO004,sum_2,1.0,2.0,1.0,1407.0,2814.0
429,Fontenay,Bâtiment,BATMPO005,Préventif IS + niches,MPO005,sum_2,1.0,2.0,1.0,1407.0,2814.0
430,Fontenay,Propreté,PRPLTB002,Lavage d'un tube,POL002,direct_reference,2.0,2.0,1.0,7700.59,30802.36
431,Fontenay,ContReg,CRGVPA106,Vérification des installations électriques,CRC106,direct_reference,1.0,1.0,1.0,486.45,486.45
432,Fontenay,ContReg,CRGVPA107,Vérification des installations électriques,CRC107,direct_reference,1.0,1.0,1.0,864.8,864.8
433,Fontenay,ContReg,CRGVIO122,Vérification des installations électriques,CRO122,direct_reference,1.0,1.0,1.0,432.4,432.4
434,Fontenay,ContReg,CRGDLA101,Vérification des dispositifs de levage,CRC101,direct_reference,1.0,0.0,1.0,648.6,0.0
435,Fontenay,ContReg,CRGDLB102,Vérification des dispositifs de levage,CRC102,direct_reference,1.0,0.0,1.0,864.8,0.0
436,Fontenay,ContReg,CRGDLC103,Vérification des dispositifs de levage,CRC103,direct_reference,1.0,0.0,1.0,1081.0,0.0
437,Fontenay,Eclairage,ECLNPB003,Nettoyage des plots de jalonnement pour un sens,ECPB03,direct_reference,2.0,2.0,1.0,162.9,651.6
438,Fontenay,Eclairage,ECLNEB014,Nettoyage de l'éclairage pour un sens,ECPB14,direct_reference,2.0,2.0,1.0,3265.72,13062.88
439,Fontenay,Eclairage,ECLRSB057,Remplacement systématiques des sources,ECPB57,sum_3,0.4,2.0,1.0,3058.17,2446.54
440,Fontenay,Eclairage,ECLRSB058,Remplacement systématiques des sources,ECPB58,sum_3,0.4,2.0,1.0,3024.2,2419.36
441,Fontenay,Eclairage,ECLRSB059,Remplacement systématiques des sources,ECPB59,sum_3,0.4,2.0,1.0,5657.62,4526.1
442,Fontenay,AEV,AEVEFB012,Essais fonctionnels pour un sens,AEFB12,direct_reference,2.0,2.0,1.0,397.62,1590.48
443,Fontenay,AEV,AEVMPB012,Maintenance préventive pour un sens,AEPB12,direct_reference,2.0,2.0,1.0,794.03,3176.12
444,Fontenay,AEV,AEVPLV008,Maintenance préventive prises/coffret pompier,AEV08,direct_reference,1.0,16.0,1.0,61.7,987.2
445,Fontenay,Automate,AUTPAB017,Préventif automates principaux et baies MESD (fiche n°3 du CCTP),AUPR17,direct_reference,1.0,1.0,1.0,320.77594,320.78
446,Fontenay,Automate,AUTPAR018,Préventif armoires MESD (fiche n°4 du CCTP),AUPR18,direct_reference,1.0,1.0,1.0,711.42772,711.43
447,Fontenay,Automate,AUTPAM047,Préventif automates métier (fiche n°5 du CCTP),AUPR47,direct_reference,1.0,1.0,1.0,202.4713,202.47
448,Fontenay,Automate,AUTPAR048,Préventif armoires MESD (fiche n°4 du CCTP),AUPR48,direct_reference,1.0,0.0,1.0,91.39855,0.0
449,Fontenay,PAU/TSE,RTSPPO007,Maintenance préventive de l'ensemble des PAU du tunnel,RAU-PO07,direct_reference,4.0,1.0,1.0,700.25,2801.0
450,Fontenay,PAU/TSE,RTSPTO007,Maintenance préventive de l'ensemble des TSE du tunnel,TSE-PO07,direct_reference,4.0,1.0,1.0,179.94,719.76
451,Fontenay,Onduleur,ONDPOA001,Maintenance préventive d'un onduleur,ONP001,direct_reference,1.0,1.0,1.0,304.01,304.01
452,Fontenay,Onduleur,ONDPOB002,Maintenance préventive d'un onduleur,ONP002,direct_reference,1.0,0.0,1.0,337.95,0.0
453,Fontenay,Onduleur,ONDPOC003,Maintenance préventive d'un onduleur,ONP003,direct_reference,1.0,0.0,1.0,371.88,0.0
454,Fontenay,Onduleur,ONDMPA004,Maintenance préventive d'un atelier d'énergie,ONP004,direct_reference,1.0,0.0,1.0,185.94,0.0
455,Fontenay,Onduleur,ONDPLV005,Plus-value pour dépollution,ONP005,direct_reference,0.5,1.0,1.0,414.3,207.15
456,Fontenay,Détection,DETPCA002,"Préventif d'un tube des capteurs atmosphériques (opacimètres, CO, NO, NO², smokecheck, anémomètres)",DEP002,direct_reference,4.0,2.0,1.0,2929.5,23436.0
457,Fontenay,Détection,DETPLV027,Préventif luminancemètre,DEP027,direct_reference,1.0,2.0,1.0,24.15,48.3
458,Fontenay,Détection,DETPDI100,Préventif détection incendie,DEP100,direct_reference,1.0,1.0,1.0,347.55,347.55
459,Fontenay,Détection,DETPXA200,Préventif extincteur,DEP200,direct_reference,1.0,24.0,1.0,33.6,806.4
460,Fontenay,Détection,DETPXB201,Préventif extincteur,DEP201,direct_reference,1.0,0.0,1.0,21.0,0.0
461,Fontenay,Détection,DETPXC202,Préventif extincteur,DEP202,direct_reference,1.0,0.0,1.0,36.75,0.0
462,Fontenay,Détection,DETPXD203,Préventif extincteur,DEP203,direct_reference,1.0,0.0,1.0,15.75,0.0
463,Fontenay,Détection,DETPXE204,Préventif extincteur,DEP204,direct_reference,1.0,0.0,1.0,23.1,0.0
464,Fontenay,Détection,DETPXF204,Préventif extincteur,DEP205,direct_reference,1.0,0.0,1.0,26.25,0.0
465,Fontenay,Détection,DETPXG206,Préventif extincteur,DEP206,direct_reference,1.0,0.0,1.0,15.75,0.0
466,Fontenay,Ventilation,VENPEB201,Préventif des équipements de ventilation,VPB201,direct_reference,1.0,1.0,1.0,1925.53,1925.53
467,Fontenay,Ventilation,VENPQA300,Maintenance préventive des équipements spécifiques,VPT300,direct_reference,1.0,0.0,1.0,78.85,0.0
468,Fontenay,Ventilation,VENPQB301,Maintenance préventive des équipements spécifiques,VPT301,direct_reference,1.0,10.0,1.0,128.27,1282.7
469,Fontenay,Ventilation,VENPQC302,Maintenance préventive des équipements spécifiques,VPT302,direct_reference,1.0,0.0,1.0,449.49,0.0
470,Fontenay,Ventilation,VENPQE304,Maintenance préventive des équipements spécifiques,VPT304,direct_reference,1.0,0.0,1.0,12.58,0.0
471,Fontenay,Ventilation,VENPQF305,Maintenance préventive des équipements spécifiques,VPT305,direct_reference,1.0,0.0,1.0,12.58,0.0
472,Fontenay,Vidéo,VIDDAI130,Maintenance préventive de la DAI du sens 1,VI MP 130,sum_2,1.0,1.0,1.0,1785.45,1785.45
473,Fontenay,Vidéo,VIDDAI131,Maintenance préventive de la DAI du sens 2,VI MP 131,sum_2,1.0,1.0,1.0,1785.45,1785.45
474,Fontenay,Vidéo,VIDCAM330,Nettoyage des caméras sens intérieur sens 1,VI MP 330,sum_2,2.0,1.0,1.0,1696.19,3392.38
475,Fontenay,Vidéo,VIDCAM331,Nettoyage des caméras sens intérieur sens 2,VI MP 331,sum_2,2.0,1.0,1.0,1696.19,3392.38
476,Fontenay,Vidéo,VIDPCI415,Maintenance préventive des caméras en issues de secours,VI MP 415,direct_reference,1.0,1.0,1.0,31.01,31.01
477,Fontenay,Pompage,POMIND211,Entretien des poteaux incendie,INP306,direct_reference,1.0,1.0,1.0,1922.0,1922.0
478,Fontenay,Pompage,,,,direct_value,3.0,1.0,1.0,0.0,0.0
479,Fontenay,Pompage,POMEPO600,Entretien d'une pompe,POE600,direct_reference,1.0,0.0,1.0,572.06,0.0
480,Fontenay,Pompage,,,,direct_value,1.0,0.0,1.0,0.0,0.0
481,Fontenay,Pompage,POMERC500,Entretien autres systèmes du réseau incendie,INP500,direct_reference,1.0,0.0,1.0,858.61,0.0
482,Fontenay,Pompage,POMERD600,Entretien autres systèmes du réseau incendie,INP600,direct_reference,1.0,0.0,1.0,858.61,0.0
483,Fontenay,Pompage,POMERE700,Entretien autres systèmes du réseau incendie,INP700,direct_reference,1.0,0.0,1.0,214.65,0.0
484,Fontenay,Pompage,POMERF800,Entretien autres systèmes du réseau incendie,INP800,direct_reference,1.0,0.0,1.0,214.65,0.0
485,Fontenay,Pompage,POMERG900,Entretien autres systèmes du réseau incendie,INP900,direct_reference,1.0,0.0,1.0,208.4,0.0
486,Fontenay,Pompage,POMERG901,Entretien autres systèmes du réseau incendie,INP901,direct_reference,1.0,0.0,1.0,714.81,0.0
487,Orly,Bâtiment,BATCJS005,Contrôle des IS de jour,VJS005,direct_reference,6.0,1.0,1.0,507.0,3042.0
488,Orly,Bâtiment,BATCNS005,Contrôle des IS + niches de nuit,VNS005,direct_reference,6.0,1.0,1.0,1306.0,7836.0
489,Orly,Bâtiment,BATMPS005,Préventif IS + niches,MPS005,direct_reference,1.0,1.0,1.0,1407.0,1407.0
490,Orly,Propreté,PRPLTB020,Lavage d'un tube,POL020,direct_reference,2.0,2.0,1.0,4786.98,19147.92
491,Orly,ContReg,CRGVPA106,Vérification des installations électriques,CRC106,direct_reference,1.0,1.0,1.0,486.45,486.45
492,Orly,ContReg,CRGVPA107,Vérification des installations électriques,CRC107,direct_reference,1.0,1.0,1.0,864.8,864.8
493,Orly,ContReg,CRGVIS110,Vérification des installations électriques,CRS110,direct_reference,1.0,1.0,1.0,216.2,216.2
494,Orly,ContReg,CRGDLA101,Vérification des dispositifs de levage,CRC101,direct_reference,1.0,0.0,1.0,648.6,0.0
495,Orly,ContReg,CRGDLB102,Vérification des dispositifs de levage,CRC102,direct_reference,1.0,0.0,1.0,864.8,0.0
496,Orly,ContReg,CRGDLC103,Vérification des dispositifs de levage,CRC103,direct_reference,1.0,0.0,1.0,1081.0,0.0
497,Orly,Eclairage,ECLNPS003,Nettoyage des plots de jalonnement pour un sens,ECPS03,direct_reference,2.0,2.0,1.0,240.68,962.72
498,Orly,Eclairage,ECLNES014,Nettoyage de l'éclairage pour un sens,ECPS14,direct_reference,2.0,2.0,1.0,3686.35,14745.4
499,Orly,Eclairage,ECLRSS056,Remplacement systématiques des sources,ECPS56,sum_3,0.4,2.0,1.0,3177.08,2541.66
500,Orly,Eclairage,ECLRSS057,Remplacement systématiques des sources,ECPS57,sum_3,0.4,2.0,1.0,2106.74,1685.39
501,Orly,Eclairage,ECLRSS058,Remplacement systématiques des sources,ECPS58,sum_3,0.4,2.0,1.0,16344.19,13075.35
502,Orly,AEV,AEVEFS012,Essais fonctionnels pour un sens,AEFS12,direct_reference,2.0,2.0,1.0,385.57,1542.28
503,Orly,AEV,AEVMPS022,Maintenance préventive pour un sens,AEPS22,direct_reference,2.0,2.0,1.0,802.22,3208.88
504,Orly,AEV,AEVPLV008,Maintenance préventive prises/coffret pompier,AEV08,direct_reference,1.0,12.0,1.0,61.7,740.4
505,Orly,Automate,AUTPAB025,Préventif automates principaux et baies MESD (fiche n°3 du CCTP),AUPR25,direct_reference,1.0,1.0,1.0,295.32919999999996,295.33
506,Orly,Automate,AUTPAR002,Préventif armoires MESD (fiche n°4 du CCTP),AUPR02,direct_reference,1.0,1.0,1.0,360.05947999999995,360.06
507,Orly,Automate,AUTPAB003,Préventif automates principaux et baies MESD (fiche n°3 du CCTP),AUPR03,direct_reference,1.0,0.0,1.0,976.1429999999999,0.0
508,Orly,Automate,AUTPAR048,Préventif armoires MESD (fiche n°4 du CCTP),AUPR48,direct_reference,1.0,0.0,1.0,91.39855,0.0
509,Orly,PAU/TSE,RTSPPS003,Maintenance préventive de l'ensemble des PAU du tunnel,RAU-PS03,direct_reference,4.0,1.0,1.0,700.25,2801.0
510,Orly,PAU/TSE,RTSPTS003,Maintenance préventive de l'ensemble des TSE du tunnel,TSE-PS03,direct_reference,4.0,1.0,1.0,89.96,359.84
511,Orly,Onduleur,ONDPOA001,Maintenance préventive d'un onduleur,ONP001,direct_reference,1.0,0.0,1.0,304.01,0.0
512,Orly,Onduleur,ONDPOB002,Maintenance préventive d'un onduleur,ONP002,direct_reference,1.0,1.0,1.0,337.95,337.95
513,Orly,Onduleur,ONDPOC003,Maintenance préventive d'un onduleur,ONP003,direct_reference,1.0,0.0,1.0,371.88,0.0
514,Orly,Onduleur,ONDMPA004,Maintenance préventive d'un atelier d'énergie,ONP004,direct_reference,1.0,0.0,1.0,185.94,0.0
515,Orly,Onduleur,ONDPLV005,Plus-value pour dépollution,ONP005,direct_reference,0.5,0.0,1.0,414.3,0.0
516,Orly,Détection,DETPLV021,"Préventif d'un tube des capteurs atmosphériques (opacimètres, CO, NO, NO², smokecheck, anémomètres)",DEP021,direct_reference,4.0,1.0,1.0,2903.25,11613.0
517,Orly,Détection,DETPLV027,Préventif luminancemètre,DEP027,direct_reference,1.0,3.0,1.0,24.15,72.45
518,Orly,Détection,DETPDI100,Préventif détection incendie,DEP100,direct_reference,1.0,1.0,1.0,347.55,347.55
519,Orly,Détection,DETPXA200,Préventif extincteur,DEP200,direct_reference,1.0,0.0,1.0,33.6,0.0
520,Orly,Détection,DETPXB201,Préventif extincteur,DEP201,direct_reference,1.0,0.0,1.0,21.0,0.0
521,Orly,Détection,DETPXC202,Préventif extincteur,DEP202,direct_reference,1.0,0.0,1.0,36.75,0.0
522,Orly,Détection,DETPXD203,Préventif extincteur,DEP203,direct_reference,1.0,20.0,1.0,15.75,315.0
523,Orly,Détection,DETPXE204,Préventif extincteur,DEP204,direct_reference,1.0,0.0,1.0,23.1,0.0
524,Orly,Détection,DETPXF204,Préventif extincteur,DEP205,direct_reference,1.0,0.0,1.0,26.25,0.0
525,Orly,Détection,DETPXG206,Préventif extincteur,DEP206,direct_reference,1.0,11.0,1.0,15.75,173.25
526,Orly,Ventilation,,,,direct_value,1.0,1.0,1.0,0.0,0.0
527,Orly,Ventilation,VENPQA300,Maintenance préventive des équipements spécifiques,VPT300,direct_reference,1.0,12.0,1.0,78.85,946.2
528,Orly,Ventilation,VENPQB301,Maintenance préventive des équipements spécifiques,VPT301,direct_reference,1.0,9.0,1.0,128.27,1154.43
529,Orly,Ventilation,VENPQC302,Maintenance préventive des équipements spécifiques,VPT302,direct_reference,1.0,0.0,1.0,449.49,0.0
530,Orly,Ventilation,VENPQE304,Maintenance préventive des équipements spécifiques,VPT304,direct_reference,1.0,0.0,1.0,12.58,0.0
531,Orly,Ventilation,VENPQF305,Maintenance préventive des équipements spécifiques,VPT305,direct_reference,1.0,0.0,1.0,12.58,0.0
532,Orly,Vidéo,VIDDAI142,Maintenance préventive de la DAI du sens 1,VI MP 142,sum_2,1.0,1.0,1.0,3341.64,3341.64
533,Orly,Vidéo,VIDDAI143,Maintenance préventive de la DAI du sens 2,VI MP 143,sum_2,1.0,1.0,1.0,1785.45,1785.45
534,Orly,Vidéo,VIDCAM342,Nettoyage des caméras sens intérieur sens 1,VI MP 342,sum_2,2.0,1.0,1.0,1696.19,3392.38
535,Orly,Vidéo,VIDCAM343,Nettoyage des caméras sens intérieur sens 2,VI MP 343,sum_2,2.0,1.0,1.0,1696.19,3392.38
536,Orly,Vidéo,VIDPCI421,Maintenance préventive des caméras en issues de secours,VI MP 421,direct_reference,1.0,1.0,1.0,31.01,31.01
537,Orly,Pompage,POMIND403,Entretien des poteaux incendie,INP403,direct_reference,1.0,1.0,1.0,1922.0,1922.0
538,Orly,Pompage,,,,direct_value,3.0,1.0,1.0,0.0,0.0
539,Orly,Pompage,POMEPO600,Entretien d'une pompe,POE600,direct_reference,1.0,0.0,1.0,572.06,0.0
540,Orly,Pompage,POMESP701,Entretien des stations de pompage,POE701,direct_reference,1.0,0.0,1.0,0.0,0.0
541,Orly,Pompage,POMERC500,Entretien autres systèmes du réseau incendie,INP500,direct_reference,1.0,0.0,1.0,858.61,0.0
542,Orly,Pompage,POMERD600,Entretien autres systèmes du réseau incendie,INP600,direct_reference,1.0,0.0,1.0,858.61,0.0
543,Orly,Pompage,POMERE700,Entretien autres systèmes du réseau incendie,INP700,direct_reference,1.0,9.0,1.0,214.65,1931.85
544,Orly,Pompage,POMERF800,Entretien autres systèmes du réseau incendie,INP800,direct_reference,1.0,0.0,1.0,214.65,0.0
545,Orly,Pompage,POMERG900,Entretien autres systèmes du réseau incendie,INP900,direct_reference,1.0,0.0,1.0,208.4,0.0
546,Orly,Pompage,POMERG901,Entretien autres systèmes du réseau incendie,INP901,direct_reference,1.0,0.0,1.0,714.81,0.0
547,Taverny,Bâtiment,BATCJN005,Contrôle des IS de jour,VJN005,direct_reference,6.0,2.0,1.0,507.0,6084.0
548,Taverny,Bâtiment,BATCNN005,Contrôle des IS + niches de nuit,VNN005,direct_reference,6.0,2.0,1.0,1306.0,15672.0
549,Taverny,Bâtiment,BATMPN005,Préventif IS + niches,MPN005,direct_reference,1.0,2.0,1.0,1407.0,2814.0
550,Taverny,Propreté,PRPLTB010,Lavage d'un tube,POL010,direct_reference,2.0,2.0,1.0,4786.98,19147.92
551,Taverny,ContReg,CRGVPA106,Vérification des installations électriques,CRC106,direct_reference,1.0,1.0,1.0,486.45,486.45
552,Taverny,ContReg,CRGVPA107,Vérification des installations électriques,CRC107,direct_reference,1.0,1.0,1.0,864.8,864.8
553,Taverny,ContReg,CRGVIN114,Vérification des installations électriques,CRN114,direct_reference,1.0,1.0,1.0,432.4,432.4
554,Taverny,ContReg,CRGDLA101,Vérification des dispositifs de levage,CRC101,direct_reference,1.0,0.0,1.0,648.6,0.0
555,Taverny,ContReg,CRGDLB102,Vérification des dispositifs de levage,CRC102,direct_reference,1.0,0.0,1.0,864.8,0.0
556,Taverny,ContReg,CRGDLC103,Vérification des dispositifs de levage,CRC103,direct_reference,1.0,0.0,1.0,1081.0,0.0
557,Taverny,Eclairage,ECLNPN006,Nettoyage des plots de jalonnement pour un sens,ECPN06,direct_reference,2.0,2.0,1.0,162.9,651.6
558,Taverny,Eclairage,ECLNEN020,Nettoyage de l'éclairage pour un sens,ECPN20,direct_reference,2.0,2.0,1.0,5444.45,21777.8
559,Taverny,Eclairage,ECLRSN067,Remplacement systématiques des sources,ECPN67,sum_3,0.4,2.0,1.0,10805.52,8644.42
560,Taverny,Eclairage,ECLRSN068,Remplacement systématiques des sources,ECPN68,sum_3,0.4,2.0,1.0,5402.78,4322.22
561,Taverny,Eclairage,ECLRSN069,Remplacement systématiques des sources,ECPN69,sum_3,0.4,2.0,1.0,6863.89,5491.11
562,Taverny,AEV,AEVEFN014,Essais fonctionnels pour un sens,AEFN14,direct_reference,2.0,2.0,1.0,428.81,1715.24
563,Taverny,AEV,AEVMPN024,Maintenance préventive pour un sens,AEPN24,direct_reference,2.0,2.0,1.0,950.54,3802.16
564,Taverny,AEV,AEVPLV008,Maintenance préventive prises/coffret pompier,AEV08,direct_reference,1.0,8.0,1.0,61.7,493.6
565,Taverny,Automate,AUTPAB041,Préventif automates principaux et baies MESD (fiche n°3 du CCTP),AUPR43,direct_reference,1.0,1.0,1.0,295.32919999999996,295.33
566,Taverny,Automate,AUTPAR044,Préventif armoires MESD (fiche n°4 du CCTP),AUPR44,direct_reference,1.0,1.0,1.0,452.30121,452.3
567,Taverny,Automate,AUTPAM047,Préventif automates métier (fiche n°5 du CCTP),AUPR47,direct_reference,1.0,7.0,1.0,202.4713,1417.3
568,Taverny,Automate,AUTPAR048,Préventif armoires MESD (fiche n°4 du CCTP),AUPR48,direct_reference,1.0,0.0,1.0,91.39855,0.0
569,Taverny,PAU/TSE,RTSPPN002,Maintenance préventive de l'ensemble des PAU du tunnel,RAU-PN02,direct_reference,4.0,1.0,1.0,466.84,1867.36
570,Taverny,PAU/TSE,RTSPTN002,Maintenance préventive de l'ensemble des TSE du tunnel,TSE-PN02,direct_reference,4.0,1.0,1.0,179.94,719.76
571,Taverny,Onduleur,ONDPOA001,Maintenance préventive d'un onduleur,ONP001,direct_reference,1.0,1.0,1.0,304.01,304.01
572,Taverny,Onduleur,ONDPOB002,Maintenance préventive d'un onduleur,ONP002,direct_reference,1.0,0.0,1.0,337.95,0.0
573,Taverny,Onduleur,ONDPOC003,Maintenance préventive d'un onduleur,ONP003,direct_reference,1.0,0.0,1.0,371.88,0.0
574,Taverny,Onduleur,ONDMPA004,Maintenance préventive d'un atelier d'énergie,ONP004,direct_reference,1.0,0.0,1.0,185.94,0.0
575,Taverny,Onduleur,ONDPLV005,Plus-value pour dépollution,ONP005,direct_reference,0.5,1.0,1.0,414.3,207.15
576,Taverny,Détection,DETPCA011,"Préventif d'un tube des capteurs atmosphériques (opacimètres, CO, NO, NO², smokecheck, anémomètres)",DEP011,direct_reference,4.0,2.0,1.0,2859.15,22873.2
577,Taverny,Détection,DETPLV027,Préventif luminancemètre,DEP027,direct_reference,1.0,2.0,1.0,24.15,48.3
578,Taverny,Détection,DETPDI100,Préventif détection incendie,DEP100,direct_reference,1.0,1.0,1.0,347.55,347.55
579,Taverny,Détection,DETPXA200,Préventif extincteur,DEP200,direct_reference,1.0,16.0,1.0,33.6,537.6
580,Taverny,Détection,DETPXB201,Préventif extincteur,DEP201,direct_reference,1.0,0.0,1.0,21.0,0.0
581,Taverny,Détection,DETPXC202,Préventif extincteur,DEP202,direct_reference,1.0,0.0,1.0,36.75,0.0
582,Taverny,Détection,DETPXD203,Préventif extincteur,DEP203,direct_reference,1.0,0.0,1.0,15.75,0.0
583,Taverny,Détection,DETPXE204,Préventif extincteur,DEP204,direct_reference,1.0,0.0,1.0,23.1,0.0
584,Taverny,Détection,DETPXF204,Préventif extincteur,DEP205,direct_reference,1.0,8.0,1.0,26.25,210.0
585,Taverny,Détection,DETPXG206,Préventif extincteur,DEP206,direct_reference,1.0,0.0,1.0,15.75,0.0
586,Taverny,Ventilation,VENPEN202,Préventif des équipements de ventilation,VPN202,direct_reference,1.0,1.0,1.0,5181.02,5181.02
587,Taverny,Ventilation,VENPQA300,Maintenance préventive des équipements spécifiques,VPT300,direct_reference,1.0,4.0,1.0,78.85,315.4
